Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),89.96,0.00,55616.31,,,,,,85.77,,163.59,201.10,238.39,71.63
Active Decode Throughput Per User (tokens/sec/user),2.70,0.00,2749.46,,,,,,2.34,,4.38,5.07,9.46,5.09
Active Prefill Throughput (tokens/sec),15058.91,1713.53,219767.99,,,,,,13953.66,,19332.11,23914.32,77340.12,11653.13
Active Prefill Throughput Per User (tokens/sec/user),2134.11,740.98,121867.05,,,,,,1657.02,,3273.88,4558.51,7577.11,3252.08
Active Total Throughput (tokens/sec),15047.19,3.28,219767.99,,,,,,13978.39,,19431.57,23989.02,77366.21,11676.87
Credit Drop Latency (ms),4.89,1.36,12.78,39.11,1.39,1.49,1.62,2.17,3.49,6.02,10.04,11.41,12.51,3.74
Credit-to-Start Latency (ms),5.03,1.12,355.85,1613.65,1.23,1.32,1.39,1.51,1.70,2.03,7.18,11.90,53.75,21.58
E2E Output Token Throughput (tokens/sec/user),1.89,0.07,5.24,607.59,0.14,0.44,0.89,1.40,1.92,2.53,2.82,2.93,3.13,0.77
Effective Concurrency,40.41,1.00,50.00,,,,,,45.00,,48.00,49.00,50.00,11.01
Effective Decode Concurrency,32.45,0.00,45.00,,,,,,36.00,,42.00,43.00,44.00,10.03
Effective Decode Throughput (tokens/sec),89.91,0.00,55616.31,,,,,,85.76,,163.57,201.10,238.39,71.64
Effective Decode Throughput Per User (tokens/sec/user),2.69,0.00,2749.46,,,,,,2.34,,4.38,5.07,9.46,5.09
Effective Latency (CO-aware) (ms),229604.63,5533.70,1600811.84,73703085.15,19358.01,56727.34,70246.29,96241.88,145950.22,302760.88,466767.13,620090.58,1126800.70,220611.16
Effective Prefill Concurrency,7.96,0.00,20.00,,,,,,8.00,,12.00,13.00,16.00,3.16
Effective Prefill Throughput (tokens/sec),14953.82,0.00,219767.99,,,,,,13869.56,,19332.11,23914.32,77340.12,11679.86
Effective Prefill Throughput Per User (tokens/sec/user),2119.21,0.00,121867.05,,,,,,1653.75,,3171.73,4558.51,7577.11,3245.58
Effective Total Throughput (tokens/sec),15047.19,3.28,219767.99,,,,,,13978.39,,19431.57,23989.02,77366.21,11676.87
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,525.97,5.00,4508.00,168837.00,6.00,15.00,73.00,131.00,283.00,712.00,1243.00,1683.00,3126.80,642.08
HTTP Chunks Sent,1.00,1.00,1.00,321.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.62,0.00,1.38,198.81,0.00,0.00,0.00,0.00,0.70,1.09,1.22,1.25,1.31,0.48
HTTP Connection Overhead (ms),0.76,0.00,2.01,245.21,0.00,0.00,0.00,0.00,0.70,1.54,1.70,1.77,1.87,0.66
HTTP Connection Reused (ratio),0.33,0.00,1.00,107.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),141.27,2.16,1202.72,45348.82,2.42,4.84,20.35,35.95,76.46,191.22,332.61,450.68,834.32,171.28
HTTP Data Sent (KB),291.47,1.43,745.92,93561.57,13.54,83.00,104.21,170.26,275.37,395.76,498.94,601.64,716.19,158.71
HTTP DNS Lookup (ms),0.14,0.00,0.62,46.40,0.00,0.00,0.00,0.00,0.00,0.42,0.49,0.51,0.56,0.22
HTTP Duration (excl. conn) (ms),229599.47,5532.00,1600803.17,73701429.82,19356.25,56725.37,70244.12,96240.32,145948.51,302758.90,466765.67,620080.42,1126773.46,220607.95
HTTP Receiving (ms),184387.48,404.76,1550133.45,59188381.40,706.26,4510.52,23288.44,46192.99,95890.33,261422.94,430392.12,590445.57,1109946.79,222603.38
HTTP Sending (ms),1.00,0.30,1.78,320.15,0.31,0.32,0.35,0.39,1.09,1.45,1.61,1.66,1.74,0.49
HTTP Total Time (ms),229600.23,5532.00,1600803.85,73701675.02,19356.79,56727.03,70244.12,96241.07,145948.51,302758.90,466766.40,620082.20,1126775.17,220608.05
HTTP Waiting (TTFB) (ms),45210.99,639.57,85729.57,14512728.27,1300.82,8404.46,16421.50,31737.59,47172.25,60423.01,68898.54,73367.03,79418.21,19459.10
Input Sequence Length (tokens),84970.91,408.00,218208.00,27275662.00,3933.00,23888.00,30488.00,49415.00,80570.00,115771.00,145384.00,175793.00,209654.00,46366.09
Inter Chunk Latency (ms),351.23,0.00,91373.03,59188150.37,20.75,60.60,74.44,76.42,77.89,79.36,81.48,154.93,8533.02,1788.96
Inter Token Latency (ms),410.66,75.11,12446.59,131820.38,77.25,145.54,221.90,282.54,344.20,400.67,509.99,607.18,1494.87,738.78
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),531.51,5.00,4519.00,170614.00,6.00,15.00,73.00,131.00,283.00,717.00,1288.00,1704.00,3145.20,651.37
Output Token Count (tokens),531.51,5.00,4519.00,170614.00,6.00,15.00,73.00,131.00,283.00,717.00,1288.00,1704.00,3145.20,651.37
Output Token Throughput Per User (tokens/sec/user),3.42,0.08,13.31,1099.35,0.67,1.65,1.96,2.50,2.91,3.54,4.51,6.87,12.95,2.20
Prefill Throughput Per User (tokens/sec/user),3712.42,6.85,121867.06,1191687.74,108.26,471.87,594.16,1035.13,1927.37,3091.04,5309.99,8761.54,49697.03,9784.63
Request Latency (ms),229598.88,5532.11,1600803.29,73701240.18,19356.37,56725.51,70244.26,96240.46,145948.63,302759.03,466765.81,620080.54,1126773.61,220607.64
Requested OSL (tokens),531.51,5.00,4519.00,170614.00,6.00,15.00,73.00,131.00,283.00,717.00,1288.00,1704.00,3145.20,651.37
Time to First Output Token (ms),45212.12,641.39,85730.07,14513089.81,1301.54,8405.77,16423.27,31739.36,47173.48,60424.10,68899.03,73368.72,79418.73,19459.04
Time to First Token (ms),45212.12,641.39,85730.07,14513089.81,1301.54,8405.77,16423.27,31739.36,47173.48,60424.10,68899.03,73368.72,79418.73,19459.04
Time to Second Token (ms),8862.81,1.17,91373.03,2844960.74,58.06,67.47,79.03,81.53,84.73,2310.99,38794.88,72762.60,89978.77,21944.99
Tokens In Flight (tokens),3797115.93,86917.00,4812283.03,,,,,,4291663.51,,4595058.82,4664104.91,4767293.62,1067188.87
Usage Completion Tokens (tokens),531.51,5.00,4519.00,170614.00,6.00,15.00,73.00,131.00,283.00,717.00,1288.00,1704.00,3145.20,651.37
Usage Prompt Tokens (tokens),84970.91,408.00,218208.00,27275662.00,3933.00,23888.00,30488.00,49415.00,80570.00,115771.00,145384.00,175793.00,209654.00,46366.09
Usage Total Tokens (tokens),85502.42,428.00,218947.00,27446276.00,4821.00,24318.00,30585.00,50098.00,81129.00,115844.00,147159.00,176910.00,210523.00,46493.84

Metric,Value
Benchmark Duration (sec),1823.99
Input Token Throughput (tokens/sec),14953.82
Maximum Response Timestamp (ns),1780541890549858048.00
Minimum Request Timestamp (ns),1780540066557467392.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),93.54
Request Count,321.00
Request Throughput (requests/sec),0.18
Theoretical Prefix Cache Hit (%),95.08
Total Input Sequence Length (tokens),27275662.00
Total Output Sequence Length (tokens),170614.00
Total Output Tokens (tokens),170614.00
Total Token Throughput (tokens/sec),15047.36
Total Usage Completion Tokens (tokens),170614.00
Total Usage Prompt Tokens (tokens),27275662.00
Total Usage Total Tokens (tokens),27446276.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
