Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),87.76,0.00,2443.31,,,,,,77.04,,141.46,182.99,219.66,48.33
Active Decode Throughput Per User (tokens/sec/user),4.26,0.00,626.65,,,,,,3.63,,6.55,7.56,14.80,6.44
Active Prefill Throughput (tokens/sec),10890.89,1753.32,186289.91,,,,,,10199.11,,13784.82,15988.71,54505.99,8568.37
Active Prefill Throughput Per User (tokens/sec/user),1171.70,606.49,167081.17,,,,,,984.74,,1354.22,1586.88,4913.21,3108.98
Active Total Throughput (tokens/sec),10964.28,6.34,186289.91,,,,,,10293.70,,13895.09,16060.93,54521.14,8568.37
Credit Drop Latency (ms),3.73,1.12,8.94,22.35,1.16,1.31,1.51,2.01,2.57,4.64,7.10,8.02,8.75,2.66
Credit-to-Start Latency (ms),4.01,0.95,93.64,958.76,1.10,1.21,1.26,1.40,1.59,1.83,7.79,14.44,53.91,9.56
E2E Output Token Throughput (tokens/sec/user),2.26,0.04,4.44,541.01,0.07,0.16,0.45,1.27,2.32,3.36,3.88,4.02,4.21,1.23
Effective Concurrency,33.08,1.00,40.00,,,,,,36.00,,39.00,39.00,40.00,8.25
Effective Decode Concurrency,22.94,0.00,31.00,,,,,,25.00,,28.00,29.00,30.00,5.84
Effective Decode Throughput (tokens/sec),87.73,0.00,2443.31,,,,,,77.04,,141.45,182.99,219.66,48.36
Effective Decode Throughput Per User (tokens/sec/user),4.26,0.00,626.65,,,,,,3.63,,6.55,7.56,14.80,6.44
Effective Latency (CO-aware) (ms),252662.70,23896.56,1758656.67,60386385.91,47575.07,76878.60,92659.19,118469.36,166118.31,294205.69,452004.57,664263.83,1485417.08,256693.33
Effective Prefill Concurrency,10.14,0.00,21.00,,,,,,11.00,,13.00,14.00,19.00,3.43
Effective Prefill Throughput (tokens/sec),10864.81,0.00,186289.91,,,,,,10173.69,,13784.82,15988.71,54505.99,8574.64
Effective Prefill Throughput Per User (tokens/sec/user),1168.90,0.00,167081.17,,,,,,983.00,,1354.22,1586.88,4913.21,3105.79
Effective Total Throughput (tokens/sec),10964.28,6.34,186289.91,,,,,,10293.70,,13895.09,16060.93,54521.14,8568.37
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,760.77,5.00,7428.00,181825.00,6.00,13.80,27.80,156.50,374.00,977.50,1568.40,2696.60,6126.42,1118.91
HTTP Chunks Sent,1.00,1.00,1.00,239.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.69,0.00,1.52,166.05,0.00,0.00,0.00,0.00,0.70,1.10,1.23,1.27,1.36,0.47
HTTP Connection Overhead (ms),0.90,0.00,2.18,216.18,0.00,0.00,0.00,0.00,0.70,1.57,1.77,1.84,1.98,0.69
HTTP Connection Reused (ratio),0.26,0.00,1.00,62.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.44
HTTP Data Received (KB),189.62,1.84,1843.90,45318.81,2.10,4.03,7.53,39.56,93.62,243.46,390.11,668.62,1516.69,277.71
HTTP Data Sent (KB),322.10,1.36,751.17,76982.83,4.65,93.73,120.38,193.38,314.22,445.52,515.63,589.82,745.78,166.19
HTTP DNS Lookup (ms),0.21,0.00,0.66,50.13,0.00,0.00,0.00,0.00,0.00,0.48,0.53,0.57,0.63,0.25
HTTP Duration (excl. conn) (ms),252658.58,23887.09,1758641.90,60385400.02,47563.46,76874.91,92657.42,118467.67,166117.05,294201.18,452003.07,664245.48,1485412.54,256691.73
HTTP Receiving (ms),175238.08,244.60,1707745.31,41881901.61,530.62,1284.19,7733.78,33543.06,92385.99,225771.10,356384.58,635989.88,1439986.53,259661.19
HTTP Sending (ms),0.98,0.21,1.90,233.72,0.21,0.24,0.25,0.33,0.99,1.39,1.54,1.61,1.75,0.48
