Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),88.24,0.00,368.33,,,,,,89.61,,91.10,91.27,99.52,11.51
Active Decode Throughput Per User (tokens/sec/user),88.24,0.00,368.33,,,,,,89.61,,91.10,91.27,99.52,11.51
Active Prefill Throughput (tokens/sec),77973.80,2690.11,213453.26,,,,,,72185.30,,196123.41,209518.22,213136.91,62567.37
Active Prefill Throughput Per User (tokens/sec/user),77973.80,2690.11,213453.26,,,,,,72185.30,,196123.41,209518.22,213136.91,62567.37
Active Total Throughput (tokens/sec),6049.28,87.17,213453.26,,,,,,89.46,,90.74,47740.56,192051.02,26986.05
Credit Drop Latency (ms),6.38,3.79,8.97,12.76,3.84,4.05,4.31,5.08,6.38,7.67,8.45,8.71,8.91,2.59
Credit-to-Start Latency (ms),1.82,1.21,10.80,110.74,1.21,1.26,1.35,1.47,1.55,1.64,1.73,1.86,7.65,1.37
E2E Output Token Throughput (tokens/sec/user),71.10,8.26,89.20,4337.32,10.33,29.20,45.30,63.51,77.64,83.98,86.86,87.34,88.68,18.69
Effective Concurrency,0.48,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Decode Concurrency,0.44,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Decode Throughput (tokens/sec),39.28,0.00,368.33,,,,,,0.00,,90.23,91.06,92.25,44.46
Effective Decode Throughput Per User (tokens/sec/user),38.87,0.00,368.33,,,,,,0.00,,90.23,91.06,92.25,44.47
Effective Latency (CO-aware) (ms),13602.79,305.27,108290.30,829770.10,327.13,868.92,1794.90,3161.32,5829.28,13518.99,34574.50,48883.04,97777.49,19933.53
Effective Prefill Concurrency,0.04,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.19
Effective Prefill Throughput (tokens/sec),2846.26,0.00,213453.26,,,,,,0.00,,0.00,0.00,96964.97,18887.27
Effective Prefill Throughput Per User (tokens/sec/user),2846.26,0.00,213453.26,,,,,,0.00,,0.00,0.00,96964.97,18887.27
Effective Total Throughput (tokens/sec),2885.54,0.00,213453.26,,,,,,0.00,,90.38,90.74,96964.97,18881.40
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1121.15,6.00,9659.00,68390.00,10.80,18.00,101.00,204.00,427.00,1102.00,2762.00,4187.00,8535.20,1749.96
HTTP Chunks Sent,1.00,1.00,1.00,61.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.50,0.00,1.22,30.50,0.00,0.00,0.00,0.00,0.66,0.71,0.79,1.14,1.19,0.37
HTTP Connection Overhead (ms),0.54,0.00,1.73,33.05,0.00,0.00,0.00,0.00,0.66,0.71,0.79,1.63,1.72,0.46
HTTP Connection Reused (ratio),0.33,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),275.58,2.07,2370.62,16810.27,3.26,5.03,25.33,50.64,105.09,271.79,678.95,1027.21,2097.43,429.64
HTTP Data Sent (KB),318.62,1.88,467.02,19435.56,3.36,216.46,228.72,250.08,291.37,442.96,461.46,464.73,467.02,105.17
HTTP DNS Lookup (ms),0.04,0.00,0.53,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.52,0.14
HTTP Duration (excl. conn) (ms),13600.86,299.62,108288.70,829652.51,318.32,867.62,1793.49,3159.67,5827.95,13517.37,34572.68,48881.44,97775.82,19933.70
HTTP Receiving (ms),12560.17,56.21,107954.99,766170.46,109.75,148.45,1144.08,2281.50,4876.70,12285.66,31036.25,46344.67,94866.44,19541.02
HTTP Sending (ms),0.78,0.21,1.54,47.61,0.21,0.23,0.24,0.27,0.95,0.99,1.09,1.42,1.51,0.39
HTTP Total Time (ms),13601.40,299.62,108289.36,829685.56,318.32,867.62,1793.49,3159.67,5829.65,13517.37,34572.68,48882.13,97776.09,19933.71
HTTP Waiting (TTFB) (ms),1039.91,150.94,6205.46,63434.44,169.98,356.31,381.04,550.90,720.52,1151.73,1557.15,3914.89,5536.70,1114.71
Input Sequence Length (tokens),81155.97,407.00,118979.00,4950514.00,827.00,55178.00,58075.00,63055.00,74397.00,113102.00,117608.00,118395.00,118979.00,26891.77
Inter Chunk Latency (ms),11.23,4.84,45.64,766169.91,8.81,10.97,11.02,11.10,11.18,11.34,11.46,11.52,14.10,0.81
Inter Token Latency (ms),11.17,8.73,11.47,681.29,9.04,11.01,11.06,11.14,11.20,11.42,11.45,11.47,11.47,0.43
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
