Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),56.72,0.00,31210.10,,,,,,63.53,,69.00,69.76,73.75,35.82
Active Decode Throughput Per User (tokens/sec/user),56.72,0.00,31210.10,,,,,,63.53,,69.00,69.76,73.75,35.82
Active Prefill Throughput (tokens/sec),41663.53,6.90,193368.01,,,,,,6.90,,145253.23,170220.72,183232.49,56184.30
Active Prefill Throughput Per User (tokens/sec/user),41663.53,6.90,193368.01,,,,,,6.90,,145253.23,170220.72,183232.49,56184.30
Active Total Throughput (tokens/sec),4264.21,6.90,193368.01,,,,,,60.61,,67.14,71.60,145253.23,21824.20
Credit Drop Latency (ms),3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,0.00
Credit-to-Start Latency (ms),1.70,1.32,5.13,85.05,1.33,1.35,1.38,1.45,1.59,1.66,1.76,1.80,5.11,0.71
E2E Output Token Throughput (tokens/sec/user),52.28,0.30,67.61,2614.06,17.52,37.25,43.10,46.88,52.39,60.74,64.53,65.45,66.89,11.05
Effective Concurrency,0.58,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.49
Effective Decode Concurrency,0.52,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.50
Effective Decode Throughput (tokens/sec),31.04,0.00,31210.10,,,,,,31.12,,68.47,69.03,72.31,38.17
Effective Decode Throughput Per User (tokens/sec/user),29.69,0.00,31210.10,,,,,,0.00,,68.47,69.03,72.31,38.39
Effective Latency (CO-aware) (ms),20587.33,2823.70,152705.44,1029366.29,2837.09,3816.12,3938.29,5019.41,9143.29,20706.22,51397.78,66834.66,111109.30,26434.96
Effective Prefill Concurrency,0.06,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.24
Effective Prefill Throughput (tokens/sec),2451.55,0.00,193368.01,,,,,,0.00,,0.00,6.90,92869.00,16789.11
Effective Prefill Throughput Per User (tokens/sec/user),2451.55,0.00,193368.01,,,,,,0.00,,0.00,6.90,92869.00,16789.11
Effective Total Throughput (tokens/sec),2482.63,0.00,193368.01,,,,,,50.65,,66.46,69.40,92869.00,16784.60
