Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),172.03,0.00,176723.53,,,,,,160.95,,275.19,288.68,394.47,179.18
Active Decode Throughput Per User (tokens/sec/user),45.16,0.00,88361.77,,,,,,46.35,,55.21,57.10,81.05,91.00
Active Prefill Throughput (tokens/sec),51931.66,622.35,217472.04,,,,,,51478.49,,91041.73,108060.77,156470.86,33652.05
Active Prefill Throughput Per User (tokens/sec/user),46523.37,622.35,188685.46,,,,,,46461.34,,86032.24,101268.40,148518.98,32160.63
Active Total Throughput (tokens/sec),12277.06,38.60,217563.23,,,,,,212.77,,56933.39,75180.42,109611.98,27304.06
Credit Drop Latency (ms),4.51,1.93,12.52,67.70,1.97,2.13,2.21,2.53,3.94,5.75,6.47,8.32,11.68,2.66
Credit-to-Start Latency (ms),1.81,0.89,19.76,672.87,1.07,1.17,1.23,1.32,1.41,1.55,1.71,3.74,13.47,1.95
E2E Output Token Throughput (tokens/sec/user),38.12,0.68,56.64,14181.16,3.21,15.66,27.32,34.47,40.02,44.96,47.57,49.11,53.45,9.88
Effective Concurrency,4.22,0.00,9.00,,,,,,4.00,,6.00,7.00,8.00,1.72
Effective Decode Concurrency,3.83,0.00,8.00,,,,,,4.00,,6.00,6.00,8.00,1.57
Effective Decode Throughput (tokens/sec),169.36,0.00,176723.53,,,,,,160.27,,274.14,288.65,394.46,178.94
Effective Decode Throughput Per User (tokens/sec/user),44.42,0.00,88361.77,,,,,,46.30,,55.19,57.10,81.05,90.44
Effective Latency (CO-aware) (ms),20514.87,487.63,286254.62,7631532.06,653.27,1740.77,3000.09,4767.29,9379.79,20779.35,48423.41,78208.99,188794.06,33502.05
Effective Prefill Concurrency,0.39,0.00,5.00,,,,,,0.00,,1.00,2.00,5.00,0.97
Effective Prefill Throughput (tokens/sec),11958.44,0.00,217472.04,,,,,,0.00,,56649.12,73706.33,109399.22,27180.73
Effective Prefill Throughput Per User (tokens/sec/user),10713.06,0.00,188685.46,,,,,,0.00,,50597.07,67835.37,105214.21,24936.13
Effective Total Throughput (tokens/sec),12129.19,0.00,217563.23,,,,,,211.67,,56833.14,73804.67,109611.98,27172.16
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,802.50,5.00,11539.00,298531.00,12.71,21.55,89.00,167.75,369.50,830.75,1866.50,3008.00,6520.00,1348.82
HTTP Chunks Sent,1.00,1.00,1.00,372.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.53,0.00,2.32,196.70,0.00,0.00,0.00,0.00,0.66,0.71,1.09,1.17,1.30,0.40
HTTP Connection Overhead (ms),0.58,0.00,2.32,214.89,0.00,0.00,0.00,0.00,0.66,0.71,1.50,1.65,1.81,0.50
HTTP Connection Reused (ratio),0.32,0.00,1.00,118.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),215.24,2.15,3084.27,80069.31,4.23,6.55,24.65,45.75,99.59,222.36,499.55,804.36,1739.45,360.16
HTTP Data Sent (KB),198.68,1.46,405.22,73910.26,1.53,13.92,99.05,144.40,208.26,250.79,299.96,346.97,399.54,85.11
HTTP DNS Lookup (ms),0.05,0.00,0.58,18.19,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.47,0.52,0.14
HTTP Duration (excl. conn) (ms),20512.95,484.42,286252.92,7630816.88,649.72,1739.23,2998.66,4765.91,9378.32,20777.93,48421.88,78207.51,188789.70,33501.96
HTTP Receiving (ms),18603.39,77.46,285239.60,6920459.75,252.84,479.49,1843.29,3663.51,8102.03,18902.65,42213.43,74849.79,188071.16,33092.45
HTTP Sending (ms),0.87,0.23,2.67,324.57,0.27,0.30,0.31,0.33,1.00,1.07,1.42,1.53,1.70,0.43
HTTP Total Time (ms),20513.53,484.42,286254.63,7631031.76,649.72,1739.55,2999.30,4766.59,9379.53,20778.60,48421.88,78208.21,188790.62,33502.05
HTTP Waiting (TTFB) (ms),1908.69,115.28,62512.57,710032.55,230.90,472.08,584.96,770.96,990.42,1311.24,1904.22,2474.55,58053.53,6819.41
Input Sequence Length (tokens),58109.94,407.00,118957.00,21616898.00,410.00,4058.00,29200.00,42402.00,60758.00,73491.00,87508.60,101508.40,117349.54,24911.21
Inter Chunk Latency (ms),23.20,0.00,63569.53,6920381.76,0.21,15.77,17.18,18.37,19.54,20.97,21.98,22.70,48.57,207.77
Inter Token Latency (ms),22.41,4.08,89.01,8338.05,15.68,17.92,18.68,19.94,21.49,23.34,25.93,28.35,55.27,6.66
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),830.72,5.00,12679.00,309027.00,12.71,21.55,89.00,168.50,371.50,833.25,1883.00,3250.10,6877.17,1440.42
Output Token Count (tokens),830.72,5.00,12679.00,309027.00,12.71,21.55,89.00,168.50,371.50,833.25,1883.00,3250.10,6877.17,1440.42
Output Token Throughput Per User (tokens/sec/user),46.77,11.23,245.30,17396.69,18.13,35.28,38.57,42.84,46.54,50.15,53.52,55.81,63.78,12.45
Prefill Throughput Per User (tokens/sec/user),57645.12,622.35,188685.47,21443983.88,792.42,5535.28,19038.58,37116.64,54375.58,75233.33,98028.91,115449.99,156519.40,32280.00
Request Latency (ms),20512.85,484.52,286253.04,7630781.15,649.82,1739.35,2998.77,4766.02,9378.43,20778.04,48421.99,78207.63,188789.81,33501.84
Requested OSL (tokens),830.72,5.00,12679.00,309027.00,12.71,21.55,89.00,168.50,371.50,833.25,1883.00,3250.10,6877.17,1440.42
Time to First Output Token (ms),1909.68,115.67,62513.79,710399.39,232.03,472.85,586.53,772.06,991.52,1312.35,1905.34,2475.32,58054.86,6819.45
Time to First Token (ms),1909.68,115.67,62513.79,710399.39,232.03,472.85,586.53,772.06,991.52,1312.35,1905.34,2475.32,58054.86,6819.45
Time to Second Token (ms),81.46,0.06,2093.49,30303.60,0.14,15.70,17.66,19.13,20.62,22.14,46.05,450.41,1224.80,242.22
Tokens In Flight (tokens),271877.06,0.00,568052.57,,,,,,272280.48,,412464.47,465625.82,492812.67,108697.29
Usage Completion Tokens (tokens),830.72,5.00,12679.00,309027.00,12.71,21.55,89.00,168.50,371.50,833.25,1883.00,3250.10,6877.17,1440.42
Usage Prompt Tokens (tokens),58109.94,407.00,118957.00,21616898.00,410.00,4058.00,29200.00,42402.00,60758.00,73491.00,87508.60,101508.40,117349.54,24911.21
Usage Total Tokens (tokens),58940.66,426.00,119058.00,21925925.00,429.00,4866.50,31441.00,43587.25,61388.00,74135.00,88703.10,102845.90,117809.06,25089.90

Metric,Value
Benchmark Duration (sec),1807.64
Input Token Throughput (tokens/sec),11958.63
Maximum Response Timestamp (ns),1780493047383298048.00
Minimum Request Timestamp (ns),1780491239743086080.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),170.96
Request Count,372.00
Request Throughput (requests/sec),0.21
Theoretical Prefix Cache Hit (%),94.77
Total Input Sequence Length (tokens),21616898.00
Total Output Sequence Length (tokens),309027.00
Total Output Tokens (tokens),309027.00
Total Token Throughput (tokens/sec),12129.58
Total Usage Completion Tokens (tokens),309027.00
Total Usage Prompt Tokens (tokens),21616898.00
Total Usage Total Tokens (tokens),21925925.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
