Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),67.23,0.00,10827.20,,,,,,60.74,,106.45,125.28,158.89,40.44
Active Decode Throughput Per User (tokens/sec/user),6.82,0.00,1943.94,,,,,,6.34,,10.39,11.98,17.19,8.24
Active Prefill Throughput (tokens/sec),9613.30,46.90,222600.84,,,,,,7101.39,,12876.30,18406.50,101519.50,15669.88
Active Prefill Throughput Per User (tokens/sec/user),4532.96,46.90,180286.70,,,,,,1878.73,,6650.44,11479.71,67176.16,13737.71
Active Total Throughput (tokens/sec),8430.60,5.64,222610.14,,,,,,6548.94,,11658.02,17584.53,93293.54,14965.00
Credit Drop Latency (ms),9.08,2.45,22.54,63.55,2.49,2.65,2.85,3.44,5.42,13.12,20.41,21.47,22.32,7.59
Credit-to-Start Latency (ms),3.67,0.99,105.89,689.33,1.04,1.19,1.25,1.39,1.60,1.83,4.49,10.96,41.14,9.89
E2E Output Token Throughput (tokens/sec/user),5.48,0.09,18.04,1029.88,0.12,0.38,1.22,2.92,4.83,7.22,10.33,11.70,15.76,3.59
Effective Concurrency,13.26,1.00,16.00,,,,,,14.00,,16.00,16.00,16.00,2.86
Effective Decode Concurrency,10.18,0.00,15.00,,,,,,11.00,,12.00,13.00,13.00,2.08
Effective Decode Throughput (tokens/sec),67.20,0.00,10827.20,,,,,,60.73,,106.45,125.28,158.89,40.46
Effective Decode Throughput Per User (tokens/sec/user),6.82,0.00,1943.94,,,,,,6.34,,10.39,11.98,17.19,8.24
Effective Latency (CO-aware) (ms),128815.79,774.30,778119.56,24217368.48,1440.67,9014.80,15145.93,52898.81,89723.67,157031.06,272657.83,386421.02,589528.10,128841.97
Effective Prefill Concurrency,3.08,0.00,7.00,,,,,,3.00,,6.00,6.00,7.00,1.92
Effective Prefill Throughput (tokens/sec),8358.58,0.00,222600.84,,,,,,6462.09,,11609.44,17540.55,93205.78,14966.11
Effective Prefill Throughput Per User (tokens/sec/user),3941.33,0.00,180286.70,,,,,,1740.53,,6123.18,9772.23,57740.23,12900.55
Effective Total Throughput (tokens/sec),8430.60,5.64,222610.14,,,,,,6548.94,,11658.02,17584.53,93293.54,14965.00
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,700.72,6.00,4519.00,131736.00,6.00,9.00,14.70,182.50,414.00,961.25,1568.40,2622.50,3860.15,823.49
HTTP Chunks Sent,1.00,1.00,1.00,188.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.71,0.00,7.08,133.09,0.00,0.00,0.00,0.34,0.70,1.11,1.20,1.24,1.38,0.65
HTTP Connection Overhead (ms),0.90,0.00,10.77,168.82,0.00,0.00,0.00,0.34,0.70,1.58,1.72,1.82,2.06,0.98
HTTP Connection Reused (ratio),0.25,0.00,1.00,47.00,0.00,0.00,0.00,0.00,0.00,0.25,1.00,1.00,1.00,0.43
HTTP Data Received (KB),174.52,2.09,1114.33,32809.54,2.09,2.85,4.26,46.07,103.73,239.21,387.90,649.53,953.11,204.03
HTTP Data Sent (KB),315.98,1.36,736.53,59404.00,1.92,109.36,134.95,195.93,326.06,438.26,492.50,548.91,731.99,153.71
HTTP DNS Lookup (ms),0.19,0.00,3.69,35.73,0.00,0.00,0.00,0.00,0.00,0.46,0.53,0.59,0.72,0.36
HTTP Duration (excl. conn) (ms),128812.01,766.48,778096.84,24216657.56,1436.66,9013.05,15144.14,52897.12,89722.16,157029.38,272656.17,386419.62,589526.35,128841.10
HTTP Receiving (ms),98878.31,265.29,748883.84,18589121.64,398.07,884.21,2173.66,22686.55,58129.66,124720.15,226086.37,339574.33,557478.61,122168.55
HTTP Sending (ms),0.99,0.20,7.35,185.90,0.22,0.23,0.25,0.56,1.00,1.39,1.49,1.54,1.75,0.65
HTTP Total Time (ms),128812.91,767.23,778098.50,24216826.38,1438.14,9014.53,15144.60,52897.29,89723.26,157030.25,272657.07,386420.86,589528.05,128841.21
HTTP Waiting (TTFB) (ms),29932.71,204.37,108124.89,5627350.03,494.43,655.43,738.33,3455.91,26020.55,48909.05,65815.26,73027.96,104835.96,27176.32
Input Sequence Length (tokens),81221.31,433.00,191382.00,15269606.00,487.07,27990.25,34716.40,50327.50,84125.00,112452.00,125892.90,140297.55,190225.18,39502.98
Inter Chunk Latency (ms),153.77,0.11,4325.68,18587975.36,28.87,54.88,64.00,66.33,67.62,68.91,292.55,765.68,1461.05,284.50
Inter Token Latency (ms),153.24,37.86,689.32,28808.65,51.24,59.37,67.46,90.93,139.89,177.53,247.36,333.58,467.71,90.51
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),700.84,6.00,4519.00,131758.00,6.00,9.00,14.70,182.50,414.00,961.25,1568.40,2622.50,3861.02,823.56
Output Token Count (tokens),700.84,6.00,4519.00,131758.00,6.00,9.00,14.70,182.50,414.00,961.25,1568.40,2622.50,3861.02,823.56
Output Token Throughput Per User (tokens/sec/user),8.50,1.45,26.42,1598.53,2.14,3.00,4.04,5.63,7.15,11.00,14.82,16.85,19.67,4.35
Prefill Throughput Per User (tokens/sec/user),23045.22,6.93,180286.69,4332501.14,36.66,772.79,1020.26,1596.50,3029.72,17038.69,96936.90,130393.66,160981.80,42620.51
Request Latency (ms),128806.04,766.61,777892.93,24215534.71,1436.77,9013.17,15144.24,52897.23,89722.26,156978.33,272582.16,386419.73,589464.93,128831.46
Requested OSL (tokens),700.84,6.00,4519.00,131758.00,6.00,9.00,14.70,182.50,414.00,961.25,1568.40,2622.50,3861.02,823.56
Time to First Output Token (ms),29933.83,205.97,108126.00,5627559.36,495.42,655.76,739.73,3457.21,26021.57,48909.88,65816.42,73028.76,104837.10,27176.41
Time to First Token (ms),29933.83,205.97,108126.00,5627559.36,495.42,655.76,739.73,3457.21,26021.57,48909.88,65816.42,73028.76,104837.10,27176.41
Time to Second Token (ms),62.61,0.11,413.14,11769.84,0.19,0.39,0.55,0.73,20.81,146.48,199.78,218.14,249.68,83.11
Tokens In Flight (tokens),1306006.31,48406.15,1783394.00,,,,,,1423078.09,,1636063.92,1702735.28,1723200.79,353230.90
Usage Completion Tokens (tokens),700.84,6.00,4519.00,131758.00,6.00,9.00,14.70,182.50,414.00,961.25,1568.40,2622.50,3861.02,823.56
Usage Prompt Tokens (tokens),81221.31,433.00,191382.00,15269606.00,487.07,27990.25,34716.40,50327.50,84125.00,112452.00,125892.90,140297.55,190225.18,39502.98
Usage Total Tokens (tokens),81922.15,451.00,194665.00,15401364.00,502.59,28756.20,35207.50,50808.25,84538.50,113456.00,126747.50,141172.30,190718.34,39812.21

Metric,Value
Benchmark Duration (sec),1826.82
Input Token Throughput (tokens/sec),8358.58
Maximum Response Timestamp (ns),1780554761141218560.00
Minimum Request Timestamp (ns),1780552934323170560.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),72.12
Request Count,188.00
Request Throughput (requests/sec),0.10
Theoretical Prefix Cache Hit (%),93.22
Total Input Sequence Length (tokens),15269606.00
Total Output Sequence Length (tokens),131758.00
Total Output Tokens (tokens),131758.00
