Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),132.67,0.00,25271.05,,,,,,127.99,,193.46,209.74,272.93,68.15
Active Decode Throughput Per User (tokens/sec/user),28.69,0.00,11174.14,,,,,,25.62,,42.54,51.19,75.10,27.33
Active Prefill Throughput (tokens/sec),100155.61,4146.15,348679.13,,,,,,103723.83,,173696.78,200565.50,275866.04,62514.73
Active Prefill Throughput Per User (tokens/sec/user),89023.78,4146.15,226275.40,,,,,,93297.63,,157546.25,174496.70,211214.18,56454.86
Active Total Throughput (tokens/sec),16793.28,23.95,348744.91,,,,,,147.57,,77376.94,139886.47,192204.80,45169.89
Credit Drop Latency (ms),10.52,2.40,34.39,115.72,2.61,3.46,4.52,6.50,7.49,11.57,15.74,25.06,32.52,8.42
Credit-to-Start Latency (ms),2.50,0.87,94.92,941.01,1.00,1.13,1.19,1.36,1.56,1.75,2.00,3.23,25.73,6.04
E2E Output Token Throughput (tokens/sec/user),22.86,1.67,53.72,8594.08,3.34,7.77,10.57,19.06,23.18,26.80,32.93,40.01,49.59,9.04
Effective Concurrency,5.22,1.00,9.00,,,,,,5.00,,7.00,7.00,8.00,1.52
Effective Decode Concurrency,5.01,0.00,8.00,,,,,,5.00,,7.00,7.00,8.00,1.55
Effective Decode Throughput (tokens/sec),132.58,0.00,25271.05,,,,,,127.98,,193.46,209.73,272.93,68.22
Effective Decode Throughput Per User (tokens/sec/user),28.67,0.00,11174.14,,,,,,25.62,,42.32,51.19,75.10,27.33
Effective Latency (CO-aware) (ms),25333.64,457.95,276537.80,9525448.53,596.67,772.87,922.22,4040.71,9096.19,30117.34,71413.55,101602.36,184080.53,38974.98
Effective Prefill Concurrency,0.21,0.00,4.00,,,,,,0.00,,1.00,1.00,3.00,0.54
Effective Prefill Throughput (tokens/sec),16658.94,0.00,348679.13,,,,,,0.00,,77249.56,139767.99,192112.05,45177.44
Effective Prefill Throughput Per User (tokens/sec/user),14807.37,0.00,226275.40,,,,,,0.00,,71825.33,131488.38,168246.67,40361.75
Effective Total Throughput (tokens/sec),16793.28,23.95,348744.91,,,,,,147.57,,77376.94,139886.47,192204.80,45169.89
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,651.52,4.00,6526.00,244971.00,5.00,6.00,10.00,95.75,225.00,770.50,1860.00,2754.75,4805.75,1016.18
HTTP Chunks Sent,1.00,1.00,1.00,376.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.44,0.00,2.34,164.78,0.00,0.00,0.00,0.00,0.62,0.70,0.94,1.14,1.27,0.42
HTTP Connection Overhead (ms),0.48,0.00,2.34,181.56,0.00,0.00,0.00,0.00,0.62,0.70,0.94,1.64,1.75,0.51
HTTP Connection Reused (ratio),0.43,0.00,1.00,163.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),162.29,1.59,1609.82,61022.04,1.85,2.09,3.09,24.47,56.68,191.84,462.64,686.23,1189.81,251.78
HTTP Data Sent (KB),314.09,1.72,752.43,118098.85,9.66,95.53,140.71,211.85,336.45,384.41,457.47,515.87,742.42,140.40
HTTP DNS Lookup (ms),0.04,0.00,0.61,16.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.55,0.14
HTTP Duration (excl. conn) (ms),25331.03,440.70,276536.03,9524465.80,592.99,771.04,920.56,4039.19,9094.71,30115.38,71411.84,101600.84,184078.48,38975.20
HTTP Receiving (ms),24300.64,29.53,273180.52,9137041.88,80.51,134.01,281.85,3479.05,8152.81,29295.27,69040.96,99978.11,182522.73,38645.56
HTTP Sending (ms),0.70,0.19,2.55,265.05,0.20,0.22,0.23,0.26,0.88,0.99,1.26,1.40,1.57,0.44
HTTP Total Time (ms),25331.51,441.31,276536.03,9524647.36,593.17,771.71,920.56,4039.19,9095.08,30116.30,71413.03,101601.25,184079.82,38975.31
HTTP Waiting (TTFB) (ms),1029.68,103.69,14162.16,387158.88,180.56,361.20,441.34,550.12,643.09,904.49,1634.84,3122.40,8177.07,1383.54
Input Sequence Length (tokens),80832.34,434.00,193641.00,30392958.00,2400.75,24748.50,36296.00,54543.00,87033.50,98784.50,116972.50,132677.00,191479.00,36085.05
Inter Chunk Latency (ms),41.00,0.00,3265.78,9136226.49,10.96,17.71,19.87,26.70,39.21,40.30,46.90,78.76,179.87,50.34
Inter Token Latency (ms),37.36,5.90,326.97,14046.34,13.68,19.61,23.97,30.32,38.40,41.62,44.73,48.67,76.29,18.82
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),652.85,4.00,6543.00,245472.00,6.00,6.00,10.00,96.50,226.00,771.50,1861.50,2757.50,4813.00,1017.96
Output Token Count (tokens),652.85,4.00,6543.00,245472.00,6.00,6.00,10.00,96.50,226.00,771.50,1861.50,2757.50,4813.00,1017.96
Output Token Throughput Per User (tokens/sec/user),30.20,3.06,169.35,11354.46,13.13,20.55,22.36,24.03,26.04,32.99,41.72,51.00,73.16,12.76
Prefill Throughput Per User (tokens/sec/user),109739.29,4146.16,226275.38,41261971.62,7391.44,17510.42,33678.02,74135.42,114693.13,145737.43,163256.93,185539.13,207316.35,49475.46
Request Latency (ms),25328.98,440.79,276491.30,9523695.21,593.10,771.15,920.66,4027.11,9094.82,30099.11,71411.96,101590.26,184078.59,38972.99
Requested OSL (tokens),652.85,4.00,6543.00,245472.00,6.00,6.00,10.00,96.50,226.00,771.50,1861.50,2757.50,4813.00,1017.96
Time to First Output Token (ms),1030.50,104.68,14163.26,387468.72,181.21,361.57,442.08,550.96,644.29,905.65,1636.01,3123.48,8177.44,1383.58
Time to First Token (ms),1030.50,104.68,14163.26,387468.72,181.21,361.57,442.08,550.96,644.29,905.65,1636.01,3123.48,8177.44,1383.58
Time to Second Token (ms),25.08,0.00,944.52,9429.29,0.15,0.27,0.30,0.36,0.47,3.75,63.36,199.62,318.69,80.14
Tokens In Flight (tokens),541829.42,77395.78,909212.82,,,,,,552710.63,,737496.25,776282.20,878092.87,154233.17
Usage Completion Tokens (tokens),652.85,4.00,6543.00,245472.00,6.00,6.00,10.00,96.50,226.00,771.50,1861.50,2757.50,4813.00,1017.96
Usage Prompt Tokens (tokens),80832.34,434.00,193641.00,30392958.00,2400.75,24748.50,36296.00,54543.00,87033.50,98784.50,116972.50,132677.00,191479.00,36085.05
Usage Total Tokens (tokens),81485.19,449.00,196381.00,30638430.00,2416.50,24995.75,36972.50,54772.75,87335.00,99187.50,118190.00,133554.25,194717.75,36495.66

Metric,Value
Benchmark Duration (sec),1824.42
Input Token Throughput (tokens/sec),16658.94
Maximum Response Timestamp (ns),1780478305867313152.00
Minimum Request Timestamp (ns),1780476481443609088.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),134.55
Request Count,376.00
Request Throughput (requests/sec),0.21
Theoretical Prefix Cache Hit (%),95.60
Total Input Sequence Length (tokens),30392958.00
Total Output Sequence Length (tokens),245472.00
Total Output Tokens (tokens),245472.00
Total Token Throughput (tokens/sec),16793.48
Total Usage Completion Tokens (tokens),245472.00
Total Usage Prompt Tokens (tokens),30392958.00
Total Usage Total Tokens (tokens),30638430.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
