Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),260.94,0.00,76449.26,,,,,,269.52,,381.55,414.74,501.54,159.01
Active Decode Throughput Per User (tokens/sec/user),7.49,0.00,12741.54,,,,,,6.79,,9.43,10.42,12.55,23.74
Active Prefill Throughput (tokens/sec),50422.25,99.80,333650.82,,,,,,42902.66,,95049.19,114917.27,161022.14,34382.65
Active Prefill Throughput Per User (tokens/sec/user),25514.00,99.80,182679.91,,,,,,19197.08,,52423.98,65316.26,102666.87,20866.14
Active Total Throughput (tokens/sec),35149.92,7.66,333870.33,,,,,,26400.33,,84880.13,106946.57,154188.13,36872.27
Credit Drop Latency (ms),24.33,1.26,366.52,486.68,1.39,1.89,2.26,2.71,3.66,7.62,16.00,48.96,303.01,78.79
Credit-to-Start Latency (ms),3.22,1.09,367.05,2428.62,1.19,1.28,1.35,1.47,1.67,1.94,2.42,6.90,37.30,14.50
E2E Output Token Throughput (tokens/sec/user),6.66,0.31,12.69,5021.96,1.22,3.03,3.95,5.57,6.78,7.88,9.05,9.91,11.12,2.04
Effective Concurrency,38.84,1.00,50.00,,,,,,41.00,,45.00,47.00,49.00,7.34
Effective Decode Concurrency,37.01,0.00,48.00,,,,,,39.00,,44.00,45.00,47.00,7.44
Effective Decode Throughput (tokens/sec),260.74,0.00,76449.26,,,,,,269.37,,381.55,414.74,501.54,159.12
Effective Decode Throughput Per User (tokens/sec/user),7.48,0.00,12741.54,,,,,,6.78,,9.43,10.42,12.55,23.73
Effective Latency (CO-aware) (ms),94149.07,1269.42,1464030.03,70988399.32,2497.03,5402.09,11193.15,20993.14,43700.50,115894.22,222052.21,343952.63,740446.61,137229.57
Effective Prefill Concurrency,1.83,0.00,13.00,,,,,,1.00,,4.00,6.00,10.00,2.06
Effective Prefill Throughput (tokens/sec),34882.64,0.00,333650.82,,,,,,26085.51,,84553.24,106657.01,153941.08,36876.79
Effective Prefill Throughput Per User (tokens/sec/user),17650.85,0.00,182679.91,,,,,,12923.29,,44460.38,59399.70,95587.69,20976.24
Effective Total Throughput (tokens/sec),35149.92,7.66,333870.33,,,,,,26400.33,,84880.13,106946.57,154188.13,36872.27
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,634.86,5.00,10412.00,478683.00,6.00,17.00,77.00,132.00,283.50,759.00,1531.40,2337.55,4570.65,951.71
HTTP Chunks Sent,1.00,1.00,1.00,754.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.52,0.00,1.46,394.36,0.00,0.00,0.00,0.00,0.67,0.75,1.16,1.23,1.34,0.45
HTTP Connection Overhead (ms),0.61,0.00,2.12,459.18,0.00,0.00,0.00,0.00,0.67,0.75,1.62,1.73,1.88,0.59
HTTP Connection Reused (ratio),0.38,0.00,1.00,286.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),170.37,2.16,2780.77,128460.04,2.42,5.37,21.39,36.15,76.51,203.53,409.50,625.40,1221.11,254.00
HTTP Data Sent (KB),289.95,1.31,816.67,218624.87,1.66,83.00,106.60,162.26,268.30,392.53,528.67,584.19,757.08,164.35
HTTP DNS Lookup (ms),0.09,0.00,0.66,64.82,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.49,0.57,0.18
HTTP Duration (excl. conn) (ms),94145.72,1261.73,1464018.34,70985870.12,2494.97,5400.15,11191.47,20989.46,43698.26,115892.43,222050.62,343944.66,740444.57,137229.28
HTTP Receiving (ms),89713.66,399.92,1451584.64,67644096.41,621.71,1925.77,8425.04,17037.17,38886.56,111685.40,219021.97,337688.39,734937.50,136394.99
HTTP Sending (ms),0.90,0.28,1.85,679.15,0.31,0.32,0.33,0.38,1.04,1.16,1.54,1.63,1.76,0.46
HTTP Total Time (ms),94146.33,1263.40,1464020.18,70986329.30,2495.66,5400.58,11191.47,20989.65,43699.00,115893.09,222051.30,343945.64,740445.27,137229.38
HTTP Waiting (TTFB) (ms),4431.16,307.77,62392.45,3341094.56,544.48,870.97,1168.66,1968.89,3115.75,5175.72,7501.40,9649.43,28358.28,6010.97
Input Sequence Length (tokens),84553.41,406.00,238678.00,63753268.00,441.68,23888.00,31153.00,47275.00,78689.50,114839.75,154318.20,171259.45,221487.66,47994.00
Inter Chunk Latency (ms),141.52,0.00,72953.00,67640547.81,0.81,54.13,56.27,60.73,65.01,79.63,85.02,129.85,1757.87,963.30
Inter Token Latency (ms),146.98,61.56,1788.05,110823.76,65.88,79.93,91.50,111.10,131.84,155.74,197.86,245.96,433.62,102.79
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),648.88,5.00,10571.00,489257.00,6.00,17.00,77.00,132.00,283.50,766.25,1538.40,2429.10,5002.42,991.88
Output Token Count (tokens),648.88,5.00,10571.00,489257.00,6.00,17.00,77.00,132.00,283.50,766.25,1538.40,2429.10,5002.42,991.88
Output Token Throughput Per User (tokens/sec/user),7.84,0.56,16.24,5911.14,2.31,4.07,5.05,6.42,7.59,9.00,10.93,12.51,15.18,2.49
Prefill Throughput Per User (tokens/sec/user),31098.31,99.80,182679.90,23448123.27,502.83,4273.00,7264.73,12858.40,23436.89,42222.94,62568.73,84687.44,121293.43,26527.31
Request Latency (ms),94141.14,1261.86,1464018.48,70982421.79,2495.11,5400.29,11191.60,20989.59,43698.40,115892.56,222050.74,343944.80,740401.34,137206.70
