Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),57.15,0.00,33738.19,,,,,,53.26,,110.08,136.85,164.49,48.72
Active Decode Throughput Per User (tokens/sec/user),9.53,0.00,6747.64,,,,,,9.04,,16.95,18.50,23.49,8.79
Active Prefill Throughput (tokens/sec),4232.54,215.68,171999.46,,,,,,4064.36,,5623.86,7547.35,16387.91,4131.89
Active Prefill Throughput Per User (tokens/sec/user),263.12,147.17,163502.24,,,,,,164.51,,215.68,320.77,1189.48,2858.49
Active Total Throughput (tokens/sec),4275.52,9.79,171999.46,,,,,,4136.70,,5673.99,7575.19,16395.73,4128.84
Credit Drop Latency (ms),7.86,1.20,20.69,31.45,1.22,1.31,1.42,1.74,4.78,10.90,16.78,18.73,20.30,7.81
Credit-to-Start Latency (ms),6.66,1.16,95.20,652.35,1.16,1.27,1.31,1.52,1.76,4.97,15.42,24.04,68.02,13.87
E2E Output Token Throughput (tokens/sec/user),1.86,0.01,8.83,182.15,0.02,0.03,0.20,0.45,1.15,2.34,4.63,6.49,8.35,2.01
Effective Concurrency,27.23,1.00,33.00,,,,,,31.00,,33.00,33.00,33.00,7.96
Effective Decode Concurrency,5.76,0.00,10.00,,,,,,6.00,,8.00,8.00,9.00,1.65
Effective Decode Throughput (tokens/sec),57.12,0.00,33738.19,,,,,,53.26,,110.08,136.85,164.49,48.72
Effective Decode Throughput Per User (tokens/sec/user),9.52,0.00,6747.64,,,,,,9.04,,16.95,18.50,23.49,8.79
Effective Latency (CO-aware) (ms),506892.88,85546.05,1196524.46,49675502.50,90435.00,143257.09,248840.71,436544.62,511414.65,580581.08,689056.43,765083.01,1037049.49,188631.42
Effective Prefill Concurrency,21.46,0.00,29.00,,,,,,24.00,,28.00,28.00,29.00,7.26
Effective Prefill Throughput (tokens/sec),4218.19,0.00,171999.46,,,,,,4064.36,,5623.86,7547.35,16387.91,4132.21
Effective Prefill Throughput Per User (tokens/sec/user),262.23,0.00,163502.24,,,,,,164.51,,215.68,320.77,1189.48,2853.68
Effective Total Throughput (tokens/sec),4275.52,9.79,171999.46,,,,,,4136.70,,5673.99,7575.19,16395.73,4128.84
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1048.02,5.00,10189.00,102706.00,5.97,11.55,81.30,201.50,529.00,1151.50,2623.80,4315.25,6211.03,1572.05
HTTP Chunks Sent,1.00,1.00,1.00,98.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.94,0.00,1.46,92.46,0.00,0.00,0.00,0.78,1.11,1.25,1.33,1.36,1.45,0.46
HTTP Connection Overhead (ms),1.28,0.00,2.03,125.25,0.00,0.00,0.00,0.78,1.54,1.73,1.86,1.91,2.03,0.66
HTTP Connection Reused (ratio),0.17,0.00,1.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.38
HTTP Data Received (KB),269.53,2.01,2626.41,26413.80,2.25,3.62,20.79,50.05,133.97,290.61,698.56,1110.27,1595.10,406.64
HTTP Data Sent (KB),305.99,8.71,739.77,29986.62,8.89,82.61,107.27,186.01,286.86,407.81,479.53,603.01,737.66,163.43
HTTP DNS Lookup (ms),0.33,0.00,0.62,32.80,0.00,0.00,0.00,0.00,0.43,0.48,0.54,0.56,0.61,0.21
HTTP Duration (excl. conn) (ms),506886.10,85535.82,1196509.13,49674837.59,90427.20,143249.57,248827.11,436542.86,511413.14,580579.48,689054.49,765059.82,1037046.82,188633.73
HTTP Receiving (ms),107330.83,150.16,1025114.88,10518420.90,298.04,2050.78,6258.52,24230.93,60270.45,118478.06,272135.73,378330.51,575130.38,148316.45
HTTP Sending (ms),1.32,0.30,1.88,129.17,0.31,0.34,0.35,1.22,1.50,1.61,1.70,1.77,1.87,0.47
HTTP Total Time (ms),506887.38,85537.43,1196510.83,49674962.84,90429.22,143251.14,248828.93,436544.46,511413.82,580579.67,689055.92,765061.29,1037048.34,188633.63
HTTP Waiting (TTFB) (ms),399553.95,746.63,567382.84,39156287.52,2505.42,32025.52,138668.84,397997.94,439119.97,509396.86,532568.76,541300.79,559689.13,149211.43
Input Sequence Length (tokens),78535.35,2316.00,190343.00,7696464.00,2317.94,20997.80,27591.10,47551.75,74124.50,104423.00,122986.00,155680.90,189784.28,42058.50
Inter Chunk Latency (ms),102.50,0.00,84697.28,10518420.90,22.82,35.12,35.90,36.28,37.81,38.42,40.03,41.28,85.70,1291.23
Inter Token Latency (ms),200.15,35.71,3844.94,19615.15,36.15,37.08,37.89,61.52,100.80,147.30,293.96,401.29,2671.52,474.13
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1068.42,5.00,10571.00,104705.00,5.97,11.55,82.00,201.50,531.00,1153.75,2697.80,4369.40,6274.87,1614.42
