Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),99.26,0.00,165017.16,,,,,,103.20,,168.32,190.72,226.09,89.10
Active Decode Throughput Per User (tokens/sec/user),52.63,0.00,165017.16,,,,,,59.06,,67.31,74.07,103.33,64.25
Active Prefill Throughput (tokens/sec),44704.07,682.76,226477.12,,,,,,49743.76,,82912.21,97399.15,131585.95,34092.91
Active Prefill Throughput Per User (tokens/sec/user),41844.23,682.76,226477.12,,,,,,46706.62,,78604.66,88949.44,125327.31,32818.78
Active Total Throughput (tokens/sec),6212.96,28.01,226477.12,,,,,,118.11,,2196.06,59102.92,88485.55,19859.88
Credit Drop Latency (ms),2.35,0.94,5.90,14.08,0.95,1.00,1.07,1.26,1.85,2.32,4.13,5.02,5.72,1.67
Credit-to-Start Latency (ms),0.87,0.46,6.22,157.41,0.54,0.60,0.63,0.67,0.77,0.88,1.02,1.53,2.55,0.51
E2E Output Token Throughput (tokens/sec/user),43.95,3.85,71.09,7955.38,4.09,17.46,24.66,36.99,46.80,53.45,58.20,61.19,64.62,13.24
Effective Concurrency,1.89,0.00,4.00,,,,,,2.00,,3.00,4.00,4.00,1.06
Effective Decode Concurrency,1.72,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,0.97
Effective Decode Throughput (tokens/sec),90.44,0.00,165017.16,,,,,,74.06,,167.70,187.28,225.93,88.62
Effective Decode Throughput Per User (tokens/sec/user),47.13,0.00,165017.16,,,,,,57.09,,67.12,72.76,97.81,62.90
Effective Latency (CO-aware) (ms),18758.72,421.67,194704.09,3395327.80,506.68,1197.40,2409.87,4544.38,7678.56,20706.07,51898.10,64575.48,142174.98,28807.90
Effective Prefill Concurrency,0.16,0.00,2.00,,,,,,0.00,,1.00,1.00,2.00,0.47
Effective Prefill Throughput (tokens/sec),5551.21,0.00,226477.12,,,,,,0.00,,2147.97,55567.81,84257.57,19017.88
Effective Prefill Throughput Per User (tokens/sec/user),5196.09,0.00,226477.12,,,,,,0.00,,1073.99,52078.82,81202.54,18004.84
Effective Total Throughput (tokens/sec),5642.16,0.00,226477.12,,,,,,113.49,,2196.06,55623.21,84392.27,19010.50
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,873.31,6.00,10777.00,158069.00,12.80,19.00,86.00,174.00,343.00,928.00,2099.00,3083.00,7354.20,1427.34
HTTP Chunks Sent,1.00,1.00,1.00,181.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.31,0.00,1.12,55.54,0.00,0.00,0.00,0.00,0.35,0.40,0.62,0.70,0.88,0.23
HTTP Connection Overhead (ms),0.34,0.00,1.53,61.86,0.00,0.00,0.00,0.00,0.35,0.40,0.85,1.03,1.23,0.31
HTTP Connection Reused (ratio),0.29,0.00,1.00,52.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),234.02,2.42,2876.91,42358.19,4.25,5.89,23.82,47.29,92.57,248.73,561.21,822.79,1964.36,380.98
HTTP Data Sent (KB),188.67,1.42,405.22,34149.96,1.55,112.46,122.62,153.61,182.20,216.72,252.80,287.13,401.87,69.31
HTTP DNS Lookup (ms),0.03,0.00,0.41,6.32,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.32,0.37,0.10
HTTP Duration (excl. conn) (ms),18757.78,420.26,194703.26,3395157.34,504.32,1196.70,2408.97,4543.43,7677.76,20705.15,51897.37,64574.67,142173.97,28807.90
HTTP Receiving (ms),17124.64,112.23,191800.39,3099559.58,204.09,395.61,1423.29,3655.04,6740.54,18807.99,41837.41,59754.63,141090.27,28343.38
HTTP Sending (ms),0.52,0.12,1.55,94.25,0.14,0.16,0.17,0.25,0.53,0.64,0.82,0.95,1.20,0.26
HTTP Total Time (ms),18758.12,420.26,194703.26,3395219.20,504.32,1197.04,2408.97,4543.43,7677.76,20705.15,51898.22,64574.67,142174.32,28807.89
HTTP Waiting (TTFB) (ms),1632.62,141.07,59340.24,295503.51,189.10,425.41,482.41,676.79,935.32,1218.02,1589.05,2012.00,14152.46,5994.87
Input Sequence Length (tokens),55125.45,408.00,118957.00,9977707.00,410.80,32653.00,36127.00,44883.00,53283.00,62920.00,74384.00,84344.00,118003.60,20364.72
Inter Chunk Latency (ms),19.63,0.00,59520.49,3099479.27,12.82,13.79,14.51,15.90,17.13,18.55,22.02,22.52,35.34,214.15
Inter Token Latency (ms),19.47,12.87,73.66,3523.43,14.09,15.08,15.74,16.73,18.05,21.53,23.66,25.41,35.79,5.48
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),904.10,6.00,12055.00,163643.00,12.80,19.00,88.00,174.00,345.00,956.00,2105.00,3114.00,7596.80,1535.35
Output Token Count (tokens),904.10,6.00,12055.00,163643.00,12.80,19.00,88.00,174.00,345.00,956.00,2105.00,3114.00,7596.80,1535.35
Output Token Throughput Per User (tokens/sec/user),53.60,13.58,77.71,9701.44,27.94,39.36,42.26,46.44,55.41,59.76,63.55,66.32,70.95,9.26
Prefill Throughput Per User (tokens/sec/user),62107.81,682.76,226477.15,11241513.42,825.64,16322.16,29254.11,46067.74,60066.01,74030.17,92786.03,117817.40,174047.92,31612.95
Request Latency (ms),18757.40,420.32,194703.34,3395090.23,504.37,1196.76,2409.05,4543.52,7677.83,20705.23,51875.87,64574.72,142174.04,28807.31
Requested OSL (tokens),904.10,6.00,12055.00,163643.00,12.80,19.00,88.00,174.00,345.00,956.00,2105.00,3114.00,7596.80,1535.35
Time to First Output Token (ms),1633.21,141.33,59340.47,295610.96,189.72,425.62,482.99,677.35,935.63,1218.33,1589.64,2012.78,14152.91,5994.87
Time to First Token (ms),1633.21,141.33,59340.47,295610.96,189.72,425.62,482.99,677.35,935.63,1218.33,1589.64,2012.78,14152.91,5994.87
Time to Second Token (ms),75.69,12.63,1485.35,13699.70,13.56,14.62,15.45,16.51,18.09,22.23,23.56,602.93,891.02,206.86
Tokens In Flight (tokens),113086.68,0.00,278089.95,,,,,,108127.62,,211086.22,240502.74,272201.00,69642.77
