Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),94.79,0.00,9013.68,,,,,,102.54,,124.56,130.07,196.03,41.64
Active Decode Throughput Per User (tokens/sec/user),94.79,0.00,9013.68,,,,,,102.54,,124.56,130.07,196.03,41.64
Active Prefill Throughput (tokens/sec),112097.67,5291.01,214890.55,,,,,,131802.87,,178306.67,208996.08,214890.55,66469.84
Active Prefill Throughput Per User (tokens/sec/user),112097.67,5291.01,214890.55,,,,,,131802.87,,178306.67,208996.08,214890.55,66469.84
Active Total Throughput (tokens/sec),6992.92,93.13,214890.55,,,,,,100.76,,103.86,16979.43,174131.29,31566.72
Credit Drop Latency (ms),6.71,4.15,9.28,13.43,4.20,4.40,4.66,5.43,6.71,8.00,8.76,9.02,9.23,2.57
Credit-to-Start Latency (ms),1.68,1.11,11.26,105.55,1.12,1.16,1.18,1.23,1.39,1.51,1.68,1.78,7.95,1.44
E2E Output Token Throughput (tokens/sec/user),82.36,12.50,100.22,5188.43,20.35,42.77,57.79,77.01,85.90,95.81,98.08,99.01,100.12,18.15
Effective Concurrency,0.42,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.49
Effective Decode Concurrency,0.39,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.49
Effective Decode Throughput (tokens/sec),38.84,0.00,9013.68,,,,,,0.00,,105.81,124.18,195.85,52.95
Effective Decode Throughput Per User (tokens/sec/user),37.08,0.00,9013.68,,,,,,0.00,,105.81,124.17,195.85,53.09
Effective Latency (CO-aware) (ms),11685.77,237.15,96541.30,736203.54,280.06,558.11,975.68,2652.21,4975.48,11402.91,29488.13,42449.71,85618.26,17510.55
Effective Prefill Concurrency,0.03,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.16
Effective Prefill Throughput (tokens/sec),2876.22,0.00,214890.55,,,,,,0.00,,0.00,0.00,147627.14,20676.30
Effective Prefill Throughput Per User (tokens/sec/user),2876.22,0.00,214890.55,,,,,,0.00,,0.00,0.00,147627.14,20676.30
Effective Total Throughput (tokens/sec),2915.19,0.00,214890.55,,,,,,0.00,,103.21,103.51,147627.14,20670.93
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1088.51,3.00,9655.00,68576.00,7.34,17.10,57.20,198.50,415.00,1097.50,2757.80,4101.20,8494.36,1729.28
HTTP Chunks Sent,1.00,1.00,1.00,63.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.48,0.00,1.22,30.07,0.00,0.00,0.00,0.00,0.60,0.64,0.77,1.15,1.20,0.36
HTTP Connection Overhead (ms),0.52,0.00,1.75,32.73,0.00,0.00,0.00,0.00,0.60,0.64,0.77,1.69,1.74,0.46
HTTP Connection Reused (ratio),0.32,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),270.88,1.36,2394.30,17065.72,2.45,4.89,14.87,50.01,103.54,273.54,685.13,1020.57,2110.38,429.14
HTTP Data Sent (KB),315.03,1.74,465.97,19847.09,3.30,215.66,227.50,243.78,290.86,440.51,460.77,463.62,465.97,105.05
HTTP DNS Lookup (ms),0.04,0.00,0.56,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.55,0.14
HTTP Duration (excl. conn) (ms),11684.00,231.15,96540.01,736091.78,270.73,556.82,974.30,2650.68,4974.02,11401.48,29486.42,42448.31,85616.77,17510.74
HTTP Receiving (ms),10964.96,1.78,96217.06,690792.75,48.98,149.94,555.57,2027.91,4307.05,10918.48,28173.57,40087.84,83327.40,17224.38
HTTP Sending (ms),0.74,0.19,1.54,46.41,0.20,0.22,0.22,0.26,0.86,0.94,1.08,1.40,1.51,0.38
HTTP Total Time (ms),11684.52,231.15,96540.61,736124.51,270.73,556.82,974.91,2650.68,4974.02,11401.48,29486.54,42448.95,85617.00,17510.72
HTTP Waiting (TTFB) (ms),718.30,81.16,3696.73,45252.61,124.83,326.50,415.43,457.56,507.22,657.49,915.55,2810.34,3571.26,718.83
Input Sequence Length (tokens),80613.87,431.00,119005.00,5078674.00,868.72,55366.70,58417.40,63127.50,74423.00,112200.00,117631.00,118373.20,119005.00,26646.80
Inter Chunk Latency (ms),10.84,0.11,46.03,690770.96,7.48,9.51,9.53,9.70,9.89,10.56,11.87,19.60,21.40,2.89
Inter Token Latency (ms),9.68,0.35,10.74,610.04,3.85,8.14,9.01,9.64,9.89,10.32,10.62,10.67,10.73,1.41
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1093.03,6.00,9659.00,68861.00,10.96,18.30,61.80,204.00,419.00,1102.00,2762.00,4104.50,8497.74,1729.25
Output Token Count (tokens),1093.03,6.00,9659.00,68861.00,10.96,18.30,61.80,204.00,419.00,1102.00,2762.00,4104.50,8497.74,1729.25
