Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),91.80,0.00,18355.82,,,,,,100.04,,113.07,127.81,150.98,37.10
Active Decode Throughput Per User (tokens/sec/user),91.80,0.00,18355.82,,,,,,100.04,,113.07,127.81,150.98,37.10
Active Prefill Throughput (tokens/sec),79631.15,3999.40,165987.76,,,,,,85822.30,,140532.92,142698.43,165987.76,50186.71
Active Prefill Throughput Per User (tokens/sec/user),79631.15,3999.40,165987.76,,,,,,85822.30,,140532.92,142698.43,165987.76,50186.71
Active Total Throughput (tokens/sec),5953.85,88.37,165987.76,,,,,,98.00,,102.69,58259.44,139863.42,24840.09
Credit Drop Latency (ms),3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,0.00
Credit-to-Start Latency (ms),1.77,1.23,5.88,58.38,1.24,1.29,1.33,1.41,1.52,1.62,1.77,3.43,5.81,1.03
E2E Output Token Throughput (tokens/sec/user),81.91,44.53,98.28,2702.91,46.95,57.85,65.08,73.89,83.26,93.18,96.00,97.44,98.06,13.66
Effective Concurrency,0.48,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Decode Concurrency,0.45,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Decode Throughput (tokens/sec),43.23,0.00,18355.82,,,,,,0.00,,103.72,112.70,141.95,51.68
Effective Decode Throughput Per User (tokens/sec/user),41.19,0.00,18355.82,,,,,,0.00,,103.72,112.70,141.95,51.98
Effective Latency (CO-aware) (ms),13696.82,271.10,98971.47,451995.04,805.36,2211.22,2568.46,3802.43,7906.08,14094.15,32877.40,40880.30,81360.31,18524.44
Effective Prefill Concurrency,0.04,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.19
Effective Prefill Throughput (tokens/sec),2840.19,0.00,165987.76,,,,,,0.00,,0.00,0.00,123353.19,17548.07
Effective Prefill Throughput Per User (tokens/sec/user),2840.19,0.00,165987.76,,,,,,0.00,,0.00,0.00,123353.19,17548.07
Effective Total Throughput (tokens/sec),2883.54,0.00,165987.76,,,,,,0.00,,99.80,102.43,123353.19,17541.12
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1222.61,18.00,9655.00,40346.00,42.96,151.80,194.00,261.00,606.00,1343.00,2702.60,3739.20,7945.88,1794.41
HTTP Chunks Sent,1.00,1.00,1.00,33.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.53,0.00,1.22,17.38,0.00,0.00,0.00,0.00,0.66,0.70,0.73,0.96,1.21,0.35
HTTP Connection Overhead (ms),0.56,0.00,1.77,18.48,0.00,0.00,0.00,0.00,0.66,0.70,0.73,1.18,1.76,0.43
HTTP Connection Reused (ratio),0.27,0.00,1.00,9.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),303.93,5.08,2389.37,10029.73,11.31,38.42,48.94,65.56,151.39,334.31,670.20,929.54,1967.88,444.26
HTTP Data Sent (KB),314.38,1.74,465.97,10374.45,65.24,209.06,222.76,257.20,289.30,437.08,460.50,462.73,465.27,102.75
HTTP DNS Lookup (ms),0.03,0.00,0.55,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.55,0.13
HTTP Duration (excl. conn) (ms),13694.94,265.10,98969.94,451932.92,800.69,2209.50,2563.51,3800.75,7904.46,14092.30,32875.44,40878.62,81358.74,18524.61
HTTP Receiving (ms),12686.51,156.70,98546.94,418654.68,450.50,1598.26,1974.23,2729.41,5920.74,13578.05,28749.63,40165.60,80888.13,18477.73
HTTP Sending (ms),0.82,0.25,1.51,27.04,0.25,0.26,0.26,0.28,0.95,1.01,1.05,1.32,1.50,0.36
HTTP Total Time (ms),13695.50,265.10,98970.66,451951.40,800.92,2210.22,2564.29,3800.75,7904.46,14092.96,32875.57,40879.93,81359.44,18524.71
HTTP Waiting (TTFB) (ms),1007.61,108.13,5828.81,33251.20,208.56,433.84,519.03,602.16,686.16,846.30,1263.31,2784.83,5424.54,1106.18
Input Sequence Length (tokens),80312.24,434.00,119005.00,2650304.00,16688.72,53617.40,57074.00,65817.00,74036.00,111271.00,117566.00,118144.20,118817.48,26160.84
Inter Chunk Latency (ms),11.47,0.06,32.28,418631.99,7.75,9.53,9.69,9.90,10.14,11.28,19.79,20.19,21.18,3.33
Inter Token Latency (ms),10.31,9.22,11.32,340.22,9.31,9.58,9.74,9.96,10.14,10.75,11.22,11.28,11.31,0.58
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1226.97,18.00,9659.00,40490.00,44.56,157.40,199.00,267.00,609.00,1347.00,2706.80,3744.40,7949.88,1794.39
Output Token Count (tokens),1226.97,18.00,9659.00,40490.00,44.56,157.40,199.00,267.00,609.00,1347.00,2706.80,3744.40,7949.88,1794.39
Output Token Throughput Per User (tokens/sec/user),97.30,88.37,108.49,3210.79,88.44,88.64,89.12,93.04,98.59,100.37,102.64,104.36,107.41,5.36
Prefill Throughput Per User (tokens/sec/user),105180.24,3999.39,165987.71,3470947.98,6310.07,15941.25,58779.45,85822.31,110601.90,137720.86,141562.70,151119.20,165271.74,40293.52
Request Latency (ms),13694.37,265.21,98970.07,451914.24,800.80,2209.62,2563.64,3800.86,7904.56,14092.42,32875.55,40878.74,81358.86,18524.58
Requested OSL (tokens),1226.97,18.00,9659.00,40490.00,44.56,157.40,199.00,267.00,609.00,1347.00,2706.80,3744.40,7949.88,1794.39
Time to First Output Token (ms),1008.55,108.52,5829.20,33282.25,209.20,434.98,520.16,603.23,687.22,846.68,1263.85,2785.61,5424.92,1106.04
Time to First Token (ms),1008.55,108.52,5829.20,33282.25,209.20,434.98,520.16,603.23,687.22,846.68,1263.85,2785.61,5424.92,1106.04
Time to Second Token (ms),0.59,0.17,7.95,19.47,0.18,0.23,0.26,0.29,0.35,0.43,0.52,0.59,5.60,1.30
Tokens In Flight (tokens),39396.03,0.00,119106.00,,,,,,0.00,,112097.66,115102.94,118064.31,42963.93
Usage Completion Tokens (tokens),1226.97,18.00,9659.00,40490.00,44.56,157.40,199.00,267.00,609.00,1347.00,2706.80,3744.40,7949.88,1794.39
Usage Prompt Tokens (tokens),80312.24,434.00,119005.00,2650304.00,16688.72,53617.40,57074.00,65817.00,74036.00,111271.00,117566.00,118144.20,118817.48,26160.84
Usage Total Tokens (tokens),81539.21,452.00,119106.00,2690794.00,16813.60,53968.80,57826.80,67766.00,75138.00,113757.00,117807.40,118466.40,119015.76,26122.32

Metric,Value
Benchmark Duration (sec),933.14
Input Token Throughput (tokens/sec),2840.19
Maximum Response Timestamp (ns),1780505857116024832.00
Minimum Request Timestamp (ns),1780504923971602688.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),43.39
Request Count,33.00
Request Throughput (requests/sec),0.04
Theoretical Prefix Cache Hit (%),95.32
Total Input Sequence Length (tokens),2650304.00
Total Output Sequence Length (tokens),40490.00
Total Output Tokens (tokens),40490.00
Total Token Throughput (tokens/sec),2883.58
Total Usage Completion Tokens (tokens),40490.00
Total Usage Prompt Tokens (tokens),2650304.00
Total Usage Total Tokens (tokens),2690794.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
