Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),105.20,0.00,18231.54,,,,,,89.90,,179.38,180.24,187.27,49.97
Active Decode Throughput Per User (tokens/sec/user),83.12,0.00,18231.54,,,,,,88.92,,91.47,92.68,122.61,32.81
Active Prefill Throughput (tokens/sec),32401.60,1298.65,209812.66,,,,,,12494.73,,93612.75,105953.07,166551.96,38497.79
Active Prefill Throughput Per User (tokens/sec/user),28431.69,732.57,209812.66,,,,,,9805.30,,92710.65,101432.60,166551.96,37912.08
Active Total Throughput (tokens/sec),10727.25,33.35,209812.66,,,,,,89.68,,36759.07,85503.70,111397.79,26772.46
Credit Drop Latency (ms),13.53,1.80,76.76,189.37,2.30,4.31,5.91,7.23,8.84,11.63,12.66,35.20,68.45,17.77
Credit-to-Start Latency (ms),3.04,0.82,78.53,640.41,0.93,0.98,1.03,1.19,1.35,1.58,2.22,17.36,24.71,7.06
E2E Output Token Throughput (tokens/sec/user),50.08,0.65,88.81,10566.70,1.50,6.13,10.74,33.43,53.02,70.07,80.88,84.16,87.72,24.28
Effective Concurrency,1.23,0.00,7.00,,,,,,1.00,,3.00,4.00,6.00,1.31
Effective Decode Concurrency,0.82,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.71
Effective Decode Throughput (tokens/sec),67.94,0.00,18231.54,,,,,,87.04,,177.55,179.55,182.40,64.22
Effective Decode Throughput Per User (tokens/sec/user),53.37,0.00,18231.54,,,,,,84.64,,90.81,92.07,102.78,47.74
Effective Latency (CO-aware) (ms),10488.90,263.06,114706.81,2213158.19,471.81,855.58,1589.16,2683.10,4886.48,9252.25,25499.97,47439.21,94432.31,17177.67
Effective Prefill Concurrency,0.41,0.00,7.00,,,,,,0.00,,2.00,2.00,4.00,0.92
Effective Prefill Throughput (tokens/sec),7579.66,0.00,209812.66,,,,,,0.00,,17979.80,61110.62,106201.57,23126.66
Effective Prefill Throughput Per User (tokens/sec/user),6650.98,0.00,209812.66,,,,,,0.00,,15130.41,52433.63,105953.07,21933.87
Effective Total Throughput (tokens/sec),7647.82,0.00,209812.66,,,,,,86.91,,17979.80,61110.62,106201.57,23120.49
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,579.93,6.00,9358.00,122366.00,6.30,11.50,28.00,103.00,202.00,455.00,1051.00,2631.00,6797.50,1250.77
HTTP Chunks Sent,1.00,1.00,1.00,211.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.32,0.00,3.45,67.20,0.00,0.00,0.00,0.00,0.00,0.66,0.77,1.21,2.50,0.54
HTTP Connection Overhead (ms),0.35,0.00,5.58,73.43,0.00,0.00,0.00,0.00,0.00,0.66,0.77,1.68,2.50,0.65
HTTP Connection Reused (ratio),0.65,0.00,1.00,137.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),142.87,2.06,2289.05,30145.90,2.15,3.43,7.49,25.95,50.32,111.93,258.87,645.68,1668.02,306.63
HTTP Data Sent (KB),254.91,1.62,865.21,53786.88,10.52,72.86,106.86,157.29,235.41,269.03,436.17,815.05,860.71,174.76
HTTP DNS Lookup (ms),0.03,0.00,2.13,6.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.18
HTTP Duration (excl. conn) (ms),10485.76,252.69,114685.31,2212495.56,418.29,854.17,1587.75,2681.42,4884.96,9243.31,25481.45,47437.76,94430.56,17177.15
HTTP Receiving (ms),6978.30,53.15,109784.00,1472421.94,66.45,121.72,302.65,1235.81,2635.90,5324.40,12354.42,30431.52,79335.23,14833.13
HTTP Sending (ms),0.57,0.13,3.58,119.29,0.16,0.19,0.21,0.23,0.26,0.94,1.09,1.49,2.61,0.54
HTTP Total Time (ms),10486.11,252.69,114685.31,2212568.99,418.36,854.80,1588.41,2681.42,4885.60,9246.87,25481.45,47437.76,94430.56,17177.14
HTTP Waiting (TTFB) (ms),3506.89,104.73,46604.85,739954.33,189.28,351.21,435.02,657.79,1210.96,2450.01,6731.27,14151.64,40215.21,7291.97
Input Sequence Length (tokens),64642.86,400.00,219783.00,13639644.00,2693.90,18615.00,26946.00,40107.00,59707.00,68135.50,111239.00,207192.50,218686.90,44440.24
Inter Chunk Latency (ms),12.07,0.05,1337.57,1472420.31,7.08,10.81,10.95,11.14,11.28,11.46,12.08,12.76,17.51,18.68
Inter Token Latency (ms),12.61,9.23,75.38,2661.47,10.63,10.86,10.97,11.20,11.49,12.56,14.54,16.43,25.80,4.93
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),582.38,6.00,9379.00,122882.00,6.30,11.50,28.00,103.00,206.00,456.00,1051.00,2637.50,6818.40,1254.60
Output Token Count (tokens),582.38,6.00,9379.00,122882.00,6.30,11.50,28.00,103.00,206.00,456.00,1051.00,2637.50,6818.40,1254.60
Output Token Throughput Per User (tokens/sec/user),82.76,13.27,108.31,17462.57,38.79,60.87,68.77,79.62,87.04,89.27,91.14,92.09,94.07,11.42
Prefill Throughput Per User (tokens/sec/user),62319.36,435.83,209812.70,13149384.29,1308.48,1924.16,5261.88,18235.83,54865.78,92214.01,111041.33,169736.57,202871.62,50250.60
Request Latency (ms),10485.87,252.80,114685.41,2212517.78,418.42,854.27,1587.87,2681.53,4885.06,9243.40,25481.56,47437.87,94430.66,17177.15
Requested OSL (tokens),582.38,6.00,9379.00,122882.00,6.30,11.50,28.00,103.00,206.00,456.00,1051.00,2637.50,6818.40,1254.60
Time to First Output Token (ms),3507.57,105.08,46605.21,740097.47,190.22,352.29,435.37,658.59,1211.30,2450.74,6732.39,14153.44,40215.57,7291.99
Time to First Token (ms),3507.57,105.08,46605.21,740097.47,190.22,352.29,435.37,658.59,1211.30,2450.74,6732.39,14153.44,40215.57,7291.99
Time to Second Token (ms),15.40,0.61,276.00,3248.71,3.05,8.19,9.89,10.21,10.55,10.99,11.51,12.42,250.85,33.92
Tokens In Flight (tokens),87376.97,0.00,290409.54,,,,,,65868.00,,217406.60,249323.00,287693.94,82084.42
Usage Completion Tokens (tokens),582.38,6.00,9379.00,122882.00,6.30,11.50,28.00,103.00,206.00,456.00,1051.00,2637.50,6818.40,1254.60
Usage Prompt Tokens (tokens),64642.86,400.00,219783.00,13639644.00,2693.90,18615.00,26946.00,40107.00,59707.00,68135.50,111239.00,207192.50,218686.90,44440.24
Usage Total Tokens (tokens),65225.24,420.00,220475.00,13762526.00,2720.00,18890.50,27041.00,40276.00,60269.00,69181.00,113725.00,207639.50,219031.00,44575.23

Metric,Value
Benchmark Duration (sec),1799.51
Input Token Throughput (tokens/sec),7579.66
Maximum Response Timestamp (ns),1780469447652364544.00
Minimum Request Timestamp (ns),1780467648145247744.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),68.29
Request Count,211.00
Request Throughput (requests/sec),0.12
Theoretical Prefix Cache Hit (%),92.14
Total Input Sequence Length (tokens),13639644.00
Total Output Sequence Length (tokens),122882.00
Total Output Tokens (tokens),122882.00
Total Token Throughput (tokens/sec),7647.94
Total Usage Completion Tokens (tokens),122882.00
Total Usage Prompt Tokens (tokens),13639644.00
Total Usage Total Tokens (tokens),13762526.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
