Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),102.25,0.00,59468.09,,,,,,82.82,,177.44,202.09,233.44,114.69
Active Decode Throughput Per User (tokens/sec/user),55.51,0.00,59468.09,,,,,,62.33,,72.98,78.57,122.49,72.87
Active Prefill Throughput (tokens/sec),47243.37,296.58,213502.10,,,,,,51002.95,,85826.34,109631.85,154184.96,37117.71
Active Prefill Throughput Per User (tokens/sec/user),45957.18,296.58,213502.10,,,,,,50450.92,,83786.00,103883.85,154184.96,36555.53
Active Total Throughput (tokens/sec),6583.60,36.26,213502.10,,,,,,124.39,,2993.60,62214.11,94073.46,21274.62
Credit Drop Latency (ms),6.47,2.56,16.97,38.82,2.60,2.75,2.95,3.46,4.59,6.42,11.88,14.42,16.46,4.89
Credit-to-Start Latency (ms),1.75,1.17,18.20,328.86,1.21,1.28,1.32,1.40,1.50,1.61,1.78,2.67,6.78,1.45
E2E Output Token Throughput (tokens/sec/user),47.87,3.89,78.19,8998.63,4.64,14.91,32.42,41.42,51.04,56.78,62.10,65.41,70.36,13.67
Effective Concurrency,1.80,0.00,4.00,,,,,,2.00,,3.00,4.00,4.00,1.06
Effective Decode Concurrency,1.65,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,0.97
Effective Decode Throughput (tokens/sec),91.96,0.00,59468.09,,,,,,78.50,,157.84,201.67,233.17,111.28
Effective Decode Throughput Per User (tokens/sec/user),48.64,0.00,59468.09,,,,,,61.44,,72.10,78.19,118.68,70.62
Effective Latency (CO-aware) (ms),17317.20,259.60,181917.70,3255632.99,404.84,1444.99,2168.63,4034.75,7086.23,18666.32,47376.99,60830.66,132783.19,26941.30
Effective Prefill Concurrency,0.16,0.00,2.00,,,,,,0.00,,1.00,1.00,2.00,0.45
Effective Prefill Throughput (tokens/sec),5774.52,0.00,213502.10,,,,,,0.00,,2169.66,58644.67,92149.82,20195.56
Effective Prefill Throughput Per User (tokens/sec/user),5617.31,0.00,213502.10,,,,,,0.00,,1084.83,58644.67,87875.24,19746.82
Effective Total Throughput (tokens/sec),5866.87,0.00,213502.10,,,,,,119.12,,2219.87,58777.76,92215.70,20187.63
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,852.17,6.00,11277.00,160208.00,12.87,19.70,86.00,167.75,345.50,922.00,2001.80,2891.90,6721.99,1416.19
HTTP Chunks Sent,1.00,1.00,1.00,188.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.53,0.00,1.32,98.89,0.00,0.00,0.00,0.00,0.64,0.69,1.04,1.16,1.25,0.37
HTTP Connection Overhead (ms),0.57,0.00,1.86,108.10,0.00,0.00,0.00,0.00,0.64,0.69,1.43,1.62,1.80,0.47
HTTP Connection Reused (ratio),0.29,0.00,1.00,55.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),228.50,2.42,3009.08,42957.26,4.26,6.09,23.85,45.72,93.09,247.24,534.76,773.66,1796.80,378.09
HTTP Data Sent (KB),189.88,1.42,405.22,35698.22,1.56,113.13,125.63,155.23,185.39,217.52,251.98,286.88,401.77,68.29
HTTP DNS Lookup (ms),0.05,0.00,0.58,9.20,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.46,0.55,0.14
HTTP Duration (excl. conn) (ms),17315.32,241.29,181915.89,3255281.04,401.04,1443.34,2167.02,4032.93,7084.71,18664.58,47375.36,60828.90,132781.07,26941.32
HTTP Receiving (ms),15807.14,108.28,180915.63,2971742.32,169.54,382.10,1326.99,3287.68,6185.69,17013.09,36755.57,56450.46,131638.05,26477.18
HTTP Sending (ms),0.90,0.27,1.76,168.88,0.29,0.31,0.32,0.38,1.01,1.10,1.41,1.55,1.69,0.39
HTTP Total Time (ms),17315.90,241.29,181915.89,3255389.13,401.04,1444.00,2167.24,4033.57,7085.87,18665.03,47375.84,60829.65,132781.73,26941.32
HTTP Waiting (TTFB) (ms),1507.29,99.10,58422.20,283369.84,136.47,393.69,478.67,618.08,837.01,1041.72,1500.32,1784.74,11008.03,5825.94
Input Sequence Length (tokens),55484.67,408.00,118957.00,10431118.00,409.74,32943.25,37028.60,45188.75,54251.00,63597.50,74113.10,84252.65,117971.54,20067.59
Inter Chunk Latency (ms),18.56,0.00,58383.81,2971537.93,0.34,12.75,13.31,14.92,16.18,17.55,20.99,21.85,45.28,208.06
Inter Token Latency (ms),17.90,8.87,71.65,3364.32,12.19,13.97,14.70,15.70,16.77,19.36,21.78,23.35,26.64,4.94
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),888.37,6.00,12055.00,167013.00,12.87,19.70,88.00,171.75,346.50,926.00,2079.80,3086.70,7549.62,1510.41
