Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),177.80,0.00,15012.76,,,,,,170.73,,293.39,318.68,377.33,97.71
Active Decode Throughput Per User (tokens/sec/user),48.70,0.00,15012.76,,,,,,49.57,,72.20,79.58,99.74,28.40
Active Prefill Throughput (tokens/sec),51798.91,2285.16,235189.66,,,,,,53592.58,,98169.95,114735.27,145501.43,34375.49
Active Prefill Throughput Per User (tokens/sec/user),41547.68,2285.16,152307.80,,,,,,43996.23,,74399.39,80377.98,118981.57,28880.29
Active Total Throughput (tokens/sec),21381.12,33.98,235299.86,,,,,,281.17,,71130.10,90463.96,131258.50,33632.85
Credit Drop Latency (ms),8.77,2.25,31.38,78.94,2.26,2.27,2.29,2.86,4.88,7.90,19.15,25.26,30.15,8.98
Credit-to-Start Latency (ms),2.53,0.97,109.74,971.30,1.08,1.17,1.22,1.40,1.62,1.84,2.05,3.03,24.06,6.66
E2E Output Token Throughput (tokens/sec/user),35.15,0.57,77.14,13497.30,1.71,3.63,5.24,21.81,40.36,49.36,54.82,57.99,67.71,18.62
Effective Concurrency,4.34,0.00,8.00,,,,,,4.00,,7.00,7.00,8.00,1.71
Effective Decode Concurrency,3.72,0.00,8.00,,,,,,4.00,,6.00,6.00,7.00,1.61
Effective Decode Throughput (tokens/sec),175.41,0.00,15012.76,,,,,,170.01,,293.29,318.61,377.31,98.45
Effective Decode Throughput Per User (tokens/sec/user),47.75,0.00,15012.76,,,,,,49.24,,72.08,79.57,98.54,28.92
Effective Latency (CO-aware) (ms),20530.16,469.32,300441.17,7883582.44,694.35,1513.03,1651.29,3334.55,10031.68,25246.21,49934.47,65407.75,137119.69,30986.51
Effective Prefill Concurrency,0.62,0.00,5.00,,,,,,0.00,,2.00,3.00,4.00,0.93
Effective Prefill Throughput (tokens/sec),21067.77,0.00,235189.66,,,,,,0.00,,70914.93,90021.83,131258.50,33586.45
Effective Prefill Throughput Per User (tokens/sec/user),16898.37,0.00,152307.80,,,,,,0.00,,64930.92,72370.08,104185.02,27491.24
