Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),105.87,0.00,25488.02,,,,,,96.31,,199.18,237.63,290.97,94.30
Active Decode Throughput Per User (tokens/sec/user),83.19,0.00,25488.02,,,,,,91.84,,120.07,123.69,152.02,77.65
Active Prefill Throughput (tokens/sec),34688.61,1342.37,234996.88,,,,,,13032.96,,108251.72,130613.44,161912.09,43708.16
Active Prefill Throughput Per User (tokens/sec/user),30479.17,860.01,171859.29,,,,,,8894.57,,102258.59,124393.82,155520.68,41896.49
Active Total Throughput (tokens/sec),10496.07,59.78,234996.88,,,,,,105.21,,26178.00,85754.17,139333.40,28698.32
Credit Drop Latency (ms),13.69,1.71,107.57,232.72,1.72,1.77,2.09,5.49,7.77,11.89,13.29,32.42,92.54,23.77
Credit-to-Start Latency (ms),3.01,0.74,109.36,751.30,0.85,0.99,1.06,1.17,1.32,1.46,3.16,15.72,26.12,8.19
E2E Output Token Throughput (tokens/sec/user),59.16,0.56,110.81,14789.35,2.41,9.75,16.28,39.96,64.25,79.67,92.00,97.55,106.23,27.01
Effective Concurrency,1.16,0.00,7.00,,,,,,1.00,,3.00,4.00,6.00,1.28
Effective Decode Concurrency,0.82,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.72
Effective Decode Throughput (tokens/sec),70.77,0.00,25488.02,,,,,,76.89,,151.75,201.11,290.06,89.46
Effective Decode Throughput Per User (tokens/sec/user),52.46,0.00,25488.02,,,,,,49.83,,112.95,121.75,151.60,73.59
Effective Latency (CO-aware) (ms),8344.96,226.03,108908.30,2086241.08,321.76,679.83,1230.93,1652.78,3379.00,7361.16,14773.36,37908.13,88007.44,15679.45
Effective Prefill Concurrency,0.34,0.00,6.00,,,,,,0.00,,1.00,2.00,4.00,0.84
Effective Prefill Throughput (tokens/sec),7031.48,0.00,234996.88,,,,,,0.00,,14346.46,52904.15,132782.95,24118.76
Effective Prefill Throughput Per User (tokens/sec/user),6178.21,0.00,171859.29,,,,,,0.00,,9416.66,44200.67,124501.80,22493.19
Effective Total Throughput (tokens/sec),7102.74,0.00,234996.88,,,,,,95.50,,14346.46,53020.95,132865.01,24112.89
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,511.50,2.00,9361.00,127875.00,4.47,11.45,48.00,100.25,156.00,346.75,1035.30,2263.45,6611.76,1166.89
HTTP Chunks Sent,1.00,1.00,1.00,250.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.29,0.00,4.02,72.77,0.00,0.00,0.00,0.00,0.00,0.63,0.72,1.20,2.94,0.57
HTTP Connection Overhead (ms),0.32,0.00,5.58,79.12,0.00,0.00,0.00,0.00,0.00,0.63,0.72,1.65,2.94,0.66
