Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),70.27,0.00,4377.45,,,,,,54.49,,147.53,165.98,196.36,53.02
Active Decode Throughput Per User (tokens/sec/user),6.35,0.00,1032.49,,,,,,5.32,,12.10,13.03,14.12,6.14
Active Prefill Throughput (tokens/sec),6259.10,315.82,33347.50,,,,,,5801.21,,8155.51,12353.32,22932.37,3723.04
Active Prefill Throughput Per User (tokens/sec/user),273.94,188.15,9323.58,,,,,,225.84,,309.52,425.98,1034.64,265.22
Active Total Throughput (tokens/sec),6227.08,5.10,33347.50,,,,,,5866.18,,8206.77,12382.05,22938.37,3771.00
Credit Drop Latency (ms),9.48,0.96,25.37,37.90,1.00,1.14,1.31,1.83,5.78,13.43,20.60,22.98,24.90,9.74
Credit-to-Start Latency (ms),6.36,0.74,94.22,833.04,0.93,1.18,1.23,1.48,1.65,4.64,14.49,24.87,64.72,12.77
E2E Output Token Throughput (tokens/sec/user),1.64,0.01,6.54,215.30,0.02,0.04,0.20,0.44,1.25,2.20,3.82,5.66,6.35,1.62
Effective Concurrency,34.28,1.00,41.00,,,,,,39.00,,41.00,41.00,41.00,9.70
Effective Decode Concurrency,10.58,0.00,17.00,,,,,,11.00,,14.00,14.00,16.00,2.77
Effective Decode Throughput (tokens/sec),69.77,0.00,4377.45,,,,,,54.37,,147.51,165.98,196.36,53.16
Effective Decode Throughput Per User (tokens/sec/user),6.31,0.00,1032.49,,,,,,5.32,,12.10,12.96,14.11,6.15
Effective Latency (CO-aware) (ms),477637.03,99480.60,1660173.04,62570450.99,131076.99,171848.17,253863.37,364550.45,436774.55,528938.89,672035.37,972807.29,1316638.29,230769.55
Effective Prefill Concurrency,23.69,0.00,36.00,,,,,,27.00,,30.00,31.00,33.00,7.99
Effective Prefill Throughput (tokens/sec),6153.33,0.00,33347.50,,,,,,5747.28,,8155.51,12353.32,22932.37,3778.57
Effective Prefill Throughput Per User (tokens/sec/user),269.31,0.00,9323.58,,,,,,225.64,,309.52,425.98,1034.64,265.33
Effective Total Throughput (tokens/sec),6227.08,5.10,33347.50,,,,,,5866.18,,8206.77,12382.05,22938.37,3771.00
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1028.65,5.00,10571.00,134753.00,6.90,13.50,60.00,163.50,414.00,1101.00,2696.00,4431.00,7370.70,1653.52
HTTP Chunks Sent,1.00,1.00,1.00,131.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.93,0.00,7.03,121.68,0.00,0.00,0.00,0.67,1.05,1.16,1.33,1.35,3.97,0.82
HTTP Connection Overhead (ms),1.27,0.00,10.09,167.01,0.00,0.00,0.00,0.67,1.49,1.66,1.85,1.93,6.65,1.23
HTTP Connection Reused (ratio),0.21,0.00,1.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.40
HTTP Data Received (KB),255.79,1.84,2635.79,33508.09,2.32,3.97,15.55,41.33,103.47,273.45,665.54,1097.33,1820.63,410.19
