Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),128.51,0.00,64759.61,,,,,,117.16,,180.33,208.83,601.76,125.41
Active Decode Throughput Per User (tokens/sec/user),13.13,0.00,16189.90,,,,,,11.79,,15.56,18.04,61.92,31.54
Active Prefill Throughput (tokens/sec),23681.03,808.82,404204.75,,,,,,12705.98,,63842.31,87270.83,186364.37,33798.28
Active Prefill Throughput Per User (tokens/sec/user),15223.87,808.82,320334.86,,,,,,4552.08,,48782.15,77295.79,147879.80,28795.55
Active Total Throughput (tokens/sec),15801.17,12.46,404228.71,,,,,,7474.46,,34606.96,75460.84,159152.20,29685.21
Credit Drop Latency (ms),5.13,1.04,22.60,51.31,1.05,1.11,1.18,1.46,3.06,4.84,9.50,16.05,21.29,6.18
Credit-to-Start Latency (ms),1.63,0.53,69.46,553.21,0.59,0.68,0.71,0.79,0.90,1.11,1.64,2.92,17.31,4.73
E2E Output Token Throughput (tokens/sec/user),10.14,0.16,26.47,3445.93,0.35,1.27,3.51,7.87,10.96,13.06,13.82,15.24,19.59,4.22
Effective Concurrency,12.07,1.00,16.00,,,,,,12.00,,15.00,15.00,16.00,2.64
Effective Decode Concurrency,10.38,0.00,15.00,,,,,,11.00,,13.00,14.00,14.00,2.35
Effective Decode Throughput (tokens/sec),128.47,0.00,64759.61,,,,,,117.15,,179.93,208.83,601.55,125.41
Effective Decode Throughput Per User (tokens/sec/user),13.13,0.00,16189.90,,,,,,11.79,,15.56,18.04,61.91,31.53
Effective Latency (CO-aware) (ms),64891.40,598.53,459976.94,22063074.40,1132.20,1841.37,5567.29,18531.00,44683.15,85296.50,132827.74,204745.39,362401.62,71136.97
Effective Prefill Concurrency,1.70,0.00,8.00,,,,,,1.00,,4.00,5.00,7.00,1.75
Effective Prefill Throughput (tokens/sec),15670.16,0.00,404204.75,,,,,,7355.05,,34514.46,75290.00,159044.76,29688.85
Effective Prefill Throughput Per User (tokens/sec/user),10073.90,0.00,320334.86,,,,,,2904.23,,21711.41,64912.35,132013.21,24506.44
Effective Total Throughput (tokens/sec),15801.17,12.46,404228.71,,,,,,7474.46,,34606.96,75460.84,159152.20,29685.21
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,704.68,5.00,5531.00,239590.00,6.00,10.00,12.90,153.50,442.50,958.25,1430.90,2673.15,4447.97,865.54
HTTP Chunks Sent,1.00,1.00,1.00,340.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.38,0.00,1.88,128.85,0.00,0.00,0.00,0.00,0.40,0.60,0.73,0.81,1.10,0.29
HTTP Connection Overhead (ms),0.45,0.00,2.63,154.26,0.00,0.00,0.00,0.00,0.40,0.69,1.02,1.17,1.62,0.41
HTTP Connection Reused (ratio),0.29,0.00,1.00,97.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),175.57,1.85,1377.26,59692.62,2.09,3.08,3.80,38.78,110.85,238.77,354.14,661.03,1101.57,214.69
HTTP Data Sent (KB),327.71,1.36,736.53,111420.06,1.87,126.20,156.89,197.25,336.45,446.04,506.88,542.22,730.33,148.79
HTTP DNS Lookup (ms),0.07,0.00,0.75,25.41,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.37,0.51,0.15
HTTP Duration (excl. conn) (ms),64889.70,595.25,459975.94,22062496.33,1130.81,1834.78,5566.50,18529.79,44682.44,85294.18,132826.78,204743.64,362400.56,71136.93
HTTP Receiving (ms),55769.48,180.83,457441.18,18961623.08,301.54,599.55,950.12,10735.12,34177.05,72584.62,123031.52,201534.69,360391.05,70354.63
HTTP Sending (ms),0.56,0.11,2.07,190.04,0.12,0.13,0.15,0.21,0.56,0.77,0.94,1.03,1.43,0.32
HTTP Total Time (ms),64890.15,596.41,459976.80,22062650.59,1131.19,1834.82,5567.34,18530.03,44682.82,85294.18,132827.56,204743.69,362400.56,71136.95
HTTP Waiting (TTFB) (ms),9119.66,153.25,66629.81,3100683.20,247.48,493.13,627.60,1002.43,2567.47,13314.82,27357.03,34650.97,53935.96,12329.81
Input Sequence Length (tokens),84221.78,431.00,191382.00,28635405.00,456.79,32670.55,40417.00,50655.25,87033.50,114185.25,129782.00,139300.65,189055.05,38176.90
Inter Chunk Latency (ms),85.87,0.00,6369.35,18958528.95,0.85,1.39,2.96,66.36,68.62,70.87,136.98,139.54,491.18,137.33
Inter Token Latency (ms),78.60,28.99,882.90,26723.98,39.37,59.45,63.60,69.81,73.80,81.49,92.41,103.45,125.28,45.66
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),705.14,6.00,5533.00,239748.00,6.00,10.00,12.90,153.50,442.50,959.25,1432.80,2674.15,4450.36,866.08
Output Token Count (tokens),705.14,6.00,5533.00,239748.00,6.00,10.00,12.90,153.50,442.50,959.25,1432.80,2674.15,4450.36,866.08
Output Token Throughput Per User (tokens/sec/user),13.51,1.13,34.50,4593.69,7.99,9.67,10.82,12.27,13.55,14.32,15.72,16.82,25.41,2.79
Prefill Throughput Per User (tokens/sec/user),48138.73,25.78,320335.09,16367167.10,948.97,1864.80,2400.65,5897.18,23736.66,76229.25,133754.62,156472.15,208546.87,53733.09
Request Latency (ms),64880.68,595.33,459976.01,22059429.65,1130.88,1834.83,5566.57,18529.83,44682.50,85294.25,132826.84,204743.76,362400.63,71129.93
Requested OSL (tokens),705.14,6.00,5533.00,239748.00,6.00,10.00,12.90,153.50,442.50,959.25,1432.80,2674.15,4450.36,866.08
Time to First Output Token (ms),9120.30,153.48,66630.51,3100900.71,248.09,493.71,628.46,1003.33,2568.22,13315.56,27357.90,34651.27,53936.65,12329.81
Time to First Token (ms),9120.30,153.48,66630.51,3100900.71,248.09,493.71,628.46,1003.33,2568.22,13315.56,27357.90,34651.27,53936.65,12329.81
Time to Second Token (ms),85.02,0.06,1439.33,28905.25,0.17,0.30,5.23,28.71,42.07,69.35,186.83,310.76,799.04,157.30
Tokens In Flight (tokens),1198312.21,48771.17,1723897.84,,,,,,1247634.06,,1516918.51,1590128.59,1658345.97,285079.54
Usage Completion Tokens (tokens),705.14,6.00,5533.00,239748.00,6.00,10.00,12.90,153.50,442.50,959.25,1432.80,2674.15,4450.36,866.08
