Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),222.61,0.00,18460.52,,,,,,233.53,,323.17,352.44,410.81,98.61
Active Decode Throughput Per User (tokens/sec/user),9.37,0.00,3076.75,,,,,,8.49,,11.74,12.68,29.63,14.72
Active Prefill Throughput (tokens/sec),27867.94,685.51,436443.49,,,,,,25451.06,,40764.96,48282.90,84555.40,20126.82
Active Prefill Throughput Per User (tokens/sec/user),5771.40,685.51,219874.47,,,,,,3171.37,,8465.32,10715.94,75734.84,12417.38
Active Total Throughput (tokens/sec),27455.55,12.78,436482.11,,,,,,25450.56,,40767.55,47954.41,84211.09,20334.30
Credit Drop Latency (ms),13.74,1.07,51.22,371.04,1.26,1.89,2.12,4.41,11.60,15.76,29.84,44.22,50.41,12.72
Credit-to-Start Latency (ms),3.31,0.88,92.43,2107.40,0.97,1.12,1.17,1.25,1.44,1.69,2.59,12.12,43.87,8.16
E2E Output Token Throughput (tokens/sec/user),5.80,0.19,16.54,3688.97,0.29,0.80,1.96,3.89,5.97,7.58,8.95,11.07,11.98,2.76
Effective Concurrency,32.67,1.00,48.00,,,,,,34.00,,39.00,40.00,46.00,7.57
Effective Decode Concurrency,25.62,0.00,36.00,,,,,,28.00,,31.00,31.00,33.00,6.47
Effective Decode Throughput (tokens/sec),222.52,0.00,18460.52,,,,,,233.53,,323.17,352.44,410.81,98.69
Effective Decode Throughput Per User (tokens/sec/user),9.36,0.00,3076.75,,,,,,8.49,,11.74,12.67,29.63,14.72
Effective Latency (CO-aware) (ms),93857.86,735.30,1136809.58,59693596.28,7017.95,16195.73,22030.99,35029.24,55935.27,106358.80,199997.02,293041.40,616566.36,112892.61
Effective Prefill Concurrency,7.05,0.00,18.00,,,,,,7.00,,11.00,13.00,15.00,3.41
Effective Prefill Throughput (tokens/sec),27224.98,0.00,436443.49,,,,,,25183.00,,40554.54,47734.46,83888.53,20328.49
Effective Prefill Throughput Per User (tokens/sec/user),5638.25,0.00,219874.47,,,,,,3140.78,,8367.59,10550.43,74371.47,12303.85
Effective Total Throughput (tokens/sec),27455.55,12.78,436482.11,,,,,,25450.56,,40767.55,47954.41,84211.09,20334.30
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,663.18,5.00,10570.00,421782.00,6.00,15.00,64.00,137.00,302.50,762.50,1508.00,2474.00,5895.80,1032.61
HTTP Chunks Sent,1.00,1.00,1.00,636.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.57,0.00,8.68,364.06,0.00,0.00,0.00,0.00,0.63,0.73,1.11,1.18,3.68,0.78
HTTP Connection Overhead (ms),0.67,0.00,8.68,426.23,0.00,0.00,0.00,0.00,0.63,0.73,1.57,1.67,3.68,0.87
HTTP Connection Reused (ratio),0.37,0.00,1.00,236.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),165.32,1.84,2629.21,105144.70,2.10,4.34,16.55,34.67,75.98,190.03,374.98,613.28,1466.41,256.36
HTTP Data Sent (KB),303.62,1.36,751.17,193099.19,1.73,93.73,129.99,188.66,272.27,419.42,508.27,597.40,733.12,156.07
HTTP DNS Lookup (ms),0.10,0.00,0.68,62.17,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.49,0.54,0.19
HTTP Duration (excl. conn) (ms),93854.43,725.36,1136796.52,59691419.29,6957.18,16182.13,22029.69,35000.33,55933.81,106357.16,199995.46,293039.56,616561.85,112892.37
HTTP Receiving (ms),73590.24,242.62,1136238.98,46803393.06,416.94,1408.91,6215.22,15026.06,34633.72,86168.22,174815.85,280924.72,610497.39,113418.92
HTTP Sending (ms),0.84,0.18,8.83,534.89,0.21,0.22,0.23,0.26,0.90,1.03,1.39,1.51,3.76,0.78
HTTP Total Time (ms),93855.10,727.03,1136798.31,59691845.52,6958.49,16182.13,22030.47,35001.04,55934.43,106357.70,199996.12,293039.71,616562.90,112892.44
HTTP Waiting (TTFB) (ms),20263.35,242.98,54890.19,12887491.34,533.50,1166.20,4983.31,10373.94,19557.97,29798.62,35627.35,40388.95,47835.14,12040.54
Input Sequence Length (tokens),78202.78,430.00,195062.00,49736967.00,434.00,23920.00,33649.00,48419.50,69529.00,107942.00,131187.50,154439.25,190529.90,40271.97
Inter Chunk Latency (ms),118.12,0.00,8085.79,46799414.97,2.74,59.79,66.89,72.33,74.41,77.42,151.13,428.04,962.80,166.21
Inter Token Latency (ms),112.54,43.41,738.05,71576.14,62.94,75.19,80.77,89.27,104.41,125.85,146.22,166.47,235.40,43.02
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),663.31,5.00,10571.00,421864.00,6.00,15.00,64.00,137.00,302.50,762.50,1508.00,2474.00,5895.80,1032.63
Output Token Count (tokens),663.31,5.00,10571.00,421864.00,6.00,15.00,64.00,137.00,302.50,762.50,1508.00,2474.00,5895.80,1032.63
Output Token Throughput Per User (tokens/sec/user),9.60,1.35,23.04,6104.74,4.25,6.01,6.84,7.95,9.58,11.20,12.38,13.30,15.89,2.42
Prefill Throughput Per User (tokens/sec/user),11511.51,14.64,219874.33,7321318.03,34.60,1003.62,1337.90,2166.70,3764.26,7374.53,15486.82,59733.86,169261.30,27335.94
Request Latency (ms),93848.30,725.51,1136796.65,59687515.74,6957.30,16182.23,22029.80,35000.47,55933.92,106357.28,199995.57,293039.67,616561.97,112887.91
Requested OSL (tokens),663.31,5.00,10571.00,421864.00,6.00,15.00,64.00,137.00,302.50,762.50,1508.00,2474.00,5895.80,1032.63
Time to First Output Token (ms),20264.31,243.41,54891.46,12888100.77,534.34,1167.61,4984.37,10374.92,19558.71,29800.05,35628.28,40390.23,47835.97,12040.46
Time to First Token (ms),20264.31,243.41,54891.46,12888100.77,534.34,1167.61,4984.37,10374.92,19558.71,29800.05,35628.28,40390.23,47835.97,12040.46
Time to Second Token (ms),108.94,0.00,1217.43,69284.68,0.55,0.89,1.01,1.59,19.62,98.63,374.83,546.16,779.49,195.81
Tokens In Flight (tokens),2856297.00,36617.00,3804862.46,,,,,,3033074.58,,3468624.99,3564537.33,3721402.20,710100.06
Usage Completion Tokens (tokens),663.31,5.00,10571.00,421864.00,6.00,15.00,64.00,137.00,302.50,762.50,1508.00,2474.00,5895.80,1032.63
Usage Prompt Tokens (tokens),78202.78,430.00,195062.00,49736967.00,434.00,23920.00,33649.00,48419.50,69529.00,107942.00,131187.50,154439.25,190529.90,40271.97
Usage Total Tokens (tokens),78866.09,440.00,196314.00,50158831.00,454.35,24721.50,33837.00,48998.50,69929.00,109086.00,131457.00,154574.50,191889.25,40455.38

Metric,Value
Benchmark Duration (sec),1826.89
Input Token Throughput (tokens/sec),27224.98
Maximum Response Timestamp (ns),1780548703208535552.00
Minimum Request Timestamp (ns),1780546876321399552.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),230.92
Request Count,636.00
Request Throughput (requests/sec),0.35
Theoretical Prefix Cache Hit (%),94.25
Total Input Sequence Length (tokens),49736967.00
Total Output Sequence Length (tokens),421864.00
Total Output Tokens (tokens),421864.00
Total Token Throughput (tokens/sec),27455.90
Total Usage Completion Tokens (tokens),421864.00
Total Usage Prompt Tokens (tokens),49736967.00
Total Usage Total Tokens (tokens),50158831.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
