Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),219.55,0.00,3468.34,,,,,,203.14,,356.08,392.26,491.43,105.44
Active Decode Throughput Per User (tokens/sec/user),80.69,0.00,1908.06,,,,,,87.26,,101.86,109.79,174.37,30.83
Active Prefill Throughput (tokens/sec),19854.29,3251.31,209332.14,,,,,,17938.05,,31783.61,36580.58,65086.60,11660.35
Active Prefill Throughput Per User (tokens/sec/user),4716.09,690.90,141950.64,,,,,,2838.20,,7563.05,12984.48,35714.02,7872.62
Active Total Throughput (tokens/sec),19544.29,114.78,209332.14,,,,,,17866.75,,31749.13,36580.58,65271.75,11926.09
Credit Drop Latency (ms),16.94,1.97,123.09,237.20,1.98,2.03,2.08,2.24,3.29,14.86,37.68,73.34,113.14,31.65
Credit-to-Start Latency (ms),2.38,0.66,123.46,914.19,0.76,0.86,0.94,1.10,1.29,1.50,1.84,3.23,23.80,8.35
E2E Output Token Throughput (tokens/sec/user),24.55,0.09,112.93,9427.63,0.21,0.52,1.74,7.51,17.17,39.33,57.12,66.85,84.25,21.57
Effective Concurrency,8.67,1.00,13.00,,,,,,9.00,,11.00,12.00,13.00,2.16
Effective Decode Concurrency,2.70,0.00,7.00,,,,,,3.00,,4.00,5.00,6.00,1.26
Effective Decode Throughput (tokens/sec),214.07,0.00,3468.34,,,,,,200.15,,355.67,389.81,491.40,108.67
Effective Decode Throughput Per User (tokens/sec/user),78.25,0.00,1908.06,,,,,,87.21,,101.85,109.36,172.92,33.36
Effective Latency (CO-aware) (ms),41175.89,263.39,200459.65,15811542.03,2328.89,6341.23,11447.50,19670.34,34449.86,58285.85,77155.61,96523.19,122134.14,28627.06
Effective Prefill Concurrency,5.97,0.00,12.00,,,,,,6.00,,9.00,10.00,11.00,2.55
Effective Prefill Throughput (tokens/sec),19327.64,0.00,209332.14,,,,,,17616.29,,31534.07,36580.58,65086.60,11938.85
Effective Prefill Throughput Per User (tokens/sec/user),4590.99,0.00,141950.64,,,,,,2783.89,,7302.10,12367.75,35304.58,7804.39
Effective Total Throughput (tokens/sec),19544.29,114.78,209332.14,,,,,,17866.75,,31749.13,36580.58,65271.75,11926.09
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.91,2.00,655.00,20319.00,2.00,2.00,2.00,11.00,31.50,55.25,126.70,190.10,420.74,76.83
HTTP Chunks Sent,1.00,1.00,1.00,384.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.34,0.00,0.95,130.47,0.00,0.00,0.00,0.00,0.38,0.53,0.68,0.80,0.89,0.27
