Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),148.27,0.00,7131.51,,,,,,135.39,,193.60,211.04,711.07,125.56
Active Decode Throughput Per User (tokens/sec/user),12.80,0.00,1955.64,,,,,,11.67,,14.91,15.54,53.82,19.11
Active Prefill Throughput (tokens/sec),13201.62,530.49,244875.45,,,,,,12468.64,,17690.17,19427.84,46214.80,10757.52
Active Prefill Throughput Per User (tokens/sec/user),1314.86,478.41,132106.25,,,,,,711.41,,1468.78,1757.30,8941.52,5446.37
Active Total Throughput (tokens/sec),13215.35,9.06,244925.17,,,,,,12658.65,,17835.61,19504.85,46386.98,10789.59
Credit Drop Latency (ms),7.48,1.03,19.46,59.87,1.09,1.34,1.65,2.52,6.39,9.23,15.99,17.72,19.11,6.03
Credit-to-Start Latency (ms),3.32,0.85,94.83,1002.40,1.01,1.17,1.22,1.35,1.53,1.77,5.50,10.04,35.79,8.25
E2E Output Token Throughput (tokens/sec/user),4.85,0.05,16.94,1465.60,0.07,0.18,0.75,1.82,4.23,6.68,9.83,13.32,14.92,3.75
Effective Concurrency,26.72,1.00,33.00,,,,,,29.00,,31.00,32.00,33.00,6.32
Effective Decode Concurrency,12.01,0.00,17.00,,,,,,12.00,,15.00,15.00,16.00,2.63
Effective Decode Throughput (tokens/sec),148.17,0.00,7131.51,,,,,,135.39,,193.50,211.04,710.87,125.58
Effective Decode Throughput Per User (tokens/sec/user),12.80,0.00,1955.64,,,,,,11.67,,14.91,15.54,53.81,19.11
Effective Latency (CO-aware) (ms),161776.53,1797.32,820516.34,48856511.18,10382.52,48497.91,76148.34,100646.36,142494.31,195480.60,268602.40,344017.81,504430.82,99650.89
Effective Prefill Concurrency,14.71,0.00,24.00,,,,,,16.00,,20.00,21.00,22.00,5.15
Effective Prefill Throughput (tokens/sec),13063.69,0.00,244875.45,,,,,,12468.54,,17690.17,19393.72,46214.80,10785.04
Effective Prefill Throughput Per User (tokens/sec/user),1301.12,0.00,132106.25,,,,,,711.12,,1467.71,1757.30,8941.52,5419.49
Effective Total Throughput (tokens/sec),13215.35,9.06,244925.17,,,,,,12658.65,,17835.61,19504.85,46386.98,10789.59
