Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),9.74,0.00,158.78,,,,,,7.48,,15.11,31.92,55.57,9.28
Active Decode Throughput Per User (tokens/sec/user),1.08,0.00,82.61,,,,,,0.74,,1.77,3.19,5.44,1.94
Active Prefill Throughput (tokens/sec),5309.85,79.82,39292.57,,,,,,4144.96,,9978.61,15717.25,34916.96,5808.43
Active Prefill Throughput Per User (tokens/sec/user),242.54,66.98,5790.93,,,,,,193.80,,311.83,449.06,1865.89,307.33
Active Total Throughput (tokens/sec),5085.75,1.25,39292.57,,,,,,4138.60,,9986.23,13900.83,34917.95,5780.80
Credit Drop Latency (ms),880.88,22.51,3615.42,7047.00,29.80,58.95,95.39,191.66,522.87,800.28,2088.77,2852.09,3462.76,1111.22
Credit-to-Start Latency (ms),149.74,1.38,3615.93,11530.25,1.39,1.53,1.68,2.12,33.27,108.09,278.80,557.65,1958.45,447.87
E2E Output Token Throughput (tokens/sec/user),0.31,0.03,0.94,23.80,0.03,0.04,0.05,0.15,0.25,0.42,0.62,0.80,0.90,0.23
Effective Concurrency,30.43,1.00,43.00,,,,,,34.00,,42.00,42.00,42.00,11.50
Effective Decode Concurrency,11.14,0.00,20.00,,,,,,11.00,,16.00,16.00,19.00,4.13
Effective Decode Throughput (tokens/sec),9.59,0.00,158.78,,,,,,7.46,,15.08,31.90,55.54,9.29
Effective Decode Throughput Per User (tokens/sec/user),1.06,0.00,82.61,,,,,,0.74,,1.76,3.18,5.43,1.93
Effective Latency (CO-aware) (ms),715520.29,67487.53,1756005.14,55095062.38,85632.71,252803.44,461810.46,562196.88,659812.94,791883.45,1160178.93,1280636.28,1681025.33,308583.93
Effective Prefill Concurrency,19.29,0.00,38.00,,,,,,21.00,,32.00,33.00,35.00,9.10
Effective Prefill Throughput (tokens/sec),5074.78,0.00,39292.57,,,,,,4125.14,,9978.61,13893.73,34916.96,5782.49
Effective Prefill Throughput Per User (tokens/sec/user),231.80,0.00,5790.93,,,,,,192.81,,311.83,408.64,1784.19,304.56
Effective Total Throughput (tokens/sec),5085.75,1.25,39292.57,,,,,,4138.60,,9986.23,13900.83,34917.95,5780.80
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,259.09,10.00,1557.00,19950.00,10.76,20.40,24.00,97.00,144.00,266.00,631.00,905.40,1509.88,326.60
HTTP Chunks Sent,1.00,1.00,1.00,77.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.91,0.00,3.56,70.30,0.00,0.00,0.00,0.70,1.09,1.19,1.26,1.34,1.96,0.52
HTTP Connection Overhead (ms),1.20,0.00,3.56,92.43,0.00,0.00,0.00,0.70,1.54,1.69,1.82,1.95,2.44,0.70
HTTP Connection Reused (ratio),0.14,0.00,1.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.35
HTTP Data Received (KB),64.06,3.06,382.11,4932.63,3.22,5.61,6.47,24.43,35.98,65.79,154.91,222.61,369.73,79.97
HTTP Data Sent (KB),470.63,1.49,1024.80,36238.71,1.79,121.94,206.18,289.17,442.23,623.03,868.15,912.31,1024.65,252.80
HTTP DNS Lookup (ms),0.29,0.00,0.65,22.13,0.00,0.00,0.00,0.00,0.44,0.50,0.55,0.62,0.63,0.25
HTTP Duration (excl. conn) (ms),715370.43,67464.91,1755840.15,55083522.79,85558.96,252710.40,461270.31,562195.06,659809.57,791880.32,1160040.70,1280456.20,1680903.47,308621.85
HTTP Receiving (ms),261810.56,852.18,1532121.50,20159412.74,1678.78,8297.67,22413.65,61558.65,125275.13,301319.03,622464.48,1036004.14,1520069.61,338897.44
HTTP Sending (ms),1.20,0.23,3.82,92.36,0.26,0.28,0.31,1.00,1.36,1.48,1.59,1.67,2.29,0.52
HTTP Total Time (ms),715371.63,67466.85,1755841.84,55083615.22,85560.84,252712.10,461272.07,562195.06,659809.57,791881.94,1160041.38,1280457.16,1680905.11,308621.75
HTTP Waiting (TTFB) (ms),453558.67,26967.62,701012.08,34924017.69,39876.63,44906.07,74487.51,364125.70,535823.15,598743.20,638192.00,655459.40,697190.04,203412.14
Input Sequence Length (tokens),119296.05,431.00,260223.00,9185796.00,434.80,30875.40,52544.80,73616.00,111296.00,158346.00,220448.40,232743.00,260167.52,64094.08
Inter Chunk Latency (ms),1015.31,19.32,3923.85,20159072.14,33.78,36.91,37.39,288.13,863.07,1557.65,2293.97,2750.77,3416.10,880.30
Inter Token Latency (ms),965.97,38.74,1593.14,74379.38,73.39,403.92,534.54,790.01,969.09,1224.68,1427.82,1461.50,1586.56,339.90
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),259.09,10.00,1557.00,19950.00,10.76,20.40,24.00,97.00,144.00,266.00,631.00,905.40,1509.88,326.60
Output Token Count (tokens),259.09,10.00,1557.00,19950.00,10.76,20.40,24.00,97.00,144.00,266.00,631.00,905.40,1509.88,326.60
Output Token Throughput Per User (tokens/sec/user),1.60,0.63,25.82,123.36,0.63,0.68,0.70,0.82,1.03,1.27,1.88,2.48,15.21,3.07
Prefill Throughput Per User (tokens/sec/user),624.31,0.74,5790.93,48071.53,0.84,57.31,90.27,134.59,214.74,501.52,1559.97,3092.74,5187.94,1059.82
Request Latency (ms),715370.55,67465.05,1755840.26,55083532.13,85559.11,252710.55,461270.44,562195.17,659809.71,791880.42,1160040.80,1280456.33,1680903.61,308621.85
Requested OSL (tokens),259.09,10.00,1557.00,19950.00,10.76,20.40,24.00,97.00,144.00,266.00,631.00,905.40,1509.88,326.60
Time to First Output Token (ms),453564.42,27309.76,701013.17,34924459.99,39959.97,44907.82,74489.28,364127.34,535823.88,598744.71,638192.80,655459.98,697191.11,203402.67
Time to First Token (ms),453564.42,27309.76,701013.17,34924459.99,39959.97,44907.82,74489.28,364127.34,535823.88,598744.71,638192.80,655459.98,697191.11,203402.67
Time to Second Token (ms),286.83,35.50,453.67,22085.69,35.71,36.40,37.07,286.81,313.15,351.74,366.65,379.74,413.05,107.38
Tokens In Flight (tokens),3778478.58,71883.44,5521676.05,,,,,,4478956.47,,5368900.98,5375895.95,5461546.09,1588766.17
