Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),240.83,0.00,73579.31,,,,,,251.36,,366.69,409.08,477.39,109.45
Active Decode Throughput Per User (tokens/sec/user),25.52,0.00,36789.66,,,,,,25.77,,35.62,39.70,60.06,14.20
Active Prefill Throughput (tokens/sec),52010.94,432.05,413912.51,,,,,,34755.37,,103061.82,157390.68,199651.05,47805.98
Active Prefill Throughput Per User (tokens/sec/user),37225.19,432.05,203325.08,,,,,,17903.30,,86533.86,92836.46,188890.78,42129.02
Active Total Throughput (tokens/sec),25207.51,27.58,413967.38,,,,,,397.62,,83792.35,99657.12,189258.07,42089.64
Credit Drop Latency (ms),4.51,1.08,23.20,54.12,1.08,1.09,1.12,1.38,2.15,3.77,7.65,14.70,21.50,6.02
Credit-to-Start Latency (ms),1.29,0.49,50.47,622.24,0.51,0.57,0.63,0.73,0.84,1.02,1.24,2.12,9.56,3.03
E2E Output Token Throughput (tokens/sec/user),23.13,0.07,56.45,11147.47,0.99,3.57,7.29,16.79,24.80,30.30,33.87,38.49,50.75,10.64
Effective Concurrency,11.10,0.00,16.00,,,,,,11.00,,15.00,16.00,16.00,3.04
Effective Decode Concurrency,9.41,0.00,16.00,,,,,,10.00,,13.00,14.00,15.00,2.88
Effective Decode Throughput (tokens/sec),239.94,0.00,73579.31,,,,,,251.28,,366.68,409.07,477.38,110.13
Effective Decode Throughput Per User (tokens/sec/user),25.42,0.00,36789.66,,,,,,25.71,,35.49,39.70,60.05,14.26
Effective Latency (CO-aware) (ms),40849.54,511.25,471557.54,19689477.35,648.14,1293.80,1914.50,5983.32,19765.00,47068.82,110149.23,163612.75,276349.10,58348.77
Effective Prefill Concurrency,1.69,0.00,11.00,,,,,,0.00,,6.00,10.00,11.00,2.86
Effective Prefill Throughput (tokens/sec),24885.31,0.00,413912.51,,,,,,0.00,,83601.74,98285.76,188884.48,42053.71
Effective Prefill Throughput Per User (tokens/sec/user),17810.88,0.00,203325.08,,,,,,0.00,,75378.20,86279.33,179012.35,34568.60
Effective Total Throughput (tokens/sec),25128.19,0.00,413967.38,,,,,,397.62,,83792.35,98584.41,189167.02,42047.08
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,894.27,2.00,10446.00,431038.00,6.00,10.00,13.10,135.00,428.50,1093.00,2071.50,3380.05,5836.99,1316.65
HTTP Chunks Sent,1.00,1.00,1.00,482.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.31,0.00,1.02,151.60,0.00,0.00,0.00,0.00,0.36,0.45,0.64,0.71,0.88,0.24
HTTP Connection Overhead (ms),0.37,0.00,1.39,176.47,0.00,0.00,0.00,0.00,0.36,0.45,0.94,1.03,1.25,0.33
HTTP Connection Reused (ratio),0.31,0.00,1.00,149.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),219.89,1.09,2553.45,105986.88,2.06,3.04,3.81,33.64,105.91,268.24,509.17,829.18,1435.52,322.80
HTTP Data Sent (KB),362.01,1.55,1008.83,174488.00,2.00,128.88,156.09,197.27,353.71,469.41,580.81,770.37,975.47,201.40
HTTP DNS Lookup (ms),0.05,0.00,0.44,24.86,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.33,0.38,0.12
HTTP Duration (excl. conn) (ms),40848.18,501.65,471556.46,19688824.72,645.02,1292.95,1913.53,5980.60,19764.22,47067.68,110148.36,163612.07,276347.94,58348.84
HTTP Receiving (ms),34630.36,25.80,469540.77,16691832.32,119.72,255.56,429.89,4443.01,15375.86,41610.80,87951.98,149342.37,272869.31,54176.78
HTTP Sending (ms),0.47,0.07,1.33,227.83,0.10,0.11,0.12,0.17,0.49,0.64,0.79,0.90,1.12,0.26
HTTP Total Time (ms),40848.55,501.65,471556.87,19689001.19,645.10,1292.95,1913.53,5981.55,19764.42,47067.79,110148.65,163612.39,276348.95,58348.92
HTTP Waiting (TTFB) (ms),6217.35,118.31,101692.64,2996764.57,206.55,300.75,444.48,714.40,1340.39,2943.79,7884.13,39181.16,86848.57,17256.16
Input Sequence Length (tokens),91594.27,400.00,256171.00,44148437.00,466.81,32466.45,39761.70,49856.00,88979.00,118933.25,146968.60,195696.50,247736.33,51071.50
Inter Chunk Latency (ms),38.82,0.02,5327.82,16691228.22,13.97,18.25,19.36,23.61,25.20,26.71,29.29,33.01,372.13,167.69
Inter Token Latency (ms),40.84,14.39,710.03,19686.97,18.05,21.38,24.06,27.46,32.11,39.75,52.03,70.96,179.32,45.21
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),894.97,2.00,10455.00,431376.00,6.00,10.00,13.10,135.00,428.50,1093.00,2076.20,3381.95,5840.61,1317.64
Output Token Count (tokens),894.97,2.00,10455.00,431376.00,6.00,10.00,13.10,135.00,428.50,1093.00,2076.20,3381.95,5840.61,1317.64
Output Token Throughput Per User (tokens/sec/user),30.71,1.41,69.48,14799.90,5.58,14.09,19.22,25.16,31.14,36.41,41.56,46.77,55.43,9.92
Prefill Throughput Per User (tokens/sec/user),71592.20,395.62,203325.07,34507439.68,594.97,2374.38,8105.17,29874.12,68286.50,86719.17,173624.04,184039.51,199200.26,53696.86
Request Latency (ms),40848.25,501.71,471556.53,19688855.11,645.07,1293.01,1913.58,5980.68,19764.27,47067.76,110148.41,163612.11,276348.01,58348.84
Requested OSL (tokens),894.97,2.00,10455.00,431376.00,6.00,10.00,13.10,135.00,428.50,1093.00,2076.20,3381.95,5840.61,1317.64
Time to First Output Token (ms),6219.14,119.52,101693.38,2997626.89,206.72,301.39,444.67,715.17,1340.59,2944.74,7884.72,39181.90,86849.36,17256.07
Time to First Token (ms),6219.14,119.52,101693.38,2997626.89,206.72,301.39,444.67,715.17,1340.59,2944.74,7884.72,39181.90,86849.36,17256.07
Time to Second Token (ms),100.77,0.47,2374.01,48569.66,11.26,17.75,19.99,23.34,25.98,32.04,296.70,419.84,1791.80,268.65
Tokens In Flight (tokens),1344639.35,0.00,2053116.90,,,,,,1368747.30,,1837231.47,1979452.57,1990119.37,376969.45
Usage Completion Tokens (tokens),894.97,2.00,10455.00,431376.00,6.00,10.00,13.10,135.00,428.50,1093.00,2076.20,3381.95,5840.61,1317.64
Usage Prompt Tokens (tokens),91594.27,400.00,256171.00,44148437.00,466.81,32466.45,39761.70,49856.00,88979.00,118933.25,146968.60,195696.50,247736.33,51071.50
Usage Total Tokens (tokens),92489.24,421.00,257242.00,44579813.00,484.86,32924.80,40128.70,50772.00,88988.00,119358.25,147834.30,204123.95,249465.24,51567.51

Metric,Value
Benchmark Duration (sec),1774.08
Input Token Throughput (tokens/sec),24885.31
Maximum Response Timestamp (ns),1780469896814472960.00
Minimum Request Timestamp (ns),1780468122738276352.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),243.16
Request Count,482.00
Request Throughput (requests/sec),0.27
Theoretical Prefix Cache Hit (%),94.59
Total Input Sequence Length (tokens),44148437.00
Total Output Sequence Length (tokens),431376.00
Total Output Tokens (tokens),431376.00
Total Token Throughput (tokens/sec),25128.47
Total Usage Completion Tokens (tokens),431376.00
Total Usage Prompt Tokens (tokens),44148437.00
Total Usage Total Tokens (tokens),44579813.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
