Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),123.09,0.00,22365.44,,,,,,92.27,,186.47,243.11,266.77,68.50
Active Decode Throughput Per User (tokens/sec/user),72.82,0.00,22365.44,,,,,,80.71,,91.12,93.12,135.69,32.94
Active Prefill Throughput (tokens/sec),57126.97,652.87,238848.54,,,,,,58995.91,,93016.93,106226.56,158732.70,31587.06
Active Prefill Throughput Per User (tokens/sec/user),51018.71,652.87,202865.90,,,,,,55396.07,,86641.76,95458.54,110497.47,28934.44
Active Total Throughput (tokens/sec),17150.99,41.27,238848.54,,,,,,162.22,,65702.01,84851.08,114814.88,31286.56
Credit Drop Latency (ms),7.99,1.72,18.06,55.94,1.74,1.82,1.93,2.17,4.91,13.45,17.46,17.76,18.00,6.59
Credit-to-Start Latency (ms),2.01,0.85,88.40,723.35,1.04,1.12,1.17,1.29,1.51,1.75,2.00,2.19,10.48,4.89
E2E Output Token Throughput (tokens/sec/user),46.23,0.54,85.94,16643.62,2.93,4.13,5.81,27.37,54.36,66.26,74.35,77.12,80.03,24.89
Effective Concurrency,1.68,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.06
Effective Decode Concurrency,1.36,0.00,4.00,,,,,,1.00,,3.00,3.00,4.00,0.97
Effective Decode Throughput (tokens/sec),98.11,0.00,22365.44,,,,,,87.55,,180.55,230.86,264.90,78.41
Effective Decode Throughput Per User (tokens/sec/user),57.76,0.00,22365.44,,,,,,76.19,,90.16,92.26,125.77,41.60
Effective Latency (CO-aware) (ms),8463.71,319.17,123300.36,3046934.64,486.33,1059.83,1211.34,1788.21,3681.79,9181.01,18404.89,34574.23,70455.19,13889.83
Effective Prefill Concurrency,0.31,0.00,3.00,,,,,,0.00,,1.00,2.00,2.00,0.59
Effective Prefill Throughput (tokens/sec),14417.48,0.00,238848.54,,,,,,0.00,,63417.21,79011.15,110792.14,29454.53
Effective Prefill Throughput Per User (tokens/sec/user),12875.90,0.00,202865.90,,,,,,0.00,,60651.75,70241.67,98578.80,26503.07
Effective Total Throughput (tokens/sec),14516.11,0.00,238848.54,,,,,,153.32,,63554.13,79011.15,110915.07,29440.08
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,496.14,4.00,8701.00,178609.00,6.00,6.00,9.00,59.75,191.50,540.00,1154.70,2028.15,4051.35,910.09
HTTP Chunks Sent,1.00,1.00,1.00,360.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.40,0.00,1.23,144.65,0.00,0.00,0.00,0.00,0.60,0.67,0.72,1.01,1.15,0.36
HTTP Connection Overhead (ms),0.43,0.00,1.82,154.08,0.00,0.00,0.00,0.00,0.60,0.67,0.72,1.42,1.67,0.42
HTTP Connection Reused (ratio),0.42,0.00,1.00,153.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),122.21,1.58,2129.30,43994.67,2.06,2.07,2.80,15.24,47.46,133.26,283.25,498.41,994.15,222.71
HTTP Data Sent (KB),288.70,1.65,981.21,103930.35,1.99,80.43,106.36,195.26,294.23,381.61,418.13,460.18,547.35,134.31
HTTP DNS Lookup (ms),0.03,0.00,0.59,9.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.51,0.11
HTTP Duration (excl. conn) (ms),8461.59,318.18,123298.77,3046171.45,480.54,1058.00,1209.38,1786.54,3680.21,9179.55,18403.45,34572.65,70453.63,13890.07
HTTP Receiving (ms),6873.57,36.35,120483.55,2474486.94,58.67,65.33,95.52,706.94,2470.67,7075.90,15545.48,30422.60,67744.38,13180.60
HTTP Sending (ms),0.66,0.19,1.55,237.41,0.21,0.22,0.23,0.24,0.85,0.95,1.02,1.27,1.42,0.38
HTTP Total Time (ms),8462.02,318.18,123299.33,3046325.53,480.54,1058.03,1209.38,1786.80,3680.21,9180.02,18403.51,34573.35,70454.60,13890.14
HTTP Waiting (TTFB) (ms),1587.35,167.14,22210.19,571447.10,231.14,442.87,540.63,839.55,1116.53,1504.62,2193.66,3424.84,16570.51,2387.38
Input Sequence Length (tokens),72800.05,399.00,248730.00,26208019.00,462.00,20313.40,26672.80,49244.00,74450.50,95621.25,104664.00,117298.30,139484.06,33911.81
Inter Chunk Latency (ms),13.90,0.06,3764.06,2474483.79,6.63,10.78,11.05,11.42,11.82,12.88,13.83,14.41,23.15,45.84
Inter Token Latency (ms),13.96,8.87,188.81,5023.84,10.76,11.09,11.30,11.85,12.66,13.66,15.23,17.64,34.00,10.27
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),499.05,4.00,8749.00,179658.00,6.00,6.00,9.00,60.50,191.50,554.00,1156.70,2034.40,4072.69,915.79
Output Token Count (tokens),499.05,4.00,8749.00,179658.00,6.00,6.00,9.00,60.50,191.50,554.00,1156.70,2034.40,4072.69,915.79
Output Token Throughput Per User (tokens/sec/user),77.14,5.30,112.73,27769.31,29.50,56.67,65.65,73.22,78.96,84.39,88.50,90.17,92.93,11.86
Prefill Throughput Per User (tokens/sec/user),61901.54,610.98,202865.93,22284554.89,1841.58,13763.78,27004.49,47135.77,60862.93,77025.55,92919.26,102530.19,170648.22,29173.96
Request Latency (ms),8461.70,318.32,123298.86,3046211.28,480.65,1058.11,1209.49,1786.65,3680.31,9179.66,18403.55,34572.78,70453.74,13890.07
Requested OSL (tokens),499.05,4.00,8749.00,179658.00,6.00,6.00,9.00,60.50,191.50,554.00,1156.70,2034.40,4072.69,915.79
Time to First Output Token (ms),1588.13,167.52,22211.12,571727.49,231.46,443.30,540.97,840.08,1117.27,1505.58,2194.63,3425.84,16571.57,2387.43
Time to First Token (ms),1588.13,167.52,22211.12,571727.49,231.46,443.30,540.97,840.08,1117.27,1505.58,2194.63,3425.84,16571.57,2387.43
Time to Second Token (ms),24.74,0.24,976.81,8907.90,2.99,9.73,10.01,10.45,11.17,12.29,15.37,49.54,452.24,78.39
Tokens In Flight (tokens),148192.90,0.00,519888.97,,,,,,128065.31,,326195.28,386321.80,481951.33,115548.02
