Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),64.83,0.00,4969.44,,,,,,65.71,,115.27,136.58,160.95,40.40
Active Decode Throughput Per User (tokens/sec/user),6.02,0.00,828.24,,,,,,6.05,,9.78,10.47,11.76,3.28
Active Prefill Throughput (tokens/sec),6028.67,205.28,51165.89,,,,,,5449.08,,9236.06,13595.50,27886.35,5070.24
Active Prefill Throughput Per User (tokens/sec/user),215.03,145.63,9104.92,,,,,,162.28,,233.27,388.44,1179.60,320.74
Active Total Throughput (tokens/sec),6033.57,4.25,51165.89,,,,,,5533.17,,9293.48,13631.68,27896.42,5076.40
Credit Drop Latency (ms),2.31,0.66,6.08,13.86,0.67,0.70,0.75,0.90,1.63,2.81,4.55,5.32,5.93,1.87
Credit-to-Start Latency (ms),3.43,0.51,67.46,452.92,0.56,0.63,0.72,0.81,1.05,2.62,6.69,13.40,36.39,7.61
E2E Output Token Throughput (tokens/sec/user),1.43,0.01,6.19,189.00,0.02,0.04,0.17,0.37,0.94,1.95,3.63,5.09,6.04,1.51
Effective Concurrency,39.53,1.00,50.00,,,,,,46.00,,49.00,49.00,50.00,13.37
Effective Decode Concurrency,10.15,0.00,17.00,,,,,,11.00,,14.00,14.00,16.00,3.49
Effective Decode Throughput (tokens/sec),64.27,0.00,4969.44,,,,,,64.30,,114.99,136.58,160.95,40.66
Effective Decode Throughput Per User (tokens/sec/user),5.97,0.00,828.24,,,,,,6.02,,9.78,10.47,11.76,3.31
Effective Latency (CO-aware) (ms),546919.45,63957.38,1742003.90,72193367.33,102869.74,150834.66,216429.56,487807.42,549167.07,615645.18,746839.65,982719.72,1442079.77,249573.53
Effective Prefill Concurrency,29.38,0.00,41.00,,,,,,34.00,,38.00,39.00,40.00,10.47
Effective Prefill Throughput (tokens/sec),5964.95,0.00,51165.89,,,,,,5425.10,,9236.06,13595.50,27886.35,5080.92
Effective Prefill Throughput Per User (tokens/sec/user),212.76,0.00,9104.92,,,,,,162.09,,233.27,388.44,1129.86,319.80
Effective Total Throughput (tokens/sec),6033.57,4.25,51165.89,,,,,,5533.17,,9293.48,13631.68,27896.42,5076.40
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,950.32,5.00,10571.00,125442.00,6.93,13.55,83.80,157.00,364.50,901.75,2331.80,4022.35,7368.79,1619.86
HTTP Chunks Sent,1.00,1.00,1.00,132.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.50,0.00,1.15,65.74,0.00,0.00,0.00,0.36,0.57,0.70,0.82,0.96,1.10,0.30
HTTP Connection Overhead (ms),0.66,0.00,1.67,87.46,0.00,0.00,0.00,0.36,0.76,1.01,1.23,1.34,1.55,0.45
HTTP Connection Reused (ratio),0.19,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.39
HTTP Data Received (KB),236.68,1.84,2626.63,31241.79,2.32,3.98,21.48,39.65,91.25,225.02,580.73,999.10,1828.97,402.29
HTTP Data Sent (KB),320.24,9.12,747.18,42271.33,9.38,76.31,109.10,190.27,328.48,424.83,539.54,589.87,742.35,167.26
HTTP DNS Lookup (ms),0.16,0.00,0.52,21.72,0.00,0.00,0.00,0.00,0.09,0.32,0.39,0.42,0.49,0.17
HTTP Duration (excl. conn) (ms),546915.95,63952.88,1741999.34,72192904.96,102864.84,150832.92,216391.20,487805.05,549166.17,615644.25,746835.87,982716.54,1442074.02,249574.86
HTTP Receiving (ms),140397.89,248.92,1604874.66,18532521.86,361.35,4458.62,9051.96,26311.37,57686.05,133248.72,332315.20,528394.80,1043270.87,231265.37
