Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),70.29,0.00,19621.44,,,,,,63.46,,133.95,144.27,189.32,50.97
Active Decode Throughput Per User (tokens/sec/user),19.46,0.00,3924.29,,,,,,16.69,,36.15,40.65,48.41,12.61
Active Prefill Throughput (tokens/sec),5251.05,244.38,90951.35,,,,,,4725.59,,7330.84,10621.17,18522.66,4729.78
Active Prefill Throughput Per User (tokens/sec/user),219.33,119.53,35451.67,,,,,,152.61,,205.30,317.96,992.54,881.27
Active Total Throughput (tokens/sec),5278.32,10.86,90951.35,,,,,,4808.20,,7377.08,9465.82,18561.32,4728.79
Credit Drop Latency (ms),8.45,0.97,21.79,33.79,1.00,1.11,1.25,1.67,5.51,12.29,17.99,19.89,21.41,8.33
Credit-to-Start Latency (ms),7.28,0.72,91.01,794.06,1.11,1.18,1.23,1.43,1.73,7.14,16.03,32.01,65.10,13.85
E2E Output Token Throughput (tokens/sec/user),2.60,0.01,15.62,283.20,0.01,0.05,0.19,0.36,1.10,3.32,7.78,9.86,14.44,3.44
Effective Concurrency,33.71,1.00,41.00,,,,,,39.00,,41.00,41.00,41.00,10.67
Effective Decode Concurrency,3.63,0.00,8.00,,,,,,4.00,,5.00,5.00,6.00,1.15
Effective Decode Throughput (tokens/sec),70.15,0.00,19621.44,,,,,,63.46,,133.93,144.26,189.32,51.01
Effective Decode Throughput Per User (tokens/sec/user),19.42,0.00,3924.29,,,,,,16.68,,36.15,40.65,48.41,12.62
Effective Latency (CO-aware) (ms),555204.84,22205.80,1021610.53,60517327.08,28546.79,67250.34,132332.32,517612.84,570217.43,708778.20,823897.99,847666.78,946979.87,231442.10
Effective Prefill Concurrency,30.08,0.00,39.00,,,,,,35.00,,38.00,38.00,39.00,10.45
Effective Prefill Throughput (tokens/sec),5206.60,0.00,90951.35,,,,,,4725.59,,7330.84,9431.46,18522.66,4734.22
Effective Prefill Throughput Per User (tokens/sec/user),217.48,0.00,35451.67,,,,,,152.05,,205.30,267.81,992.54,877.77
Effective Total Throughput (tokens/sec),5278.32,10.86,90951.35,,,,,,4808.20,,7377.08,9465.82,18561.32,4728.79
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1180.08,4.00,10557.00,128629.00,6.24,12.80,90.60,198.00,550.00,1191.00,2973.20,5448.00,7401.04,1777.28
HTTP Chunks Sent,1.00,1.00,1.00,109.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.01,0.00,7.02,110.58,0.00,0.00,0.00,0.65,1.08,1.20,1.39,1.52,6.29,0.96
HTTP Connection Overhead (ms),1.38,0.00,10.75,150.20,0.00,0.00,0.00,0.65,1.53,1.73,2.02,2.14,6.87,1.35
HTTP Connection Reused (ratio),0.17,0.00,1.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.38
HTTP Data Received (KB),293.71,1.60,2625.97,32014.28,2.15,3.79,23.23,49.85,137.73,296.70,738.00,1353.29,1841.67,441.44
HTTP Data Sent (KB),332.59,9.12,747.18,36252.25,9.22,88.72,105.61,191.66,328.96,434.51,557.84,721.71,743.20,173.00
HTTP DNS Lookup (ms),0.36,0.00,4.17,39.62,0.00,0.00,0.00,0.00,0.45,0.53,0.59,0.68,2.15,0.49
HTTP Duration (excl. conn) (ms),555197.44,22199.38,1021608.55,60516520.46,28542.91,67239.23,132321.40,517611.14,570215.36,708769.91,823894.39,847665.22,946966.11,231446.84
HTTP Receiving (ms),59848.53,42.01,501973.10,6523489.68,173.63,2347.78,3554.21,11190.03,34119.27,66400.78,140080.77,249262.87,338943.94,81162.96
HTTP Sending (ms),1.31,0.16,7.25,142.98,0.23,0.26,0.28,0.92,1.37,1.50,1.75,1.87,6.70,0.99
HTTP Total Time (ms),555198.81,22201.41,1021609.34,60516670.66,28544.91,67240.98,132325.82,517612.93,570219.53,708770.61,823895.14,847665.68,946966.78,231446.32
HTTP Waiting (TTFB) (ms),495347.59,3453.17,814788.27,53992887.80,4187.90,28032.16,80501.74,474352.27,529313.90,624516.67,781690.31,803416.99,810962.74,226886.71
Input Sequence Length (tokens),85749.84,2351.00,194151.00,9346733.00,2358.20,22649.40,26974.20,50150.00,84775.00,111775.00,144016.00,186797.40,193106.68,44777.57
Inter Chunk Latency (ms),54.20,0.05,4152.00,6523230.13,20.68,23.01,23.69,25.87,30.79,32.97,42.52,63.19,923.03,153.70
Inter Token Latency (ms),70.70,10.50,514.25,7706.49,18.46,25.50,26.29,33.45,50.36,84.69,135.73,171.51,275.30,64.23
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1182.17,5.00,10571.00,128857.00,6.24,13.40,91.00,199.00,550.00,1193.00,2978.80,5452.60,7412.72,1779.45
Output Token Count (tokens),1182.17,5.00,10571.00,128857.00,6.24,13.40,91.00,199.00,550.00,1193.00,2978.80,5452.60,7412.72,1779.45
Output Token Throughput Per User (tokens/sec/user),21.88,1.94,95.24,2385.16,3.64,5.83,7.37,11.81,19.86,29.89,38.04,39.21,54.28,13.29
Prefill Throughput Per User (tokens/sec/user),1034.14,3.04,35451.67,112721.40,4.73,32.81,58.54,97.55,162.32,247.86,1445.44,2209.26,27331.47,4420.52
Request Latency (ms),555195.18,22199.54,1021608.67,60516274.41,28543.04,67239.36,132321.53,517611.25,570215.45,708770.02,823894.49,847665.33,946966.22,231446.47
Requested OSL (tokens),1182.17,5.00,10571.00,128857.00,6.24,13.40,91.00,199.00,550.00,1193.00,2978.80,5452.60,7412.72,1779.45
Time to First Output Token (ms),495349.03,3455.04,814789.25,53993044.28,4189.93,28033.90,80503.38,474353.76,529315.40,624518.25,781690.67,803417.77,810963.82,226886.36
Time to First Token (ms),495349.03,3455.04,814789.25,53993044.28,4189.93,28033.90,80503.38,474353.76,529315.40,624518.25,781690.67,803417.77,810963.82,226886.36
Time to Second Token (ms),77.22,0.12,307.98,8417.17,0.13,0.23,0.25,0.36,0.50,224.94,269.98,280.03,303.33,115.02
Tokens In Flight (tokens),2943150.79,116548.10,3612052.69,,,,,,3392181.00,,3540749.49,3563900.14,3572981.75,893831.54
Usage Completion Tokens (tokens),1182.17,5.00,10571.00,128857.00,6.24,13.40,91.00,199.00,550.00,1193.00,2978.80,5452.60,7412.72,1779.45
Usage Prompt Tokens (tokens),85749.84,2351.00,194151.00,9346733.00,2358.20,22649.40,26974.20,50150.00,84775.00,111775.00,144016.00,186797.40,193106.68,44777.57
Usage Total Tokens (tokens),86932.02,2363.00,194473.00,9475590.00,2435.68,23051.40,27515.20,50864.00,85139.00,113632.00,147756.00,188589.20,194007.84,45130.18

Metric,Value
Benchmark Duration (sec),1795.17
Input Token Throughput (tokens/sec),5206.60
Maximum Response Timestamp (ns),1780504547421610240.00
Minimum Request Timestamp (ns),1780502752251135488.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),71.78
Request Count,109.00
Request Throughput (requests/sec),0.06
Theoretical Prefix Cache Hit (%),95.90
Total Input Sequence Length (tokens),9346733.00
Total Output Sequence Length (tokens),128857.00
Total Output Tokens (tokens),128857.00
Total Token Throughput (tokens/sec),5278.38
Total Usage Completion Tokens (tokens),128857.00
Total Usage Prompt Tokens (tokens),9346733.00
Total Usage Total Tokens (tokens),9475590.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
