Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),265.52,0.00,60834.22,,,,,,264.20,,471.54,497.69,547.33,160.83
Active Decode Throughput Per User (tokens/sec/user),4.50,0.00,1502.23,,,,,,4.21,,6.55,7.13,12.43,8.82
Active Prefill Throughput (tokens/sec),27840.49,862.45,273974.62,,,,,,26015.49,,40147.69,47221.61,92903.06,15768.92
Active Prefill Throughput Per User (tokens/sec/user),3087.43,862.45,93368.17,,,,,,2233.51,,5313.66,7617.49,18223.36,3298.34
Active Total Throughput (tokens/sec),27696.99,4.00,273974.62,,,,,,26153.46,,40231.82,47191.85,92976.12,16032.66
Credit Drop Latency (ms),2.64,1.13,12.39,66.06,1.15,1.24,1.25,1.55,1.96,2.64,3.08,6.81,11.27,2.36
Credit-to-Start Latency (ms),1.27,0.56,19.09,991.78,0.64,0.71,0.76,0.83,0.96,1.22,2.02,2.69,5.68,1.20
E2E Output Token Throughput (tokens/sec/user),3.43,0.16,6.27,2671.61,0.35,0.89,1.57,2.45,3.50,4.51,5.04,5.34,5.83,1.33
Effective Concurrency,69.53,1.00,88.00,,,,,,76.00,,82.00,84.00,87.00,17.04
Effective Decode Concurrency,58.90,0.00,81.00,,,,,,64.00,,74.00,75.00,78.00,16.03
Effective Decode Throughput (tokens/sec),265.36,0.00,60834.22,,,,,,262.07,,471.54,497.69,547.33,160.91
Effective Decode Throughput Per User (tokens/sec/user),4.49,0.00,1502.23,,,,,,4.21,,6.55,7.13,12.42,8.82
Effective Latency (CO-aware) (ms),163055.72,4234.88,1561154.05,127183465.04,19109.86,30519.96,40051.19,61281.13,99499.89,198075.82,345700.10,491593.68,1024054.47,182724.96
Effective Prefill Concurrency,10.63,0.00,26.00,,,,,,11.00,,15.00,16.00,20.00,4.26
Effective Prefill Throughput (tokens/sec),27418.12,0.00,273974.62,,,,,,25857.57,,39862.33,46795.37,92903.06,16014.58
Effective Prefill Throughput Per User (tokens/sec/user),3040.59,0.00,93368.17,,,,,,2225.35,,5279.93,7617.49,18223.36,3294.91
