Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),94.89,0.00,56374.49,,,,,,90.45,,152.21,168.55,232.83,58.86
Active Decode Throughput Per User (tokens/sec/user),29.50,0.00,18791.50,,,,,,29.54,,42.23,48.11,70.18,19.55
Active Prefill Throughput (tokens/sec),9285.70,1227.24,260056.54,,,,,,8815.95,,12936.83,14143.66,16496.38,7026.07
Active Prefill Throughput Per User (tokens/sec/user),1138.13,484.71,182442.46,,,,,,785.87,,1330.55,1443.00,2382.75,5179.06
Active Total Throughput (tokens/sec),8854.98,33.73,260091.28,,,,,,8729.85,,12906.06,13808.20,15276.63,7154.74
Credit Drop Latency (ms),3.54,1.44,8.32,21.26,1.44,1.45,1.46,1.67,2.46,4.50,6.71,7.52,8.16,2.46
Credit-to-Start Latency (ms),1.75,0.50,43.07,316.93,0.54,0.60,0.65,0.76,0.90,1.25,2.14,5.41,16.48,3.94
E2E Output Token Throughput (tokens/sec/user),6.95,0.04,34.58,1257.28,0.07,0.12,0.58,2.27,5.06,8.27,16.54,20.54,31.21,6.79
Effective Concurrency,12.95,1.00,16.00,,,,,,14.00,,15.00,16.00,16.00,3.29
Effective Decode Concurrency,3.26,0.00,7.00,,,,,,3.00,,5.00,5.00,6.00,1.22
Effective Decode Throughput (tokens/sec),94.18,0.00,56374.49,,,,,,89.55,,152.10,168.51,232.79,58.87
Effective Decode Throughput Per User (tokens/sec/user),29.16,0.00,18791.50,,,,,,29.33,,42.23,47.67,70.12,19.69
Effective Latency (CO-aware) (ms),128956.38,3384.14,315392.19,23341105.64,10431.99,63440.64,73107.12,87988.25,130667.95,159790.60,182436.00,213336.85,298594.85,51665.85
Effective Prefill Concurrency,9.69,0.00,15.00,,,,,,10.00,,12.00,13.00,15.00,3.16
Effective Prefill Throughput (tokens/sec),8759.97,0.00,260056.54,,,,,,8613.05,,12798.82,13722.14,15182.13,7153.75
Effective Prefill Throughput Per User (tokens/sec/user),1073.70,0.00,182442.46,,,,,,768.74,,1325.95,1429.48,2003.30,5037.19
Effective Total Throughput (tokens/sec),8854.98,33.73,260091.28,,,,,,8729.85,,12906.06,13808.20,15276.63,7154.74
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,946.32,5.00,5532.00,171284.00,6.00,12.00,59.00,236.00,629.00,1078.00,2485.00,3506.00,5366.60,1136.64
HTTP Chunks Sent,1.00,1.00,1.00,181.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.48,0.00,1.19,86.31,0.00,0.00,0.00,0.36,0.44,0.68,0.81,0.90,1.16,0.30
HTTP Connection Overhead (ms),0.61,0.00,1.71,110.09,0.00,0.00,0.00,0.36,0.44,1.00,1.18,1.27,1.66,0.45
HTTP Connection Reused (ratio),0.19,0.00,1.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.39
HTTP Data Received (KB),235.31,2.09,1363.79,42590.53,2.09,3.58,15.30,59.36,156.88,268.04,613.95,873.11,1325.08,281.16
HTTP Data Sent (KB),339.47,1.82,741.49,61443.92,1.95,110.92,155.55,201.43,330.13,459.41,514.65,693.01,736.49,165.19
HTTP DNS Lookup (ms),0.13,0.00,0.52,23.78,0.00,0.00,0.00,0.00,0.00,0.32,0.38,0.42,0.51,0.17
HTTP Duration (excl. conn) (ms),128954.56,3380.33,315391.00,23340776.14,10429.08,63439.78,73100.38,87987.27,130667.16,159789.46,182434.18,213335.95,298593.95,51666.59
HTTP Receiving (ms),32457.45,102.21,227236.44,5874799.14,191.37,395.31,2030.31,8485.82,22802.49,35357.68,87695.52,122709.83,185759.22,38284.11
HTTP Sending (ms),0.66,0.11,1.53,119.28,0.11,0.13,0.16,0.51,0.62,0.89,1.01,1.16,1.48,0.32
HTTP Total Time (ms),128955.17,3381.55,315391.41,23340886.22,10430.27,63440.13,73101.50,87987.27,130667.56,159790.65,182434.80,213336.37,298594.64,51666.53
HTTP Waiting (TTFB) (ms),96496.45,643.62,163125.63,17465857.72,806.68,25454.48,55874.31,73210.34,98402.58,126726.10,140046.92,143472.06,160994.34,36129.58
Input Sequence Length (tokens),87199.16,431.00,191382.00,15783048.00,497.60,28660.00,40136.00,51760.00,85306.00,117808.00,131227.00,178238.00,190749.00,42480.99
Inter Chunk Latency (ms),40.25,0.00,22188.39,5874319.40,14.47,20.54,24.09,27.42,28.54,42.78,55.98,65.40,87.76,105.86
Inter Token Latency (ms),37.48,18.93,130.51,6783.61,20.43,25.28,27.41,29.28,34.93,39.97,46.83,62.10,108.31,14.81
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),946.70,6.00,5533.00,171352.00,6.00,12.00,59.00,236.00,631.00,1079.00,2486.00,3508.00,5367.60,1136.97
Output Token Count (tokens),946.70,6.00,5533.00,171352.00,6.00,12.00,59.00,236.00,631.00,1079.00,2486.00,3508.00,5367.60,1136.97
Output Token Throughput Per User (tokens/sec/user),29.07,7.66,52.82,5261.09,9.31,16.10,21.36,25.02,28.63,34.15,36.48,39.56,48.94,7.11
Prefill Throughput Per User (tokens/sec/user),4207.25,3.26,182442.43,761513.06,4.48,281.94,349.63,554.53,859.37,1288.05,1915.55,2690.76,114388.96,19710.09
Request Latency (ms),128951.99,3380.43,315391.07,23340310.86,10429.18,63439.84,73100.45,87987.31,130667.21,159789.54,182405.33,213336.01,298594.00,51665.33
Requested OSL (tokens),946.70,6.00,5533.00,171352.00,6.00,12.00,59.00,236.00,631.00,1079.00,2486.00,3508.00,5367.60,1136.97
Time to First Output Token (ms),96497.19,644.54,163125.86,17465991.46,807.82,25455.03,55875.42,73211.49,98403.17,126726.82,140047.54,143472.77,160995.08,36129.53
Time to First Token (ms),96497.19,644.54,163125.86,17465991.46,807.82,25455.03,55875.42,73211.49,98403.17,126726.82,140047.54,143472.77,160995.08,36129.53
Time to Second Token (ms),90.86,0.00,1666.29,16445.07,0.00,0.05,0.07,0.10,1.73,23.27,376.82,479.62,1119.11,239.00
Tokens In Flight (tokens),1210313.66,114060.65,1697530.91,,,,,,1266663.98,,1494968.72,1581708.30,1673931.09,330620.60
Usage Completion Tokens (tokens),946.70,6.00,5533.00,171352.00,6.00,12.00,59.00,236.00,631.00,1079.00,2486.00,3508.00,5367.60,1136.97
Usage Prompt Tokens (tokens),87199.16,431.00,191382.00,15783048.00,497.60,28660.00,40136.00,51760.00,85306.00,117808.00,131227.00,178238.00,190749.00,42480.99
Usage Total Tokens (tokens),88145.86,449.00,196231.00,15954400.00,516.20,29645.00,40843.00,51991.00,85563.00,118987.00,131743.00,181348.00,194707.20,43035.56

Metric,Value
Benchmark Duration (sec),1801.69
Input Token Throughput (tokens/sec),8760.12
Maximum Response Timestamp (ns),1780507400199777536.00
Minimum Request Timestamp (ns),1780505598506653952.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),95.11
Request Count,181.00
Request Throughput (requests/sec),0.10
Theoretical Prefix Cache Hit (%),93.29
Total Input Sequence Length (tokens),15783048.00
Total Output Sequence Length (tokens),171352.00
Total Output Tokens (tokens),171352.00
Total Token Throughput (tokens/sec),8855.23
Total Usage Completion Tokens (tokens),171352.00
Total Usage Prompt Tokens (tokens),15783048.00
Total Usage Total Tokens (tokens),15954400.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
