Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),175.48,0.00,205103.31,,,,,,162.19,,270.77,313.37,403.93,171.94
Active Decode Throughput Per User (tokens/sec/user),46.04,0.00,102551.66,,,,,,48.08,,55.78,58.42,74.07,92.79
Active Prefill Throughput (tokens/sec),57814.29,626.88,196612.10,,,,,,55964.37,,93296.13,117175.78,152327.16,28234.67
Active Prefill Throughput Per User (tokens/sec/user),51394.67,626.88,167154.11,,,,,,52634.66,,78367.40,97545.35,128267.83,25398.16
Active Total Throughput (tokens/sec),12727.83,34.66,196710.24,,,,,,204.56,,57454.79,70700.19,120555.87,27213.30
Credit Drop Latency (ms),4.48,2.25,11.74,71.60,2.28,2.38,2.49,2.75,3.49,5.53,6.67,8.02,10.99,2.41
Credit-to-Start Latency (ms),1.90,0.86,21.05,739.31,1.06,1.19,1.28,1.39,1.54,1.69,1.87,3.88,12.79,1.90
E2E Output Token Throughput (tokens/sec/user),37.70,1.17,58.19,14703.92,6.73,16.54,25.72,33.84,39.79,44.23,47.46,49.68,54.88,9.87
Effective Concurrency,4.12,0.00,9.00,,,,,,4.00,,6.00,7.00,8.00,1.62
Effective Decode Concurrency,3.86,0.00,8.00,,,,,,4.00,,6.00,7.00,8.00,1.58
Effective Decode Throughput (tokens/sec),173.39,0.00,205103.31,,,,,,161.97,,270.75,306.73,403.92,171.89
Effective Decode Throughput Per User (tokens/sec/user),45.46,0.00,102551.66,,,,,,47.98,,55.77,58.42,74.06,92.35
Effective Latency (CO-aware) (ms),19308.86,478.79,286893.30,7530455.50,738.98,2081.18,2955.67,4763.24,9311.91,19978.93,41840.86,67742.64,149505.57,31317.07
Effective Prefill Concurrency,0.26,0.00,5.00,,,,,,0.00,,1.00,1.00,2.00,0.54
Effective Prefill Throughput (tokens/sec),12440.32,0.00,196612.10,,,,,,0.00,,57172.64,70404.79,120424.47,27129.42
Effective Prefill Throughput Per User (tokens/sec/user),11058.97,0.00,167154.11,,,,,,0.00,,54116.96,65445.48,98045.38,24184.18
Effective Total Throughput (tokens/sec),12614.82,0.00,196710.24,,,,,,204.21,,57266.08,70637.13,120555.87,27118.52
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,791.76,5.00,11146.00,308787.00,12.89,20.45,88.00,165.50,365.50,822.75,1831.00,3078.90,6506.27,1316.04
HTTP Chunks Sent,1.00,1.00,1.00,390.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.53,0.00,2.20,207.49,0.00,0.00,0.00,0.00,0.68,0.74,1.08,1.18,1.30,0.41
HTTP Connection Overhead (ms),0.58,0.00,2.20,225.77,0.00,0.00,0.00,0.00,0.68,0.74,1.44,1.65,1.77,0.50
HTTP Connection Reused (ratio),0.33,0.00,1.00,128.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),212.40,2.16,2978.34,82834.47,4.28,6.28,24.37,45.13,98.61,220.50,489.41,822.03,1735.04,351.57
HTTP Data Sent (KB),199.26,1.46,405.22,77709.89,1.53,13.92,106.47,143.37,208.92,251.79,304.02,347.22,399.32,85.69
HTTP DNS Lookup (ms),0.05,0.00,0.55,18.28,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.46,0.50,0.14
HTTP Duration (excl. conn) (ms),19306.83,475.65,286891.47,7529664.50,734.66,2079.29,2953.91,4761.46,9310.30,19968.26,41839.23,67740.89,149503.81,31317.14
