Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),277.72,0.00,115794.02,,,,,,294.67,,368.08,391.58,467.15,165.23
Active Decode Throughput Per User (tokens/sec/user),12.22,0.00,23158.80,,,,,,11.97,,15.02,15.93,18.94,39.11
Active Prefill Throughput (tokens/sec),53198.88,136.42,274501.24,,,,,,44047.50,,97363.08,114333.86,153242.61,32789.04
Active Prefill Throughput Per User (tokens/sec/user),31612.07,136.42,180343.79,,,,,,26863.51,,59110.45,72623.58,105969.75,21770.19
Active Total Throughput (tokens/sec),31193.98,15.40,274692.18,,,,,,22782.20,,82779.89,102803.40,139994.85,36234.36
Credit Drop Latency (ms),14.95,1.18,50.75,388.69,1.36,2.06,2.56,4.03,14.32,18.25,32.66,46.14,49.80,13.33
Credit-to-Start Latency (ms),3.09,1.03,90.55,2180.67,1.15,1.26,1.33,1.45,1.61,1.83,2.31,7.87,42.32,7.38
E2E Output Token Throughput (tokens/sec/user),10.62,0.54,21.78,7485.94,1.41,3.51,5.46,8.82,11.15,12.91,14.25,15.45,18.70,3.54
Effective Concurrency,24.74,1.00,39.00,,,,,,26.00,,30.00,33.00,36.00,5.59
Effective Decode Concurrency,23.46,0.00,32.00,,,,,,24.00,,29.00,30.00,32.00,5.24
Effective Decode Throughput (tokens/sec),277.57,0.00,115794.02,,,,,,294.64,,368.08,391.57,467.15,165.31
Effective Decode Throughput Per User (tokens/sec/user),12.22,0.00,23158.80,,,,,,11.97,,15.02,15.93,18.94,39.10
Effective Latency (CO-aware) (ms),64047.12,1109.33,821137.97,45153218.56,1599.86,2955.85,6122.61,14920.62,34344.66,73556.85,146453.19,235919.02,477016.51,88678.58
Effective Prefill Concurrency,1.28,0.00,11.00,,,,,,1.00,,3.00,5.00,8.00,1.72
Effective Prefill Throughput (tokens/sec),30911.43,0.00,274501.24,,,,,,22497.87,,82568.31,102530.27,139788.22,36244.18
Effective Prefill Throughput Per User (tokens/sec/user),18368.33,0.00,180343.79,,,,,,10910.81,,48313.51,63258.22,98964.58,22773.91
Effective Total Throughput (tokens/sec),31193.98,15.40,274692.18,,,,,,22782.20,,82779.89,102803.40,139994.85,36234.36
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,718.52,5.00,9980.00,506556.00,6.00,12.00,23.40,163.00,351.00,855.00,1687.80,2722.80,5233.24,1029.43
HTTP Chunks Sent,1.00,1.00,1.00,705.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.91,0.00,32.68,644.11,0.00,0.00,0.00,0.00,0.66,0.78,1.19,1.28,26.32,3.21
HTTP Connection Overhead (ms),1.01,0.00,33.10,713.24,0.00,0.00,0.00,0.00,0.66,0.78,1.66,1.78,26.32,3.23
HTTP Connection Reused (ratio),0.34,0.00,1.00,241.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),192.70,2.16,2665.45,135850.76,2.42,4.02,7.07,44.44,94.75,229.59,450.70,727.99,1398.21,274.72
HTTP Data Sent (KB),274.38,1.33,866.13,193435.67,1.67,83.00,133.05,173.71,242.03,330.71,436.90,554.51,807.38,147.84
HTTP DNS Lookup (ms),0.10,0.00,0.72,69.13,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.50,0.56,0.19
HTTP Duration (excl. conn) (ms),64043.90,1107.30,821127.27,45150947.80,1555.22,2954.24,6120.39,14918.72,34342.93,73555.28,146451.35,235916.77,477011.41,88678.14
HTTP Receiving (ms),60721.49,261.18,814207.32,42808653.49,321.28,811.05,3002.90,12346.01,30155.14,71601.83,141855.29,233056.57,472902.30,88402.92
HTTP Sending (ms),1.30,0.17,32.93,915.60,0.30,0.32,0.33,0.37,1.03,1.19,1.59,1.66,26.96,3.25
HTTP Total Time (ms),64044.91,1108.89,821129.11,45151661.04,1555.22,2954.24,6121.12,14918.72,34343.67,73555.94,146451.97,235917.63,477013.26,88678.21
HTTP Waiting (TTFB) (ms),3321.10,139.95,25269.65,2341378.71,524.29,771.85,1002.21,1471.39,2307.04,3706.05,6211.72,9199.25,21314.74,3496.20
Input Sequence Length (tokens),80006.17,407.00,253247.00,56404349.00,410.00,23886.00,38688.00,50745.00,71365.00,95386.00,126989.40,161662.60,236144.60,43124.48
Inter Chunk Latency (ms),84.62,0.00,22767.75,42807930.16,0.52,35.01,38.23,52.77,58.19,62.46,64.21,66.86,735.09,379.39
Inter Token Latency (ms),87.83,35.58,672.16,61917.65,46.78,56.14,61.03,67.87,78.23,92.89,111.30,136.64,297.66,47.67
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),732.30,5.00,10571.00,516275.00,6.00,12.00,23.40,163.00,351.00,863.00,1704.60,2750.00,5561.80,1070.99
Output Token Count (tokens),732.30,5.00,10571.00,516275.00,6.00,12.00,23.40,163.00,351.00,863.00,1704.60,2750.00,5561.80,1070.99
Output Token Throughput Per User (tokens/sec/user),12.71,1.49,28.10,8958.12,3.36,7.32,8.98,10.77,12.78,14.73,16.38,17.81,21.38,3.33
Prefill Throughput Per User (tokens/sec/user),37184.35,136.42,180343.69,26214965.07,802.15,5263.79,9549.21,18061.99,31633.02,49967.02,71166.31,88053.54,133217.63,27047.20
Request Latency (ms),64043.00,1107.43,821127.39,45150314.77,1555.34,2954.37,6120.53,14918.86,34343.06,73555.41,146451.47,235916.91,477011.54,88677.12
Requested OSL (tokens),732.30,5.00,10571.00,516275.00,6.00,12.00,23.40,163.00,351.00,863.00,1704.60,2750.00,5561.80,1070.99
Time to First Output Token (ms),3322.53,140.36,25270.89,2342384.61,524.74,772.89,1003.66,1472.50,2307.46,3714.31,6213.16,9199.86,21315.18,3496.90
Time to First Token (ms),3322.53,140.36,25270.89,2342384.61,524.74,772.89,1003.66,1472.50,2307.46,3714.31,6213.16,9199.86,21315.18,3496.90
Time to Second Token (ms),888.25,0.10,22108.92,626215.51,0.61,38.26,53.43,59.23,65.72,632.62,2400.84,4647.18,11909.66,2231.76
Tokens In Flight (tokens),2391560.74,106939.00,3448328.02,,,,,,2470729.35,,2943244.31,3070339.67,3363105.63,544172.34
Usage Completion Tokens (tokens),732.30,5.00,10571.00,516275.00,6.00,12.00,23.40,163.00,351.00,863.00,1704.60,2750.00,5561.80,1070.99
Usage Prompt Tokens (tokens),80006.17,407.00,253247.00,56404349.00,410.00,23886.00,38688.00,50745.00,71365.00,95386.00,126989.40,161662.60,236144.60,43124.48
Usage Total Tokens (tokens),80738.47,424.00,254271.00,56920624.00,430.04,24800.80,39011.20,51267.00,71572.00,96043.00,128142.80,162645.20,237220.76,43403.27

Metric,Value
Benchmark Duration (sec),1824.71
