Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),68.19,0.00,3438.86,,,,,,63.17,,133.47,149.96,195.30,47.34
Active Decode Throughput Per User (tokens/sec/user),6.11,0.00,573.14,,,,,,5.73,,11.57,12.25,13.79,3.82
Active Prefill Throughput (tokens/sec),6174.60,225.07,32254.69,,,,,,5576.60,,7990.57,13299.57,22453.20,3664.60
Active Prefill Throughput Per User (tokens/sec/user),266.45,183.17,9056.19,,,,,,218.88,,314.94,443.32,999.13,265.60
Active Total Throughput (tokens/sec),5976.07,4.60,32254.69,,,,,,5666.75,,7933.15,11940.83,22458.99,3793.12
Credit Drop Latency (ms),3.43,0.76,8.38,13.71,0.77,0.82,0.88,1.05,2.28,4.66,6.90,7.64,8.24,3.04
Credit-to-Start Latency (ms),2.87,0.52,42.75,355.85,0.54,0.64,0.68,0.79,0.97,2.86,5.63,9.07,23.23,5.25
E2E Output Token Throughput (tokens/sec/user),1.63,0.01,6.36,202.51,0.02,0.03,0.20,0.45,1.23,2.19,3.86,5.51,6.18,1.60
Effective Concurrency,34.00,1.00,41.00,,,,,,39.00,,41.00,41.00,41.00,10.31
Effective Decode Concurrency,10.58,0.00,17.00,,,,,,11.00,,14.00,14.00,16.00,2.84
Effective Decode Throughput (tokens/sec),67.69,0.00,3438.86,,,,,,63.08,,133.46,149.95,195.30,47.53
Effective Decode Throughput Per User (tokens/sec/user),6.06,0.00,573.14,,,,,,5.73,,11.57,12.25,13.79,3.84
Effective Latency (CO-aware) (ms),496948.31,103069.02,1707377.89,61621590.94,135273.53,177194.26,256547.84,393196.78,456561.53,546220.55,717503.72,1001824.29,1366323.58,240272.17
Effective Prefill Concurrency,23.42,0.00,36.00,,,,,,27.00,,30.00,31.00,33.00,8.52
Effective Prefill Throughput (tokens/sec),5903.54,0.00,32254.69,,,,,,5569.34,,7883.30,11913.08,22453.20,3800.00
Effective Prefill Throughput Per User (tokens/sec/user),254.75,0.00,9056.19,,,,,,216.86,,314.94,410.80,999.13,265.38
Effective Total Throughput (tokens/sec),5976.07,4.60,32254.69,,,,,,5666.75,,7933.15,11940.83,22458.99,3793.12
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1061.04,5.00,10571.00,131569.00,6.69,13.15,66.70,165.50,416.00,1113.00,2700.20,4492.60,7384.07,1690.54
HTTP Chunks Sent,1.00,1.00,1.00,124.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.52,0.00,1.04,64.11,0.00,0.00,0.00,0.38,0.63,0.73,0.80,0.90,0.96,0.30
HTTP Connection Overhead (ms),0.72,0.00,1.51,88.98,0.00,0.00,0.00,0.38,0.89,1.07,1.15,1.24,1.43,0.45
HTTP Connection Reused (ratio),0.20,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.40
HTTP Data Received (KB),264.07,1.84,2632.82,32744.83,2.26,3.88,17.22,41.82,104.20,276.67,671.41,1109.11,1834.42,420.07
HTTP Data Sent (KB),334.74,9.12,748.89,41507.38,9.32,93.73,112.97,193.24,327.21,438.56,565.90,727.95,746.33,173.15
HTTP DNS Lookup (ms),0.20,0.00,0.51,24.87,0.00,0.00,0.00,0.00,0.28,0.33,0.37,0.40,0.47,0.17
HTTP Duration (excl. conn) (ms),496945.37,103065.09,1707372.70,61621226.02,135268.28,177192.16,256529.27,393192.49,456560.58,546219.69,717501.00,1001817.18,1366318.26,240272.59
HTTP Receiving (ms),154595.88,248.32,1563984.18,19169888.92,601.83,4482.03,7118.64,26677.21,64701.19,167792.43,395301.72,723505.63,1012332.39,234482.27
HTTP Sending (ms),0.69,0.11,1.30,85.82,0.11,0.14,0.15,0.53,0.79,0.92,1.01,1.13,1.24,0.32
HTTP Total Time (ms),496946.09,103066.03,1707373.79,61621314.99,135269.29,177192.92,256530.53,393193.33,456560.79,546220.00,717501.59,1001817.72,1366318.74,240272.60
HTTP Waiting (TTFB) (ms),342348.80,13523.93,491345.89,42451251.27,14370.91,59979.73,130466.96,300369.25,400548.01,421898.66,441653.96,451230.63,473456.96,122964.82
Input Sequence Length (tokens),86278.94,2349.00,194540.00,10698589.00,2367.41,23924.00,28792.20,50096.50,84601.50,112772.50,145539.60,188892.15,193927.44,44818.50
Inter Chunk Latency (ms),154.64,0.29,4574.76,19168674.76,55.29,57.03,58.13,65.22,67.26,68.96,302.92,812.59,1549.41,300.40
Inter Token Latency (ms),191.31,56.27,1024.65,23722.16,60.18,65.69,68.74,102.69,138.18,207.08,368.84,564.55,783.02,158.81
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1061.04,5.00,10571.00,131569.00,6.69,13.15,66.70,165.50,416.00,1113.00,2700.20,4492.60,7384.07,1690.54
Output Token Count (tokens),1061.04,5.00,10571.00,131569.00,6.69,13.15,66.70,165.50,416.00,1113.00,2700.20,4492.60,7384.07,1690.54
Output Token Throughput Per User (tokens/sec/user),7.60,0.98,17.77,943.01,1.28,1.77,2.72,4.83,7.24,9.74,14.55,15.22,16.62,3.90
Prefill Throughput Per User (tokens/sec/user),444.27,5.64,9056.19,55089.65,7.13,58.91,92.35,152.85,246.76,373.89,745.97,1424.20,3899.58,935.27
Request Latency (ms),496935.66,103065.17,1707372.79,61620021.92,135268.36,177192.22,256529.37,393192.56,456560.65,546219.76,717501.06,1001629.81,1366318.35,240265.60
Requested OSL (tokens),1061.04,5.00,10571.00,131569.00,6.69,13.15,66.70,165.50,416.00,1113.00,2700.20,4492.60,7384.07,1690.54
Time to First Output Token (ms),342349.57,13525.22,491346.56,42451347.16,14372.07,59980.75,130468.04,300369.43,400548.21,421899.40,441654.85,451230.96,473457.64,122964.71
Time to First Token (ms),342349.57,13525.22,491346.56,42451347.16,14372.07,59980.75,130468.04,300369.43,400548.21,421899.40,441654.85,451230.96,473457.64,122964.71
Time to Second Token (ms),123.46,0.37,302.89,15308.83,2.96,12.86,19.65,29.91,49.75,224.54,258.98,279.50,293.07,103.32
Tokens In Flight (tokens),3087560.36,122487.00,3721144.00,,,,,,3464646.72,,3639690.48,3665592.03,3720775.00,874688.04
Usage Completion Tokens (tokens),1061.04,5.00,10571.00,131569.00,6.69,13.15,66.70,165.50,416.00,1113.00,2700.20,4492.60,7384.07,1690.54
Usage Prompt Tokens (tokens),86278.94,2349.00,194540.00,10698589.00,2367.41,23924.00,28792.20,50096.50,84601.50,112772.50,145539.60,188892.15,193927.44,44818.50
