Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),219.36,0.00,1113.02,,,,,,240.74,,379.23,389.04,449.06,128.59
Active Decode Throughput Per User (tokens/sec/user),45.47,0.00,158.09,,,,,,46.12,,64.81,73.56,123.71,19.07
Active Prefill Throughput (tokens/sec),69630.24,828.62,314590.20,,,,,,47380.03,,146826.47,167763.73,314590.20,57124.62
Active Prefill Throughput Per User (tokens/sec/user),40321.18,828.62,167763.73,,,,,,13150.25,,137082.05,145697.46,167763.73,47931.77
Active Total Throughput (tokens/sec),5675.26,0.00,314804.22,,,,,,0.00,,304.69,35402.05,145951.04,25046.54
Inter Token Latency (error-adjusted) (ms),,12.85,,,12.85,13.19,15.30,17.76,24.72,,,,,
Request Latency (error-adjusted) (ms),,1057.66,,,1057.66,2779.98,4215.97,9163.74,19306.90,,,,,
Time to First Token (error-adjusted) (ms),,182.94,,,182.94,473.34,600.86,1356.34,8136.82,,,,,
Credit Drop Latency (ms),41.25,2.38,118.87,123.75,2.39,2.40,2.41,2.44,2.49,60.68,95.59,107.23,116.54,54.89
Credit-to-Start Latency (ms),8.95,0.81,119.62,366.77,0.85,0.96,1.06,1.20,1.44,6.17,17.69,22.41,103.02,21.55
E2E Output Token Throughput (tokens/sec/user),33.41,0.83,57.51,835.21,1.23,2.52,6.20,20.12,38.12,48.56,53.72,54.59,56.83,17.85
Effective Concurrency,14.26,1.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.52
Effective Decode Concurrency,0.63,0.00,8.00,,,,,,0.00,,3.00,5.00,7.00,1.77
Effective Decode Throughput (tokens/sec),30.47,0.00,1113.02,,,,,,0.00,,92.77,302.70,387.83,87.95
Effective Decode Throughput Per User (tokens/sec/user),6.08,0.00,158.09,,,,,,0.00,,30.29,51.26,65.15,16.98
Effective Latency (CO-aware) (ms),125987.62,1060.64,326601.74,5165492.48,1264.33,2782.72,4217.09,9170.60,19309.28,296292.50,308665.20,315148.72,322886.46,141515.85
Effective Prefill Concurrency,0.27,0.00,8.00,,,,,,0.00,,0.00,2.00,7.00,1.17
Effective Prefill Throughput (tokens/sec),5644.79,0.00,314590.20,,,,,,0.00,,0.00,35402.05,145697.46,25014.55
Effective Prefill Throughput Per User (tokens/sec/user),3268.76,0.00,167763.73,,,,,,0.00,,0.00,8837.64,115071.72,17531.85
Effective Total Throughput (tokens/sec),5675.26,0.00,314804.22,,,,,,0.00,,304.69,35402.05,145951.04,25046.54
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,23.44,2.00,67.00,586.00,2.00,2.00,2.40,10.00,13.00,36.00,57.00,61.80,65.80,20.44
HTTP Chunks Sent,1.00,1.00,1.00,25.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.40,0.00,0.66,9.91,0.00,0.00,0.00,0.37,0.45,0.57,0.62,0.62,0.65,0.24
HTTP Connection Overhead (ms),0.40,0.00,0.66,9.91,0.00,0.00,0.00,0.37,0.45,0.57,0.62,0.62,0.65,0.24
HTTP Connection Reused (ratio),0.24,0.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.43
HTTP Data Received (KB),8.74,1.17,23.76,218.49,1.18,1.23,1.34,3.95,5.08,13.19,20.45,22.22,23.40,7.19
HTTP Data Sent (KB),323.77,1.45,1019.50,8094.14,1.50,1.72,27.46,198.58,287.99,350.75,604.52,857.84,989.99,241.26
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),13092.49,1057.58,40420.27,327312.28,1177.96,1803.31,3162.62,6897.68,9682.45,16997.24,29684.73,31399.13,38275.23,9938.21
HTTP Receiving (ms),9176.90,64.25,29386.48,229422.41,102.51,231.73,347.75,3135.96,7812.26,12341.02,23220.84,27732.94,29087.54,8509.05
HTTP Sending (ms),0.62,0.15,0.94,15.45,0.16,0.18,0.20,0.54,0.67,0.82,0.89,0.90,0.93,0.25
HTTP Total Time (ms),13092.89,1058.15,40420.88,327322.20,1178.50,1803.78,3163.16,6898.09,9683.01,16997.67,29685.24,31399.61,38275.81,9938.24
HTTP Waiting (TTFB) (ms),3914.98,181.97,12278.53,97874.43,245.54,452.00,516.86,623.84,1512.37,6673.37,11775.24,12123.69,12251.01,4170.68
Input Sequence Length (tokens),81791.12,419.00,258976.00,2044778.00,419.48,433.60,6963.20,50738.00,72489.00,88338.00,152591.60,217522.00,251432.56,61222.16
Inter Chunk Latency (ms),408.95,61.83,5719.00,229422.24,115.26,269.09,286.91,313.59,322.50,331.53,397.50,593.61,2193.81,550.10
Inter Token Latency (ms),20.99,12.85,46.18,524.75,12.92,13.16,13.87,16.41,19.09,22.60,25.56,40.65,45.74,8.04
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),442.44,6.00,1317.00,11061.00,8.88,18.60,22.20,181.00,229.00,696.00,1109.80,1209.00,1292.04,408.44
Output Token Count (tokens),442.44,6.00,1317.00,11061.00,8.88,18.60,22.20,181.00,229.00,696.00,1109.80,1209.00,1292.04,408.44
Output Token Throughput Per User (tokens/sec/user),52.57,21.65,77.83,1314.36,21.87,25.79,39.13,44.25,52.39,60.95,72.37,75.96,77.39,14.17
