Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),60.57,0.00,3906.16,,,,,,0.00,,169.63,457.13,850.23,158.54
Active Decode Throughput Per User (tokens/sec/user),9.73,0.00,920.41,,,,,,0.00,,41.74,45.88,71.07,18.54
Active Prefill Throughput (tokens/sec),1285.71,0.37,157281.60,,,,,,0.74,,0.74,0.74,47586.38,9924.41
Active Prefill Throughput Per User (tokens/sec/user),248.25,0.37,131053.93,,,,,,0.37,,0.37,0.37,8503.91,2324.39
Active Total Throughput (tokens/sec),1274.56,0.74,157804.96,,,,,,9.37,,93.85,400.19,47586.38,9742.01
Credit Drop Latency (ms),57.65,2.33,150.41,345.91,2.60,3.69,5.04,14.93,38.16,91.79,129.75,140.08,148.34,54.11
Credit-to-Start Latency (ms),24.92,0.98,150.84,498.50,1.00,1.11,1.15,2.87,10.73,23.31,56.32,111.56,142.98,38.23
E2E Output Token Throughput (tokens/sec/user),25.44,0.02,78.93,508.76,0.02,0.02,0.90,2.43,17.51,44.68,62.46,63.96,75.93,24.90
Effective Concurrency,3.90,1.00,15.00,,,,,,4.00,,5.00,8.00,14.00,2.25
Effective Decode Concurrency,1.91,0.00,15.00,,,,,,2.00,,3.00,7.00,13.00,2.42
Effective Decode Throughput (tokens/sec),40.08,0.00,3906.16,,,,,,0.00,,84.25,343.36,615.29,132.12
Effective Decode Throughput Per User (tokens/sec/user),6.44,0.00,920.41,,,,,,0.00,,28.27,43.25,64.07,15.77
Effective Latency (CO-aware) (ms),237872.67,8034.86,1143629.04,4757453.34,8406.83,9894.72,11453.13,32207.87,62882.01,120507.23,834014.53,1127436.09,1140390.45,374208.82
Effective Prefill Concurrency,1.99,0.00,12.00,,,,,,2.00,,2.00,2.00,7.00,0.84
Effective Prefill Throughput (tokens/sec),1234.44,0.00,157281.60,,,,,,0.74,,0.74,0.74,47586.38,9727.77
