Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),122.32,0.00,13806.62,,,,,,108.19,,164.33,190.28,622.43,144.23
Active Decode Throughput Per User (tokens/sec/user),10.33,0.00,2696.27,,,,,,9.05,,12.37,13.10,51.10,22.41
Active Prefill Throughput (tokens/sec),11051.96,629.89,257119.20,,,,,,10111.20,,14507.56,15727.46,30553.55,10021.99
Active Prefill Throughput Per User (tokens/sec/user),967.54,380.79,176900.22,,,,,,647.55,,999.60,1095.26,7638.39,4541.85
Active Total Throughput (tokens/sec),11056.00,12.79,257215.09,,,,,,10219.89,,14600.79,15810.84,30707.35,10032.43
Credit Drop Latency (ms),2.59,0.59,7.10,18.14,0.62,0.74,0.88,1.25,2.35,2.81,4.61,5.85,6.85,2.01
Credit-to-Start Latency (ms),1.68,0.56,42.23,429.41,0.58,0.64,0.68,0.75,0.88,1.08,2.69,4.96,18.80,3.63
E2E Output Token Throughput (tokens/sec/user),3.82,0.02,12.47,977.11,0.05,0.13,0.52,1.51,3.26,5.34,7.86,10.46,12.25,2.94
Effective Concurrency,27.69,1.00,33.00,,,,,,29.00,,32.00,32.00,33.00,5.78
Effective Decode Concurrency,11.99,0.00,17.00,,,,,,12.00,,14.00,15.00,16.00,2.26
Effective Decode Throughput (tokens/sec),122.28,0.00,13806.62,,,,,,108.19,,164.33,190.28,622.40,144.22
Effective Decode Throughput Per User (tokens/sec/user),10.32,0.00,2696.27,,,,,,9.05,,12.37,13.10,51.10,22.40
Effective Latency (CO-aware) (ms),197837.65,2667.06,983153.33,50646437.16,17394.31,65285.01,93216.19,124899.08,172283.50,230198.59,340987.31,413579.96,628267.74,122304.20
Effective Prefill Concurrency,15.70,0.00,23.00,,,,,,17.00,,21.00,21.00,22.00,4.74
Effective Prefill Throughput (tokens/sec),10930.28,0.00,257119.20,,,,,,10089.00,,14507.56,15727.46,30553.55,10033.17
Effective Prefill Throughput Per User (tokens/sec/user),956.89,0.00,176900.22,,,,,,642.01,,989.96,1095.26,7638.39,4517.91
Effective Total Throughput (tokens/sec),11056.00,12.79,257215.09,,,,,,10219.89,,14600.79,15810.84,30707.35,10032.43
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,899.03,5.00,10570.00,230152.00,6.00,13.75,70.50,199.00,484.50,1100.50,2114.50,3156.25,6118.45,1247.29
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.51,0.00,4.30,130.71,0.00,0.00,0.00,0.37,0.56,0.69,0.81,0.96,1.25,0.39
HTTP Connection Overhead (ms),0.68,0.00,4.30,174.00,0.00,0.00,0.00,0.37,0.70,1.01,1.22,1.39,1.77,0.53
HTTP Connection Reused (ratio),0.20,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.40
HTTP Data Received (KB),223.85,1.84,2623.18,57306.64,2.09,4.03,18.14,50.10,121.27,273.98,524.10,787.48,1521.70,309.58
HTTP Data Sent (KB),303.70,1.73,736.53,77746.36,9.14,93.73,128.97,194.33,280.87,421.49,481.70,577.87,731.70,152.87
HTTP DNS Lookup (ms),0.17,0.00,1.35,43.29,0.00,0.00,0.00,0.00,0.00,0.32,0.39,0.43,0.53,0.19
HTTP Duration (excl. conn) (ms),197835.90,2664.04,983147.54,50645989.89,17372.00,65281.04,93215.20,124898.05,172282.68,230197.51,340986.37,413578.84,628266.15,122304.37
HTTP Receiving (ms),85642.15,244.46,982454.63,21924391.04,284.40,1101.94,5869.23,17024.20,45627.56,104581.51,215935.55,299070.87,527104.95,117653.95
HTTP Sending (ms),0.69,0.10,4.43,175.93,0.11,0.14,0.16,0.53,0.72,0.87,1.02,1.18,1.58,0.40
HTTP Total Time (ms),197836.58,2665.16,983148.70,50646163.89,17373.32,65281.96,93215.58,124898.96,172283.32,230197.74,340986.56,413579.59,628267.15,122304.43
HTTP Waiting (TTFB) (ms),112193.06,410.83,235898.28,28721422.91,633.71,5315.79,44754.17,86597.68,110554.37,145491.94,179328.66,199522.93,214755.18,50442.37
Input Sequence Length (tokens),78095.82,433.00,191382.00,19992529.00,2353.40,23920.00,33031.50,50015.75,72446.00,108184.25,123066.00,149178.25,190149.00,39362.38
Inter Chunk Latency (ms),102.21,0.07,7577.59,21922991.06,0.97,1.56,2.78,64.60,68.20,70.74,137.04,143.62,1180.59,212.93
Inter Token Latency (ms),95.88,48.89,353.57,24545.20,50.37,61.80,66.52,72.42,87.53,106.34,133.60,155.31,249.09,36.49
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),899.20,5.00,10571.00,230194.00,6.00,13.75,70.50,199.00,484.50,1100.50,2114.50,3157.00,6119.45,1247.46
Output Token Count (tokens),899.20,5.00,10571.00,230194.00,6.00,13.75,70.50,199.00,484.50,1100.50,2114.50,3157.00,6119.45,1247.46
Output Token Throughput Per User (tokens/sec/user),11.47,2.83,20.45,2936.68,4.02,6.44,7.49,9.40,11.42,13.81,15.03,16.18,19.85,3.14
Prefill Throughput Per User (tokens/sec/user),3724.43,4.87,176900.21,953455.26,14.98,209.48,291.76,437.47,660.29,1003.85,2015.39,9906.30,80429.98,16509.79
Request Latency (ms),197830.51,2664.11,983147.60,50644609.50,17372.07,65264.34,93215.26,124846.73,172282.75,230197.58,340986.44,413578.91,628266.22,122300.03
Requested OSL (tokens),899.20,5.00,10571.00,230194.00,6.00,13.75,70.50,199.00,484.50,1100.50,2114.50,3157.00,6119.45,1247.46
Time to First Output Token (ms),112193.82,412.02,235899.08,28721618.44,634.84,5316.77,44754.76,86599.02,110555.24,145492.51,179329.45,199523.68,214755.94,50442.29
Time to First Token (ms),112193.82,412.02,235899.08,28721618.44,634.84,5316.77,44754.76,86599.02,110555.24,145492.51,179329.45,199523.68,214755.94,50442.29
Time to Second Token (ms),131.07,0.07,2738.47,33554.85,0.30,0.50,1.34,27.19,44.40,111.81,309.95,510.64,1606.70,289.38
Tokens In Flight (tokens),2341034.94,23928.06,2944557.21,,,,,,2493116.27,,2790689.54,2868286.53,2925100.81,538410.83
Usage Completion Tokens (tokens),899.20,5.00,10571.00,230194.00,6.00,13.75,70.50,199.00,484.50,1100.50,2114.50,3157.00,6119.45,1247.46
Usage Prompt Tokens (tokens),78095.82,433.00,191382.00,19992529.00,2353.40,23920.00,33031.50,50015.75,72446.00,108184.25,123066.00,149178.25,190149.00,39362.38
Usage Total Tokens (tokens),78995.01,454.00,194665.00,20222723.00,2365.95,24304.25,33690.00,50653.00,72663.00,109086.00,124184.50,149979.00,190272.85,39671.70

Metric,Value
Benchmark Duration (sec),1829.09
Input Token Throughput (tokens/sec),10930.28
Maximum Response Timestamp (ns),1780476933258249472.00
Minimum Request Timestamp (ns),1780475104163296256.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),125.85
Request Count,256.00
Request Throughput (requests/sec),0.14
Theoretical Prefix Cache Hit (%),95.03
Total Input Sequence Length (tokens),19992529.00
Total Output Sequence Length (tokens),230194.00
Total Output Tokens (tokens),230194.00
Total Token Throughput (tokens/sec),11056.14
Total Usage Completion Tokens (tokens),230194.00
Total Usage Prompt Tokens (tokens),19992529.00
Total Usage Total Tokens (tokens),20222723.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
