Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),363.95,0.00,116873.12,,,,,,363.95,,491.82,530.79,597.63,162.63
Active Decode Throughput Per User (tokens/sec/user),8.68,0.00,6492.95,,,,,,7.89,,10.48,11.36,24.07,23.32
Active Prefill Throughput (tokens/sec),51313.37,115.32,302607.83,,,,,,43512.39,,97622.82,121387.14,171823.00,36513.70
Active Prefill Throughput Per User (tokens/sec/user),25951.36,115.32,170809.57,,,,,,22119.47,,45845.52,57100.26,92565.05,17638.75
Active Total Throughput (tokens/sec),35927.48,9.66,302934.68,,,,,,27549.37,,88588.92,109106.02,161946.91,38515.77
Credit Drop Latency (ms),4.51,1.38,18.39,171.26,1.56,1.97,2.23,2.71,3.48,5.11,9.17,10.11,15.52,3.23
Credit-to-Start Latency (ms),2.00,0.81,50.57,2021.61,1.14,1.23,1.28,1.39,1.50,1.66,2.31,4.76,11.64,2.42
E2E Output Token Throughput (tokens/sec/user),8.07,0.42,14.46,8154.72,1.88,4.60,5.67,7.12,8.31,9.19,10.13,10.83,12.42,1.92
Effective Concurrency,45.63,1.00,58.00,,,,,,47.00,,53.00,55.00,56.00,8.22
Effective Decode Concurrency,44.10,0.00,56.00,,,,,,46.00,,52.00,54.00,54.00,8.34
Effective Decode Throughput (tokens/sec),363.77,0.00,116873.12,,,,,,363.95,,491.39,530.79,597.62,162.79
Effective Decode Throughput Per User (tokens/sec/user),8.67,0.00,6492.95,,,,,,7.89,,10.48,11.35,24.07,23.31
Effective Latency (CO-aware) (ms),82586.88,1023.55,1403329.67,83495335.63,2299.00,5769.80,11436.15,22030.16,42625.04,94805.52,188753.43,264624.08,661141.79,123667.64
Effective Prefill Concurrency,1.53,0.00,13.00,,,,,,1.00,,4.00,4.00,6.00,1.57
Effective Prefill Throughput (tokens/sec),35552.06,0.00,302607.83,,,,,,27250.36,,88154.15,108784.03,161542.25,38523.75
Effective Prefill Throughput Per User (tokens/sec/user),17980.19,0.00,170809.57,,,,,,15574.99,,41785.48,50019.80,83822.85,18944.23
Effective Total Throughput (tokens/sec),35927.48,9.66,302934.68,,,,,,27549.37,,88588.92,109106.02,161946.91,38515.77
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,666.38,4.00,11577.00,673715.00,11.10,23.50,92.00,160.50,342.00,774.50,1516.00,2191.00,5200.20,1003.50
HTTP Chunks Sent,1.00,1.00,1.00,1011.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.51,0.00,3.00,512.65,0.00,0.00,0.00,0.00,0.67,0.74,1.16,1.21,1.31,0.45
HTTP Connection Overhead (ms),0.58,0.00,3.00,584.73,0.00,0.00,0.00,0.00,0.67,0.74,1.61,1.70,1.82,0.57
HTTP Connection Reused (ratio),0.39,0.00,1.00,397.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),178.80,1.89,3086.24,180765.33,3.79,7.09,25.47,43.79,92.12,207.64,405.90,586.03,1390.21,267.84
HTTP Data Sent (KB),220.52,1.33,425.54,222940.90,1.52,14.30,117.08,162.54,217.29,284.58,349.61,364.33,407.28,92.75
HTTP DNS Lookup (ms),0.07,0.00,0.63,72.07,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.49,0.54,0.17
HTTP Duration (excl. conn) (ms),82584.75,1021.71,1403321.22,83493184.08,2287.36,5768.01,11429.30,22028.27,42623.47,94803.86,188751.71,264621.43,661136.22,123667.38
HTTP Receiving (ms),79811.00,250.62,1402195.99,80688916.68,994.67,3455.30,8954.23,19237.35,39794.01,93043.84,184296.00,261708.10,659403.11,123521.96
HTTP Sending (ms),0.88,0.27,3.34,888.24,0.30,0.31,0.32,0.37,1.03,1.14,1.54,1.61,1.71,0.47
HTTP Total Time (ms),82585.33,1021.71,1403321.90,83493768.80,2287.52,5768.34,11429.30,22028.95,42623.47,94804.24,188752.42,264621.43,661137.05,123667.46
HTTP Waiting (TTFB) (ms),2772.88,170.79,58957.73,2803379.16,503.07,782.95,1110.62,1633.01,2350.88,3336.01,4744.85,5603.66,7358.17,2874.16
Input Sequence Length (tokens),64344.12,404.00,124752.00,65051903.00,409.00,4127.00,34245.00,47254.50,63032.00,83242.50,102035.00,106758.50,119546.70,27169.35
Inter Chunk Latency (ms),119.94,0.00,59144.87,80686037.17,0.90,60.59,61.50,62.25,63.21,65.06,69.33,132.80,1716.68,677.70
Inter Token Latency (ms),122.20,47.17,1425.18,123545.74,64.10,74.08,85.19,98.47,113.06,126.66,152.36,173.09,427.51,74.72
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),680.46,4.00,11711.00,687948.00,11.10,23.50,92.00,160.50,342.00,786.50,1524.00,2215.00,5695.20,1045.58
Output Token Count (tokens),680.46,4.00,11711.00,687948.00,11.10,23.50,92.00,160.50,342.00,786.50,1524.00,2215.00,5695.20,1045.58
Output Token Throughput Per User (tokens/sec/user),9.08,0.70,21.20,9179.70,2.35,5.78,6.56,7.89,8.85,10.16,11.74,13.50,15.60,2.32
Prefill Throughput Per User (tokens/sec/user),31649.15,76.02,170809.59,31997286.30,193.09,4119.32,8803.63,16150.83,25861.14,40682.86,59738.08,75861.54,117646.24,23616.32
Request Latency (ms),82582.03,1021.84,1403321.36,83490433.56,2287.48,5768.13,11429.42,22028.40,42623.59,94804.01,188751.85,264621.56,661136.33,123665.79
Requested OSL (tokens),680.46,4.00,11711.00,687948.00,11.10,23.50,92.00,160.50,342.00,786.50,1524.00,2215.00,5695.20,1045.58
Time to First Output Token (ms),2773.88,171.98,58958.25,2804396.39,503.59,783.78,1111.69,1634.35,2352.55,3336.52,4746.56,5604.89,7358.71,2874.17
Time to First Token (ms),2773.88,171.98,58958.25,2804396.39,503.59,783.78,1111.69,1634.35,2352.55,3336.52,4746.56,5604.89,7358.71,2874.17
Time to Second Token (ms),1218.96,0.50,23309.13,1232368.66,21.82,66.66,67.95,70.09,269.70,1156.39,3069.86,5281.48,17054.03,2653.89
Tokens In Flight (tokens),3175202.33,50550.26,4056750.19,,,,,,3319393.65,,3752009.62,3922257.83,3960504.44,612555.40
Usage Completion Tokens (tokens),680.46,4.00,11711.00,687948.00,11.10,23.50,92.00,160.50,342.00,786.50,1524.00,2215.00,5695.20,1045.58
Usage Prompt Tokens (tokens),64344.12,404.00,124752.00,65051903.00,409.00,4127.00,34245.00,47254.50,63032.00,83242.50,102035.00,106758.50,119546.70,27169.35
Usage Total Tokens (tokens),65024.58,420.00,126478.00,65739851.00,429.00,5130.00,34414.00,48169.00,63566.00,84187.50,102558.00,107161.50,121958.10,27277.47

Metric,Value
Benchmark Duration (sec),1829.76
Input Token Throughput (tokens/sec),35552.06
Maximum Response Timestamp (ns),1780500910445910272.00
Minimum Request Timestamp (ns),1780499080681309184.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),375.98
Request Count,1011.00
Request Throughput (requests/sec),0.55
Theoretical Prefix Cache Hit (%),95.02
Total Input Sequence Length (tokens),65051903.00
Total Output Sequence Length (tokens),687948.00
Total Output Tokens (tokens),687948.00
Total Token Throughput (tokens/sec),35928.04
Total Usage Completion Tokens (tokens),687948.00
Total Usage Prompt Tokens (tokens),65051903.00
