Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),238.65,0.00,4583.21,,,,,,235.08,,388.98,444.44,533.94,120.55
Active Decode Throughput Per User (tokens/sec/user),73.04,0.00,3160.27,,,,,,75.97,,95.50,107.56,153.76,29.89
Active Prefill Throughput (tokens/sec),21102.29,745.14,220260.66,,,,,,19394.56,,33466.93,40290.56,49171.80,9462.49
Active Prefill Throughput Per User (tokens/sec/user),2234.52,745.14,108747.34,,,,,,1790.10,,3815.35,5398.88,7580.44,1932.04
Active Total Throughput (tokens/sec),21225.69,61.08,220260.66,,,,,,19545.57,,33646.07,40229.84,49519.82,9559.87
Credit Drop Latency (ms),15.65,1.98,121.58,234.69,1.98,2.01,2.05,2.70,5.08,10.57,29.08,65.29,110.32,29.83
Credit-to-Start Latency (ms),2.29,0.69,121.98,943.95,0.74,0.86,0.91,1.07,1.24,1.45,1.75,4.93,22.44,7.80
E2E Output Token Throughput (tokens/sec/user),15.52,0.08,67.45,6394.84,0.12,0.44,1.40,5.03,11.20,23.31,37.11,43.80,55.18,13.75
Effective Concurrency,13.46,1.00,18.00,,,,,,14.00,,16.00,17.00,17.00,2.71
Effective Decode Concurrency,3.30,0.00,7.00,,,,,,3.00,,5.00,6.00,6.00,1.39
Effective Decode Throughput (tokens/sec),236.94,0.00,4583.21,,,,,,231.98,,388.70,444.00,533.94,121.67
Effective Decode Throughput Per User (tokens/sec/user),72.48,0.00,3160.27,,,,,,75.72,,95.49,106.57,153.55,30.45
Effective Latency (CO-aware) (ms),56988.77,10322.94,254847.93,23479373.36,11955.54,18210.14,24218.02,36207.72,52943.10,71895.22,94317.63,105856.54,158688.16,30331.45
Effective Prefill Concurrency,10.16,0.00,15.00,,,,,,10.00,,13.00,14.00,14.00,2.59
Effective Prefill Throughput (tokens/sec),20984.91,0.00,220260.66,,,,,,19313.81,,33466.93,40064.39,49171.80,9565.76
Effective Prefill Throughput Per User (tokens/sec/user),2222.09,0.00,108747.34,,,,,,1779.88,,3813.79,5398.88,7580.44,1933.82
Effective Total Throughput (tokens/sec),21225.69,61.08,220260.66,,,,,,19545.57,,33646.07,40229.84,49519.82,9559.87
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.43,2.00,604.00,21601.00,2.00,2.00,4.00,12.00,25.50,60.25,124.00,184.00,383.01,73.52
HTTP Chunks Sent,1.00,1.00,1.00,412.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.36,0.00,1.03,148.22,0.00,0.00,0.00,0.00,0.40,0.54,0.75,0.84,0.93,0.29
HTTP Connection Overhead (ms),0.42,0.00,1.55,174.77,0.00,0.00,0.00,0.00,0.40,0.55,1.11,1.23,1.35,0.39
HTTP Connection Reused (ratio),0.33,0.00,1.00,135.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),18.74,1.17,208.31,7721.59,1.17,1.22,1.90,4.71,9.57,21.54,44.21,64.92,132.40,25.39
HTTP Data Sent (KB),350.83,1.45,1019.50,144542.67,1.67,114.04,143.05,200.39,328.09,449.28,580.65,857.86,983.49,206.56
HTTP DNS Lookup (ms),0.06,0.00,0.52,26.56,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.40,0.42,0.14
HTTP Duration (excl. conn) (ms),56986.40,10200.89,254846.88,23478398.37,11908.81,18208.65,24208.25,36206.31,52941.62,71893.79,94316.32,105855.19,158686.80,30332.57
HTTP Receiving (ms),13971.76,59.59,190642.93,5756365.47,69.34,178.31,802.34,2770.98,6775.11,16202.89,34325.34,50714.33,100431.32,20318.05
HTTP Sending (ms),0.54,0.12,1.24,223.19,0.14,0.14,0.15,0.19,0.60,0.74,0.94,1.05,1.13,0.30
HTTP Total Time (ms),56986.83,10201.45,254846.88,23478573.14,11909.31,18208.65,24208.77,36206.95,52941.83,71894.17,94316.74,105855.60,158687.88,30332.60
HTTP Waiting (TTFB) (ms),43014.10,427.26,104035.15,17721809.71,9958.89,13089.59,16592.76,27116.07,42543.16,56353.27,71182.53,78312.39,94204.87,20362.02
Input Sequence Length (tokens),88870.63,419.00,258976.00,36614698.00,420.00,28957.00,36154.50,50869.75,83592.00,113920.25,146939.60,217335.00,249785.65,52362.72
Inter Chunk Latency (ms),271.67,10.68,25403.45,5756362.54,138.57,181.83,192.48,210.08,227.94,253.62,269.15,300.45,1345.57,429.34
Inter Token Latency (ms),14.02,9.19,44.89,5775.13,9.75,10.42,10.98,11.59,13.03,14.97,17.47,20.93,31.87,4.10
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1020.68,6.00,12055.00,420520.00,6.00,15.55,51.60,209.75,484.50,1183.25,2457.90,3659.90,7639.11,1469.88
Output Token Count (tokens),1020.68,6.00,12055.00,420520.00,6.00,15.55,51.60,209.75,484.50,1183.25,2457.90,3659.90,7639.11,1469.88
