Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),134.99,0.00,39947.73,,,,,,131.31,,272.43,307.30,369.42,104.21
Active Decode Throughput Per User (tokens/sec/user),31.13,0.00,39947.73,,,,,,32.38,,54.22,57.98,78.43,40.75
Active Prefill Throughput (tokens/sec),46030.51,875.06,292056.61,,,,,,26254.62,,100036.00,134912.46,195955.47,44923.96
Active Prefill Throughput Per User (tokens/sec/user),32720.77,875.06,207700.13,,,,,,12632.79,,89180.80,94343.76,110132.61,35924.42
Active Total Throughput (tokens/sec),26882.37,10.42,292258.96,,,,,,7256.60,,91824.67,102895.91,171137.11,41086.96
Credit Drop Latency (ms),186.34,1.63,3494.23,3913.17,1.94,3.17,4.01,7.46,13.77,19.70,52.55,131.61,2821.71,740.19
Credit-to-Start Latency (ms),11.99,0.43,3494.54,5445.04,0.61,0.75,0.79,0.87,0.99,1.22,1.46,8.19,89.83,166.91
E2E Output Token Throughput (tokens/sec/user),27.64,0.60,66.01,12546.51,2.19,4.45,8.29,17.34,29.58,37.70,43.42,46.93,56.89,13.25
Effective Concurrency,5.57,0.00,10.00,,,,,,6.00,,8.00,8.00,9.00,1.95
Effective Decode Concurrency,4.35,0.00,8.00,,,,,,4.00,,7.00,7.00,8.00,1.80
Effective Decode Throughput (tokens/sec),133.84,0.00,39947.73,,,,,,129.92,,272.22,307.12,369.41,104.50
Effective Decode Throughput Per User (tokens/sec/user),30.87,0.00,39947.73,,,,,,31.35,,54.22,57.98,76.98,40.68
Effective Latency (CO-aware) (ms),22389.90,587.14,342000.08,10165015.12,769.47,2757.70,3787.52,5879.52,10641.22,22421.96,53855.99,90969.00,151553.44,32983.53
Effective Prefill Concurrency,1.22,0.00,6.00,,,,,,1.00,,4.00,4.00,6.00,1.47
Effective Prefill Throughput (tokens/sec),26628.67,0.00,292056.61,,,,,,7211.64,,91441.38,102244.12,170489.36,41038.44
Effective Prefill Throughput Per User (tokens/sec/user),18928.98,0.00,207700.13,,,,,,2630.77,,74863.06,90474.73,101547.87,31743.60
Effective Total Throughput (tokens/sec),26764.34,0.00,292258.96,,,,,,7256.60,,91513.80,102306.36,170562.38,41035.17
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,544.24,6.00,10881.00,247084.00,9.53,65.20,102.00,135.25,257.50,497.75,1119.50,2167.10,4311.23,958.81
HTTP Chunks Sent,1.00,1.00,1.00,454.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.17,0.00,1.31,77.23,0.00,0.00,0.00,0.00,0.00,0.36,0.45,0.59,0.72,0.23
HTTP Connection Overhead (ms),0.19,0.00,1.31,86.55,0.00,0.00,0.00,0.00,0.00,0.36,0.45,0.87,1.04,0.27
HTTP Connection Reused (ratio),0.60,0.00,1.00,274.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),134.09,2.06,2663.36,60875.02,2.93,16.62,25.54,33.73,63.68,122.43,275.19,530.05,1054.60,235.73
HTTP Data Sent (KB),421.34,1.77,991.01,191287.53,1.88,137.71,188.92,270.93,374.80,526.84,689.91,889.03,980.25,208.81
HTTP DNS Lookup (ms),0.02,0.00,0.39,9.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.32,0.08
HTTP Duration (excl. conn) (ms),22377.84,545.60,341991.82,10159539.98,741.78,2756.82,3741.75,5878.49,10592.42,22420.66,53834.20,90967.84,151498.20,32986.58
HTTP Receiving (ms),17462.00,74.03,287017.39,7927745.74,150.23,1277.42,2146.27,3548.97,7125.14,15419.77,46692.91,74121.62,149913.12,29972.00
HTTP Sending (ms),0.32,0.06,1.38,146.66,0.10,0.12,0.13,0.15,0.17,0.52,0.63,0.76,0.89,0.23
HTTP Total Time (ms),22378.03,545.97,341991.82,10159626.53,742.48,2756.82,3741.75,5878.49,10592.75,22421.39,53834.33,90968.13,151498.47,32986.59
HTTP Waiting (TTFB) (ms),4915.52,171.36,85700.67,2231647.58,210.49,615.71,835.16,1183.44,1714.73,3694.12,8359.58,24477.90,55392.95,10766.54
Input Sequence Length (tokens),106999.46,416.00,252593.00,48577756.00,437.53,34938.40,48330.20,68696.25,94719.50,134118.25,175735.00,225976.70,249799.33,53178.84
Inter Chunk Latency (ms),32.19,0.03,4383.70,7927672.00,9.31,13.00,14.21,15.64,17.46,18.51,20.17,23.98,586.23,150.38
Inter Token Latency (ms),35.90,11.45,509.96,16299.96,12.31,15.68,16.94,19.36,24.30,32.46,54.54,82.66,257.62,47.93
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),546.12,6.00,10919.00,247940.00,9.53,65.55,102.30,136.00,258.00,499.50,1120.20,2177.45,4322.16,962.40
Output Token Count (tokens),546.12,6.00,10919.00,247940.00,9.53,65.55,102.30,136.00,258.00,499.50,1120.20,2177.45,4322.16,962.40
Output Token Throughput Per User (tokens/sec/user),40.19,1.96,87.32,18246.82,3.89,12.10,18.34,30.81,41.15,51.64,59.04,63.78,81.23,15.75
Prefill Throughput Per User (tokens/sec/user),59375.03,76.77,207700.16,26956261.51,1583.73,3486.21,7802.33,26268.94,61150.82,87309.31,94846.00,99984.89,203531.62,40684.76
Request Latency (ms),22377.80,545.67,341991.86,10159521.89,741.86,2756.89,3741.82,5878.57,10592.48,22420.74,53834.25,90967.90,151498.27,32986.57
Requested OSL (tokens),546.12,6.00,10919.00,247940.00,9.53,65.55,102.30,136.00,258.00,499.50,1120.20,2177.45,4322.16,962.40
Time to First Output Token (ms),4915.97,171.55,85701.27,2231849.89,211.04,615.92,835.40,1183.78,1715.40,3694.49,8359.96,24478.82,55393.69,10766.58
Time to First Token (ms),4915.97,171.55,85701.27,2231849.89,211.04,615.92,835.40,1183.78,1715.40,3694.49,8359.96,24478.82,55393.69,10766.58
Time to Second Token (ms),125.05,0.26,2210.36,56773.88,10.14,14.24,16.19,18.60,20.61,69.31,363.33,682.47,1559.58,298.02
Tokens In Flight (tokens),728125.08,0.00,1336205.94,,,,,,739521.00,,1064655.00,1092950.00,1335788.00,258993.77
Usage Completion Tokens (tokens),546.12,6.00,10919.00,247940.00,9.53,65.55,102.30,136.00,258.00,499.50,1120.20,2177.45,4322.16,962.40
Usage Prompt Tokens (tokens),106999.46,416.00,252593.00,48577756.00,437.53,34938.40,48330.20,68696.25,94719.50,134118.25,175735.00,225976.70,249799.33,53178.84
Usage Total Tokens (tokens),107545.59,432.00,253927.00,48825696.00,459.53,35237.60,48544.00,69111.75,96001.00,134358.75,176092.20,227716.50,250709.15,53446.81

Metric,Value
Benchmark Duration (sec),1824.26
Input Token Throughput (tokens/sec),26628.67
Maximum Response Timestamp (ns),1780249888780710656.00
Minimum Request Timestamp (ns),1780248064515816704.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),135.91
Request Count,454.00
Request Throughput (requests/sec),0.25
Theoretical Prefix Cache Hit (%),93.57
Total Input Sequence Length (tokens),48577756.00
Total Output Sequence Length (tokens),247940.00
Total Output Tokens (tokens),247940.00
Total Token Throughput (tokens/sec),26764.59
Total Usage Completion Tokens (tokens),247940.00
Total Usage Prompt Tokens (tokens),48577756.00
Total Usage Total Tokens (tokens),48825696.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
